AverageDiscountedReturn,MeanKLBefore,AbsLearnSignal,MeanKL,StdReturn,LossBefore,NumTrajs,ExplainedVariance,Entropy,AverageReturn,LossAfter,MinReturn,dLoss,Iteration,AveragePolicyStd,Perplexity,MaxReturn
-82.7434170812,0.0,0.706329898655,0.00760049940667,33.307250237,-1.92796350274e-16,45,0.670865329353,1.22095571677,-120.521961253,-0.0131840408385,-195.618980581,0.0131840408385,17,0.820383950141,3.39042647317,-19.0647723556
-84.9293145353,0.0,0.697061719519,0.00716345964243,40.3376563414,1.82629370611e-17,46,0.590721388024,1.22077130921,-122.565672067,-0.0122815320582,-249.580307632,0.0122815320582,18,0.820232679083,3.38980131052,-26.5103517966
-88.8920018538,0.0,0.600953141701,0.00599695567815,55.5856124163,-1.05258256708e-16,45,0.567535321944,1.2282068946,-130.493950456,-0.00832829783192,-351.744349134,0.00832829783192,19,0.826354319999,3.41510040787,-21.779248829
-82.9034581756,0.0,0.729112847708,0.00655378187985,36.7817279183,5.50705865389e-20,44,0.653732318435,1.20822003948,-122.06513485,-0.00576827630113,-185.64586884,0.00576827630113,20,0.810002055449,3.34752089146,-15.8865994986
-81.6663785699,0.0,0.661597781976,0.00723267448927,39.8048542989,3.71108617509e-17,44,0.584010192825,1.19990289521,-121.303124423,-0.0125867484224,-240.903857544,0.0125867484224,21,0.803293089888,3.31979453913,-13.1326456314
-84.2028682833,0.0,0.662373751777,0.00526998366736,43.3386767475,-3.59774061658e-17,45,0.623288161132,1.15792630815,-120.66963881,-0.00720763396183,-218.721980442,0.00720763396183,22,0.770271502949,3.18332519143,-7.51215915307
-85.0844493126,0.0,0.672311772422,0.0065022542095,44.3801926247,-9.97575736838e-17,46,0.623706787851,1.13555039148,-121.652180502,-0.0110389251027,-217.839716344,0.0110389251027,23,0.753227372141,3.11288637763,-17.0851288854
-75.4802581369,0.0,0.669073170934,0.0071375338385,39.2511689166,-8.3536064356e-17,46,0.577823242147,1.094448216,-110.661499707,-0.0103751468039,-209.865011382,0.0103751468039,24,0.722895707266,2.98753375518,-11.7839309466
-81.5646400412,0.0,0.688623162633,0.00701716186459,30.027165358,2.78681356615e-17,43,0.682536348531,1.09278865291,-118.203107003,-0.00905399865458,-203.598064869,0.00905399865458,25,0.721697011164,2.98257986621,-52.0088543942
-73.5028906511,0.0,0.691030336027,0.00746779827553,35.0872652791,-2.10416333844e-18,46,0.62618664818,1.08484699327,-106.671413851,-0.00959936273374,-163.920165159,0.00959936273374,26,0.715988237708,2.95898703916,-2.90721098096
-85.5844579407,0.0,0.685405427258,0.00705662175644,37.57595392,-2.28698852481e-16,43,0.653752174904,1.07929315038,-125.507981112,-0.0135881469905,-208.08051914,0.0135881469905,27,0.7120227735,2.94259884089,-10.9535620352
-75.0930791324,0.0,0.72131556544,0.00776887562107,28.9169198208,-4.48013414944e-17,44,0.710515978557,1.05288703208,-110.903750759,-0.00869211642123,-158.858161522,0.00869211642123,28,0.693467085956,2.86591316918,-16.9765314205
-80.3370677055,0.0,0.709459699912,0.00864583619506,41.6718362039,-1.1549522288e-16,45,0.62039453254,1.05181956193,-117.337541591,-0.00796233983788,-197.838735786,0.00796233983788,29,0.692727225498,2.86285552467,-5.70365909062
-68.6591694062,0.0,0.707218090666,0.00920573503482,37.4971434196,8.01033064348e-17,48,0.548335836686,1.02725766309,-98.5537106791,-0.00951197272419,-186.360522618,0.00951197272419,30,0.675919785749,2.79339489144,-9.97622231687
-73.4052068526,0.0,0.728373339362,0.00976645190611,37.0361345478,7.34933456145e-17,45,0.664191902278,1.03078083506,-107.104222147,-0.0133965035749,-179.72660539,0.0133965035749,31,0.678305367333,2.80325385925,-15.9028339642
-76.7243187333,0.0,0.743618780967,0.00712540276488,24.0665226015,1.13945386569e-16,42,0.724403829077,0.967189160002,-112.130527408,-0.0130179299965,-172.257052133,0.0130179299965,32,0.63651367712,2.63054003076,-52.8371486132
-76.2819450305,0.0,0.737948736881,0.00678859033086,23.6855595712,-1.88293824976e-16,42,0.728246555064,0.94486286003,-111.280724617,-0.00926758392245,-154.802593213,0.00926758392245,33,0.62246014725,2.57246056723,-54.0272018293
-78.1650280546,0.0,0.714235317221,0.00636522218422,31.3941274114,3.62119310919e-16,43,0.657634676489,0.946697839958,-115.963371623,-0.0108916508438,-189.294032854,0.0108916508438,34,0.623603397726,2.57718531432,-21.8746367055
-79.1923002362,0.0,0.719975701137,0.00879157355148,29.2801788061,1.7201739059e-16,43,0.695998980401,0.906852203926,-116.941332232,-0.0117975998277,-185.408449423,0.0117975998277,35,0.599244053306,2.47651468787,-39.2064946847
-71.8524066881,0.0,0.7304931265,0.0061054477882,34.5179063753,1.53945423117e-17,45,0.673865136661,0.944501765386,-105.237016467,-0.00803371639775,-168.758398734,0.00803371639775,36,0.622235420801,2.57153183319,-1.67319226709
-76.862721164,0.0,0.611649238332,0.00645537359875,37.6752005902,-1.08620775781e-16,43,0.641934359894,0.944225850425,-113.304996077,-0.0100215100607,-250.399630371,0.0100215100607,37,0.622063760422,2.57082240696,-23.3875284623
-67.2387589242,0.0,0.728590821086,0.00850684723407,36.1243676773,-2.33779118366e-16,49,0.438961565778,0.929703731813,-95.46932287,-0.00990406816833,-177.343586703,0.00990406816833,38,0.61309535445,2.5337583944,-19.3443193584
-78.274778642,0.0,0.751700805344,0.00646035387721,37.8395072627,-9.73531774736e-18,45,0.625381068575,0.921679800292,-114.997423377,-0.0109543198164,-188.273251958,0.0109543198164,39,0.608195603233,2.51350903892,-4.77111605082
-69.470602889,0.0,0.725845406073,0.00773900623187,34.6866389984,-1.00006376867e-16,47,0.608856698092,0.929161114636,-99.6071867818,-0.0112215866122,-178.124824848,0.0112215866122,40,0.61276276862,2.53238390652,-8.01786682314
-67.2074641102,0.0,0.692462409977,0.00681718267016,38.3369271013,1.7911200104e-17,49,0.593793637088,0.905267109256,-96.6674298777,-0.00840010221442,-178.253864784,0.00840010221442,41,0.598294947161,2.47259228715,-17.1130419977
-72.8309884586,0.0,0.737842675026,0.00950408260827,28.9426989197,3.05270374208e-17,45,0.747788320266,0.885742140515,-103.857331174,-0.0115626278447,-175.265984426,0.0115626278447,42,0.586726560722,2.42478325379,-9.60427573784
-65.5887887166,0.0,0.702723252612,0.00686268076275,30.2767963018,1.97860873133e-16,47,0.607221577245,0.8655753825,-93.8701078674,-0.00953497795627,-144.827120589,0.00953497795627,43,0.575012700442,2.37637301613,-15.4225311764
-70.3883313766,0.0,0.741795855499,0.00719880374772,31.8732486663,-1.01912639073e-16,45,0.596557901688,0.851931200043,-102.267243344,-0.0120847380323,-172.188838256,0.0120847380323,44,0.567220402893,2.34416954373,-17.8106061618
-64.5873820083,0.0,0.71086545889,0.00816399802391,28.166031694,3.02987513512e-17,46,0.590544233934,0.824843333223,-92.7944392654,-0.010253473902,-168.466944963,0.010253473902,45,0.552061845527,2.28152329843,-12.344765573
-66.3299104943,0.0,0.710059970646,0.00920900013344,32.5033643741,5.68528312623e-17,48,0.552790538755,0.817030691201,-94.1690180551,-0.0128790669522,-170.841997069,0.0128790669522,46,0.547765588367,2.26376802175,-3.67092803158
-62.1823494394,0.0,0.731730730022,0.00818540508875,28.4942262081,-1.45586108965e-16,50,0.529554672243,0.807818903579,-86.1072809996,-0.0116627154608,-145.506915732,0.0116627154608,47,0.542742857782,2.24301042558,-15.6413973839
-66.4326967803,0.0,0.725358621218,0.00698613549638,28.9091255609,8.01926414354e-17,47,0.57979690583,0.794753090795,-94.1211864405,-0.0102946492678,-153.12187039,0.0102946492678,48,0.535697607401,2.21389429843,-14.4277243886
-60.238809525,0.0,0.70599380349,0.00864732978817,30.6197338363,-1.56900432444e-16,47,0.55353472188,0.765731579236,-86.9685128905,-0.0113541581525,-154.109828158,0.0113541581525,49,0.520374281622,2.15056710954,-10.7757697402
-69.9435303775,0.0,0.74106430902,0.00971399429616,25.459165604,-7.81399007778e-17,45,0.641149386264,0.753766488037,-100.417447903,-0.0109684132147,-151.08589991,0.0109684132147,50,0.514185057042,2.12498870706,-34.2818386296
-64.0722495849,0.0,0.699661614344,0.00639610468998,34.5194948388,-8.75368154031e-18,49,0.58486038334,0.738095245032,-91.8510636331,-0.00796177699492,-149.419435518,0.00796177699492,51,0.506189948334,2.09194707062,-4.35438873353
-65.4762806044,0.0,0.703017871846,0.00970974205098,29.5131381176,3.71270605271e-17,46,0.638851273802,0.717717328885,-95.4362064151,-0.0122495419207,-160.577238587,0.0122495419207,52,0.495979241811,2.04974896363,-18.6562638202
-69.8451465217,0.0,0.706937579309,0.00642160152025,28.4253792785,2.16799891482e-16,45,0.653793787663,0.735487286511,-99.9430532922,-0.0105471434663,-151.549485612,0.0105471434663,53,0.504871545861,2.08649846739,-24.3108809362
-62.9280898726,0.0,0.667384708672,0.00671316950908,24.04898497,1.47201962818e-16,45,0.634791184165,0.713238703958,-90.2900985886,-0.0120053546611,-150.965274578,0.0120053546611,54,0.493762903594,2.04058943319,-23.9606327583
-63.1428508956,0.0,0.66635260464,0.00939433543182,31.7118211843,-1.22934329438e-16,48,0.559693995457,0.686438003879,-89.0854594586,-0.012467044109,-162.196505237,0.012467044109,55,0.480705467876,1.98662655919,-16.4731429575
-62.6580636069,0.0,0.702572619258,0.00978867901535,32.6811154754,-1.91828797264e-17,47,0.590438207163,0.666139262017,-89.1448377356,-0.0122278683151,-195.085067728,0.0122278683151,56,0.471046119648,1.94670706791,-6.24565779254
-65.7452556959,0.0,0.708348886893,0.00642973654908,32.5518946915,-1.53490445658e-16,46,0.654888039754,0.662356451021,-94.1830099917,-0.0115101547286,-165.148860566,0.0115101547286,57,0.469267607215,1.93935695381,-7.3186162968
-62.2087107773,0.0,0.691661085297,0.00774758569695,27.8034499014,-4.58087674074e-17,45,0.686254346122,0.650113058821,-89.5463174692,-0.00907980385999,-149.895957637,0.00907980385999,58,0.463557208511,1.91575741004,-13.3401782343
-65.8849000397,0.0,0.675123409262,0.00896169834917,31.1655502977,-3.48739678836e-17,45,0.693963364603,0.635991647671,-94.8819922975,-0.0144982105,-164.866671292,0.0144982105,59,0.457057129738,1.88889433069,-17.2498037138
-65.4551939405,0.0,0.73794274281,0.0066495549148,28.4215328984,-1.34057716916e-17,45,0.658065985047,0.637008365698,-94.2325978079,-0.0090923172518,-170.650496568,0.0090923172518,60,0.457522064275,1.89081578023,-13.6689513342
-60.3650559514,0.0,0.69428438519,0.00947336121882,34.1875935138,-3.50046667159e-16,50,0.561965700044,0.626082653943,-85.164955104,-0.0137585393504,-152.375143011,0.0137585393504,61,0.452550518372,1.8702697166,-3.82419179957
-63.8788065962,0.0,0.716776964257,0.00657210269118,25.9589215683,-1.18315133478e-16,46,0.644864051709,0.639979392341,-90.5565987431,-0.00900078414625,-154.900836526,0.00900078414625,62,0.458883395792,1.89644179768,-17.3793705645
-59.8896034001,0.0,0.709924776049,0.00730376698495,26.2026577815,-3.3241351473e-17,48,0.613625434333,0.64163359024,-84.2244923853,-0.0082587893193,-145.917918338,0.0082587893193,63,0.459643107925,1.89958148383,-7.11975693868
-64.1812294852,0.0,0.749118524293,0.00737647853768,26.7195936466,1.76852745699e-17,48,0.542920078429,0.626729986446,-89.8537301972,-0.0115893249051,-145.673776602,0.0115893249051,64,0.452843563871,1.87148079492,-23.154666969
-68.1462296248,0.0,0.751340126681,0.00694306762151,29.8571949083,1.19129743328e-17,45,0.671037501655,0.619738505811,-96.6186852115,-0.0102861074509,-173.143537859,0.0102861074509,65,0.449688558793,1.85844200652,-5.41564159975
-61.7955392442,0.0,0.697769446376,0.00667426794517,31.4114243345,-3.5322176736e-17,47,0.692399857586,0.635708676508,-87.4358930639,-0.0109055723709,-153.752148783,0.0109055723709,66,0.456927814047,1.88835990368,-3.34018443969
-60.801445596,0.0,0.709269400423,0.00654282651956,29.4146934391,-8.51115502136e-17,47,0.580297675981,0.62232094902,-84.9983688381,-0.00959952653677,-167.413236752,0.00959952653677,67,0.450851354739,1.86324752978,-11.2735648355
-63.0432468836,0.0,0.725351865286,0.00678635186331,28.788422319,-8.35203589283e-17,47,0.630965301354,0.618160149767,-87.6816040511,-0.0105958949097,-157.783902442,0.0105958949097,68,0.448979349978,1.85551103701,-10.0749323375
-63.0558446655,0.0,0.718188229639,0.00642163622918,31.2242388083,-4.22816044289e-17,49,0.635247637256,0.6055757073,-87.060430636,-0.0103700228388,-164.704345704,0.0103700228388,69,0.443364598537,1.83230677768,-19.6903402387
-60.2947086172,0.0,0.70546572198,0.00654529687956,30.2680307818,2.116163297e-17,46,0.666572019576,0.593414438033,-85.1610034016,-0.00995754347315,-166.018396416,0.00995754347315,70,0.438005375797,1.81015854983,-15.2403595535
-57.4757229453,0.0,0.747196276276,0.00981997214858,26.8927230006,4.94281110718e-17,49,0.600587427412,0.579042024554,-80.1410773163,-0.0135913324184,-131.610726361,0.0135913324184,71,0.431755204046,1.78432826906,-3.39793131768
-58.8055311919,0.0,0.684093636162,0.00637546110021,31.9499448936,6.97688242294e-17,50,0.533988742623,0.574649832655,-80.385627438,-0.0094620587374,-180.528647028,0.0094620587374,72,0.429863010816,1.77650834278,-4.66360509554
-58.7212868337,0.0,0.738943972314,0.00992101342049,26.5416244657,1.50329607925e-16,50,0.508787115582,0.565884749399,-81.4875998845,-0.0138795867747,-134.539752616,0.0138795867747,73,0.426111690073,1.76100514192,-7.4235781922
-62.9494834284,0.0,0.713115968934,0.00657462957081,25.88681493,1.26254931801e-16,49,0.626554162101,0.550397627494,-86.5266828045,-0.0093506617155,-145.495638843,0.0093506617155,74,0.419563285242,1.73394234396,-22.1467085431
-58.0216166808,0.0,0.717074422983,0.00697434736059,28.8840269135,2.45134165229e-16,50,0.51070843661,0.544095216571,-81.0926146401,-0.0098123690717,-125.348716976,0.0098123690717,75,0.41692734014,1.72304869099,-5.31808908069
-62.6847522143,0.0,0.673128039285,0.00998264551745,24.2148739839,1.00137763005e-17,44,0.696763221465,0.546611521992,-88.7725060966,-0.0146983491768,-161.527771935,0.0146983491768,76,0.417977777723,1.72738986732,-3.99866913325
-55.9970968732,0.0,0.727887939733,0.00935458927552,26.7695892222,-9.06304509898e-17,49,0.507420555218,0.530335864393,-77.8897049847,-0.014131007914,-132.184073087,0.014131007914,77,0.41122997594,1.69950301532,-15.3945336203
-57.1892707484,0.0,0.742970390224,0.0080064920176,21.0895477914,-3.57310413853e-17,47,0.64972770692,0.514218025112,-79.8316176079,-0.00672167824407,-119.873711258,0.00672167824407,78,0.404654967088,1.67233027009,-16.1263905907
-56.5006682728,0.0,0.722360975549,0.00878782199213,31.6649989212,4.10824100498e-17,52,0.494258427208,0.514779040483,-77.7579189555,-0.0109717124456,-145.949706417,0.0109717124456,79,0.404882048437,1.6732687363,-12.4633589502
-57.8448469599,0.0,0.713156362646,0.00650918367449,32.4039457228,-5.65899657324e-17,50,0.556735021255,0.515560884767,-81.0775427381,-0.012104086223,-148.852987298,0.012104086223,80,0.405198726933,1.67457748345,-10.420024318
-60.1173050723,0.0,0.721549782266,0.00645838618419,27.2024633088,1.05251682911e-16,48,0.59942918011,0.510570395421,-84.4415968823,-0.0132793780029,-135.09672522,0.0132793780029,81,0.403181624353,1.66624134037,-9.40150665266
-60.1424224022,0.0,0.730449253841,0.00679622770767,20.5734692758,1.50444444564e-17,48,0.655989325067,0.50373554184,-82.981844821,-0.00968679634677,-125.769092285,0.00968679634677,82,0.400435332925,1.65489165568,-17.8728825702
-55.9352774022,0.0,0.727060809537,0.00937030894979,28.0697129628,-1.19835071053e-16,51,0.523989153521,0.50311069892,-78.0546333458,-0.0108450339026,-120.216524828,0.0108450339026,83,0.400185201897,1.65385793134,-4.1295267233
-60.8524310366,0.0,0.694430560456,0.0094165246191,28.9812917647,-1.00568305361e-16,47,0.601045875158,0.515839646869,-86.7246149147,-0.0110846338623,-155.629854775,0.0110846338623,84,0.405311696726,1.67504435725,-8.95962977179
-56.0875690504,0.0,0.748977437233,0.00922497452221,25.7337108664,5.17748237445e-17,50,0.54383397728,0.511257716715,-77.1310957677,-0.011547193611,-121.283215449,0.011547193611,85,0.403458834925,1.66738697719,-16.943027789
-58.8899153539,0.0,0.738368775084,0.00659267335689,28.1211471928,-9.65238377105e-17,47,0.651103861103,0.502416308884,-81.183606156,-0.00908371083993,-136.930800704,0.00908371083993,86,0.399907413738,1.6527099075,-15.0601755537
-56.6967141161,0.0,0.733605602576,0.00652985103665,26.4500678558,-3.00277232273e-17,52,0.553561725073,0.499665756721,-77.0647849443,-0.013521613115,-142.117032874,0.013521613115,87,0.398808958908,1.64817028878,-14.1652864743
-57.5780894196,0.0,0.726919372787,0.00921816374134,28.191329589,2.62239945392e-16,49,0.58679092133,0.494786571596,-79.528156881,-0.0115725589541,-136.644458658,0.0115725589541,88,0.396867835568,1.6401481475,-12.4756109554
-53.9551641041,0.0,0.737387355891,0.00654031312349,33.2589113264,1.23112696444e-17,54,0.543773110357,0.472397640767,-74.1781579269,-0.00857798476602,-154.066287505,0.00857798476602,89,0.388081118684,1.60383500713,-9.11946903223
-57.4467915939,0.0,0.696561156751,0.00970336482259,27.5326526588,2.34235154906e-16,48,0.641013226275,0.46662180374,-80.7514020896,-0.0124537158126,-145.503912784,0.0124537158126,90,0.385846086194,1.59459821828,-14.5932779556
-53.4999965431,0.0,0.744144580698,0.00987793752361,25.1458259395,5.35946300942e-17,50,0.548561558231,0.463986652411,-75.0184797061,-0.0152097056769,-115.101344454,0.0152097056769,91,0.384830661853,1.59040174227,-5.01706520014
-55.3746417396,0.0,0.69420341947,0.00977519696378,27.8399220208,1.02386027467e-16,51,0.465862232149,0.456175589544,-77.4377044155,-0.014577443449,-157.09045664,0.014577443449,92,0.381836434633,1.57802740555,-12.9925882042
-57.302209536,0.0,0.678519088634,0.00659153286461,30.4953535164,-1.33007459642e-16,50,0.587294911995,0.457306175121,-79.4436959919,-0.00962860367623,-155.172933162,0.00962860367623,93,0.382268377527,1.57981250949,-13.0885254253
-58.4569557171,0.0,0.736322012924,0.00641501834114,27.1082769677,-1.96868543772e-16,48,0.627445042119,0.444676713076,-82.1043508749,-0.00937778698022,-123.307057517,0.00937778698022,94,0.377470892159,1.55998579129,-17.1517338749
-55.6941639984,0.0,0.713244933729,0.00750167565509,25.7458741396,5.39393004512e-17,48,0.625030973057,0.441464087489,-77.4834893945,-0.0104727317663,-123.612594815,0.0104727317663,95,0.37626016536,1.55498218269,-13.4422297541
-56.2943460205,0.0,0.698987095291,0.00686568305297,30.9811972472,-1.2634207117e-16,50,0.587378114878,0.427400761787,-78.9847546328,-0.0112688156999,-130.633162629,0.0112688156999,96,0.371005730123,1.53326701344,-6.44391089561
-55.8361330205,0.0,0.728656186268,0.00609398837281,24.0798608966,-3.17827950127e-17,49,0.583476357229,0.426520177868,-77.8288390149,-0.00994186892153,-114.487464438,0.00994186892153,97,0.370679172246,1.53191743746,-18.561251067
-55.9223878901,0.0,0.699729204513,0.00656414977098,31.3646183878,-9.28657863175e-17,50,0.572675211547,0.422451185462,-77.5841254402,-0.00890220712816,-140.792840176,0.00890220712816,98,0.369173945962,1.5256967416,-8.96283615444
-54.5661850332,0.0,0.715378369813,0.00964019574335,33.8357291443,-2.10852672981e-16,53,0.420292320964,0.41834554922,-75.6337100687,-0.0138663306834,-176.867107644,0.0138663306834,99,0.367661359221,1.51944562695,-7.47733866038
-53.7515728421,0.0,0.738447624947,0.00970747187065,30.4849828019,-6.69158722869e-17,52,0.528265017666,0.416515469777,-74.8311041115,-0.0107960204289,-141.888713381,0.0107960204289,100,0.366989125034,1.51666746365,-10.5531497856
-58.273037532,0.0,0.729239019592,0.00896662683086,27.8396417896,-2.3669222504e-16,48,0.580266302645,0.413582340557,-82.3211027174,-0.00723635511617,-151.641044503,0.00723635511617,101,0.365914275614,1.51222539975,-8.94121732336
-54.4936268802,0.0,0.691833433247,0.00776835397194,27.0129771515,2.58939881467e-16,48,0.638568742709,0.416841312492,-76.071554928,-0.00835385863559,-117.510917435,0.00835385863559,102,0.367108725251,1.51716173922,-5.6890250938
-56.7177584693,0.0,0.699117407034,0.00825733221596,27.5482900921,3.87776698716e-17,48,0.608562293161,0.40646357254,-79.8106021828,-0.011305937005,-125.702638914,0.011305937005,103,0.363318666503,1.50149844459,-10.9783512476
-55.6336585087,0.0,0.698979232865,0.00662234582329,28.7793455677,1.08090472851e-16,50,0.535645668254,0.398908113264,-76.9161332222,-0.0115107428246,-158.540582465,0.0115107428246,104,0.360583971063,1.49019668301,-13.3631024066
-57.8190238852,0.0,0.674659477295,0.00623975636789,32.4163421645,-1.3142583383e-16,52,0.532567804496,0.399594431255,-79.7861236266,-0.00875784009819,-173.791866254,0.00875784009819,105,0.360831531273,1.49121978285,-4.50697642607
-59.9382048047,0.0,0.719779895141,0.00574156032192,26.7823249199,1.16633935194e-16,46,0.528908915318,0.395298503128,-85.8637447399,-0.00672243560336,-147.751263537,0.00672243560336,106,0.359284749758,1.48482735038,-20.9092341786
-60.8290650562,0.0,0.736966246424,0.00664614617469,30.1329500354,-4.03714379616e-17,49,0.607400351034,0.402220909799,-84.7751172034,-0.0110518795493,-132.976512159,0.0110518795493,107,0.361780493216,1.49514158762,-11.727796498
-59.8956758816,0.0,0.749768334925,0.00928691243678,28.3268832535,-1.37885660472e-16,47,0.63111699337,0.4020794044,-83.9132097273,-0.0109474503924,-145.089556009,0.0109474503924,108,0.361729302945,1.49493003199,-11.3806641131
-57.8274334956,0.0,0.740279972747,0.00981044334823,23.3901628442,1.9086842367e-16,47,0.603100556487,0.426612842991,-80.9983132839,-0.0121028474463,-133.823626082,0.0121028474463,109,0.370713522868,1.53205939935,-26.9730642735
-53.936297927,0.0,0.703614027168,0.00639624352738,29.2332378407,8.14933394004e-17,50,0.557724935176,0.427703994308,-75.8094963613,-0.00833169672225,-132.349266362,0.00833169672225,110,0.371118248185,1.53373202036,-5.00926503151
-57.6138270858,0.0,0.734979486369,0.00998796308999,29.700642753,5.28094008847e-17,51,0.533903319208,0.424747283728,-80.6556908165,-0.0122048899986,-134.752206694,0.0122048899986,111,0.37002257952,1.52920391611,-13.179290402
-60.6385640195,0.0,0.751643691285,0.00647061090148,27.9051793109,-1.24428665294e-16,47,0.591232342647,0.420309919302,-84.1980421706,-0.00976025394288,-146.248700248,0.00976025394288,112,0.368384292016,1.52243331398,-11.0230172517
-55.9344272186,0.0,0.720737588055,0.00641235045114,23.1499968033,2.45784451227e-17,47,0.568198682253,0.415190932055,-78.2198775938,-0.010861083541,-120.011601343,0.010861083541,113,0.366503355875,1.51465991021,-10.1876940907
-53.1809958943,0.0,0.753903481727,0.00652093219025,32.6834660608,-5.25836974847e-17,54,0.490693077773,0.410162048568,-72.5430019741,-0.0092336157813,-138.90132374,0.0092336157813,114,0.364664879816,1.50706198256,-4.30134646474
-53.9212506412,0.0,0.747754856933,0.00702901472415,27.6011870464,-1.39613971961e-16,51,0.526258643892,0.407116214463,-74.653143452,-0.0170757638995,-154.916690366,0.0170757638995,115,0.363555860889,1.50247870527,-9.40728196126
-55.4723355125,0.0,0.724400535245,0.00665252347722,28.4524826158,-1.81346899439e-16,48,0.545726550979,0.402931492558,-78.8646832721,-0.0120637199975,-150.001735846,0.0120637199975,116,0.362037659555,1.49620438702,-12.0572626382
-56.9220227608,0.0,0.747949670244,0.00662467751182,27.1424748567,2.31342174227e-17,49,0.476205742578,0.380500718477,-79.3458259593,-0.010520827512,-131.973766773,0.010520827512,117,0.354007275171,1.46301696569,-18.6480474001
-53.9675476389,0.0,0.734705901583,0.00651095061007,28.3650292586,-3.43194871519e-17,54,0.498663877241,0.368321855063,-72.6643772711,-0.0106218412297,-125.614882571,0.0106218412297,118,0.349722016676,1.44530714354,-3.52148689329
