StdReturn,Entropy,LossBefore,Perplexity,Iteration,NumTrajs,AbsLearnSignal,AveragePolicyStd,MeanKLBefore,dLoss,LossAfter,AverageReturn,ExplainedVariance,MeanKL,AverageDiscountedReturn,MinReturn,MaxReturn
17.3998071936,1.24235765499,-3.60795124131e-16,3.46377022072,34,41,0.740855743588,0.838130989875,0.0,0.0130367614541,-0.0130367614541,-146.320819155,0.874406350051,0.00741338233852,-95.9521028651,-198.128858565,-104.423102172
45.707078885,1.22092833678,3.04732949061e-16,3.3903336446,35,43,0.654735163252,0.820361488345,0.0,0.016411195021,-0.016411195021,-149.72841867,0.746002386634,0.00930627003186,-102.481923463,-292.319876871,-36.1798533754
52.4514398132,1.21359239394,-5.38757859842e-17,3.36555335529,36,41,0.496494958183,0.814365383786,0.0,0.0152283116284,-0.0152283116284,-161.093243855,0.60212594047,0.00687247382824,-108.693560632,-360.524485765,-33.6185800259
133.108557648,1.21299455746,1.10805303093e-16,3.36354190603,37,44,0.332090486463,0.813878671952,0.0,0.0110231006539,-0.0110231006539,-159.141559745,0.463575153505,0.0095805951426,-111.538510073,-991.464940461,-7.62343196348
34.7353039532,1.21580804967,3.46442754753e-17,3.37301852995,38,42,0.648865630936,0.816171737507,0.0,0.0121012101017,-0.0121012101017,-144.946075711,0.767212551573,0.00757321595274,-97.302853513,-284.501130613,-51.2894956065
55.7361251789,1.20171202114,-2.41945596825e-17,3.32580590153,39,41,0.513851153813,0.804747663603,0.0,0.0166206906209,-0.0166206906209,-148.842276052,0.746717792651,0.00714053684281,-102.101882925,-466.842259378,-91.5589137603
34.1966541621,1.18936589036,4.76017826555e-17,3.28499749822,40,41,0.674759146022,0.794873224689,0.0,0.0146904047703,-0.0146904047703,-145.096131856,0.835327905962,0.00878018812182,-99.2830354953,-256.356154089,-45.7970446013
33.1737057618,1.17268985065,6.2588753659e-17,3.23067098401,41,43,0.672904107352,0.781727798684,0.0,0.0165562311169,-0.0165562311169,-124.756303464,0.718952118758,0.00739963390569,-83.5027391697,-178.30622215,-25.1862345455
39.1980922053,1.16930856255,-4.48665522018e-17,3.21976560217,42,43,0.638266369831,0.779089015538,0.0,0.0130578332319,-0.0130578332319,-125.59981713,0.734873193874,0.00892460750168,-85.8445303045,-269.108736152,-1.39542637189
32.5539559155,1.15456897123,-1.56885350218e-16,3.17265561691,43,42,0.596994898721,0.767689778274,0.0,0.00709054221492,-0.00709054221492,-127.830384664,0.679718133879,0.00547116762794,-87.8038917325,-271.789535701,-56.0786476604
28.7611803863,1.15809387038,1.40823676132e-16,3.18385864119,44,42,0.673450521293,0.770400582174,0.0,0.0114314537071,-0.0114314537071,-125.136674263,0.806873319745,0.00665329449204,-84.3081802299,-175.937316523,-19.6154557307
24.092817668,1.1341346814,-8.81615659118e-17,3.10848255103,45,42,0.687843525773,0.752161775028,0.0,0.0119878845545,-0.0119878845545,-124.720222752,0.82395215527,0.0069219081254,-84.3631527723,-164.121214946,-32.6742880076
39.0699129367,1.13887070206,1.68090035078e-16,3.12323930516,46,42,0.652678614096,0.755732477517,0.0,0.0114715372261,-0.0114715372261,-128.279565763,0.734151011972,0.0071432339569,-88.0845691913,-282.431485948,-20.3759475803
33.793359463,1.12612304381,8.96320599841e-17,3.08367801055,47,42,0.542707752394,0.746159802397,0.0,0.0145963048338,-0.0145963048338,-123.159503346,0.668177596147,0.00859285073501,-83.2885435604,-281.070293587,-37.107040658
39.7776946323,1.10026405271,-8.06203774666e-17,3.00495938687,48,41,0.609823619012,0.727112199991,0.0,0.0135388084079,-0.0135388084079,-129.00499802,0.784176822434,0.00832025526121,-88.8587337628,-335.694843912,-54.7933386984
41.3449847841,1.07952308076,-1.60877651854e-16,2.94327551156,49,45,0.659064138773,0.712186507993,0.0,0.0107394777567,-0.0107394777567,-119.156880472,0.661161111383,0.00668511170262,-83.0778926463,-243.931594857,-18.2125656511
49.2895072215,1.03527309097,4.58108431737e-17,2.8158751207,50,42,0.657384735425,0.681359343111,0.0,0.0178509066385,-0.0178509066385,-120.411067007,0.703373916485,0.0089331188715,-85.1624821458,-356.493409481,-23.6347375049
38.7960976703,1.05483582446,-5.86109657012e-17,2.87150368454,51,44,0.651248605735,0.694819827008,0.0,0.012378003252,-0.012378003252,-115.978016019,0.666557727373,0.00639588522564,-81.5726224494,-247.726984651,-21.8711136506
50.784504766,1.02894944315,-1.69715621599e-17,2.79812470098,52,45,0.52034186434,0.677064261191,0.0,0.0144058901732,-0.0144058901732,-126.769823797,0.41727466863,0.00905605310465,-88.4688767861,-346.561328409,-19.3642145048
58.6003264976,1.06010756954,7.46815463501e-17,2.88668149157,53,45,0.642210368521,0.698492411971,0.0,0.0137288415631,-0.0137288415631,-112.377291469,0.5972191761,0.00742643669352,-79.7705528878,-449.15104212,-7.82136553017
22.323663016,1.03803480751,-6.50553675788e-18,2.82366251795,54,42,0.707032570593,0.683243665266,0.0,0.0120388162098,-0.0120388162098,-113.638552036,0.747287855695,0.00969116575542,-77.5770082367,-151.705072253,-43.9528592717
71.6345726518,1.04860331197,5.50296418649e-19,2.85366265692,55,45,0.556102475046,0.690502820629,0.0,0.0111111854371,-0.0111111854371,-116.446471207,0.523377195899,0.00950424837199,-86.109208906,-431.092001702,-6.69443362434
34.9902094501,1.06080514566,-5.71548421364e-17,2.88869587414,56,44,0.663979818898,0.698979833581,0.0,0.0127550474745,-0.0127550474745,-113.389136314,0.667711467974,0.00683321474112,-79.8045772555,-210.425879335,-27.9586090636
25.6770895132,1.05516411571,5.83107247421e-17,2.87244652882,57,44,0.687180791625,0.695047967721,0.0,0.013283352284,-0.013283352284,-101.150873621,0.685940725582,0.00758435419639,-71.1061384241,-158.634323057,-38.6869428579
40.0732130593,1.01131680154,6.1286637774e-18,2.74921880811,58,45,0.597719802392,0.665230466859,0.0,0.0112294987748,-0.0112294987748,-107.055465008,0.653521783818,0.00846322193197,-78.0525525807,-223.86353085,-15.1093108926
87.2008849547,1.02485556167,-1.14659985833e-16,2.78669292623,59,45,0.291435604695,0.674298106371,0.0,0.0135260632377,-0.0135260632377,-108.21801621,0.196376837371,0.00978701022127,-76.5268764639,-661.34985833,-36.004612408
71.7405312549,1.02799101323,-6.1026856886e-17,2.79544417931,60,44,0.587961000465,0.676415653421,0.0,0.0147219231166,-0.0147219231166,-122.74347358,0.463731866828,0.00652925793622,-90.8413786788,-434.903536959,-29.8244746724
56.4680969714,1.01835043348,-9.98590557123e-17,2.76862396568,61,43,0.534097908577,0.669925946896,0.0,0.0126637900896,-0.0126637900896,-121.516626292,0.549549112864,0.00957465569406,-87.7992658445,-320.208675001,-28.2930654653
57.4991101435,0.991712232468,9.7776885372e-17,2.69584643864,62,42,0.514866194377,0.652315915951,0.0,0.0121854032282,-0.0121854032282,-110.12483931,0.636914979846,0.00937314373607,-79.7916767709,-441.432391168,-29.7516271306
42.9294998416,0.994115337936,-2.14310005555e-17,2.70233263234,63,42,0.569757033418,0.65388538494,0.0,0.0140613622912,-0.0140613622912,-112.95246577,0.652950105656,0.00646682167701,-82.370471071,-308.574711974,-58.6146192926
71.3458297256,0.988913674996,-2.63176778004e-17,2.68831250444,64,44,0.453776212532,0.650492924434,0.0,0.0102730795189,-0.0102730795189,-116.925844772,0.471430861763,0.00756525676392,-87.8888308109,-489.857430255,-21.0630265694
43.4445269558,0.967964471299,5.38522603202e-17,2.63258030899,65,46,0.629759474123,0.637007364721,0.0,0.0149530677634,-0.0149530677634,-103.290960555,0.521940383954,0.00765528376076,-75.6091102587,-264.846717687,-19.2308544954
45.3072107528,0.934533376898,-1.58483990254e-16,2.54602514636,66,47,0.594845644159,0.616063549309,0.0,0.0118811095703,-0.0118811095703,-99.6538974477,0.539990284623,0.0066669178753,-73.3917195073,-318.73304881,-32.9677059893
38.1669738828,0.948910994706,-2.30855595197e-16,2.58289534049,67,42,0.642267616708,0.624985056896,0.0,0.0115025283158,-0.0115025283158,-110.304137751,0.688219607553,0.00665503347582,-79.2767319787,-228.984536615,-44.5301387284
39.8524184732,0.932551882241,2.93934972384e-17,2.54098520609,68,42,0.634980955594,0.614844031311,0.0,0.0130077286006,-0.0130077286006,-112.149545165,0.700053909337,0.00643643738061,-81.5039058185,-212.529316898,-41.3419092904
36.9187520991,0.935269542336,-9.45725432223e-17,2.54790013214,69,44,0.6275869814,0.616517240977,0.0,0.0155756900456,-0.0155756900456,-107.514290693,0.669944997007,0.00703093666772,-78.0180562226,-224.706114359,-50.3736252822
32.054493555,0.95077566135,-6.18178461314e-18,2.58771607241,70,44,0.648218445506,0.626151532891,0.0,0.0118980596582,-0.0118980596582,-100.888098884,0.619976461379,0.00622715926379,-71.3462333285,-195.105951365,-42.3328459232
39.8694983163,0.945395520561,-5.05050244277e-17,2.57383118045,71,43,0.571951275609,0.622791795523,0.0,0.0136881696861,-0.0136881696861,-100.854822453,0.621631840291,0.00650941546621,-72.7944423121,-309.07867778,-41.8137310116
81.2846918807,0.92057434331,1.16898267696e-16,2.51073199803,72,44,0.535551659874,0.607523640638,0.0,0.0182099778467,-0.0182099778467,-116.852769369,0.547371385897,0.00699027007494,-85.8589089779,-456.857775644,-26.3339526138
39.9441773704,0.881570612161,3.54007832233e-19,2.41468927,73,45,0.691351318196,0.584284112151,0.0,0.0104895755394,-0.0104895755394,-102.803607172,0.552037565165,0.0066137661269,-74.0707996304,-306.083491187,-13.5602526123
34.3085291313,0.843874419926,1.44925299037e-16,2.32535896327,74,46,0.645090122552,0.562668793109,0.0,0.0120293615444,-0.0120293615444,-98.3937422038,0.564457940553,0.0069680215399,-71.3938324907,-213.548832252,-41.7160068465
37.2201028209,0.815670609351,1.72933852505e-17,2.26069120479,75,46,0.659296325343,0.547021088737,0.0,0.0107104539992,-0.0107104539992,-95.0019519401,0.604403800139,0.00671739577483,-68.2474050733,-225.629471142,-4.23236978943
30.7810447199,0.810664231091,7.53202390677e-17,2.24940161305,76,45,0.676641604579,0.544289338045,0.0,0.012591329207,-0.012591329207,-91.6976206753,0.650288197056,0.00660570014501,-66.7651533183,-226.063548526,-25.1063609929
24.6566594924,0.791392371439,-4.35467375261e-17,2.20646650936,77,44,0.716839266158,0.533900299897,0.0,0.0117214061684,-0.0117214061684,-97.9940971163,0.600453878794,0.00697106321025,-68.2214175342,-145.909829066,-43.332354857
23.8867028811,0.751086254205,1.15492999206e-17,2.11930086621,78,44,0.649689223817,0.512808766071,0.0,0.0125167887166,-0.0125167887166,-92.4700208052,0.698429400804,0.00662613309584,-65.6641740921,-139.890618605,-11.4688632915
23.2281669064,0.721052314544,1.46199848729e-16,2.0565962585,79,44,0.646895818131,0.497636086712,0.0,0.0115019717476,-0.0115019717476,-93.3450319339,0.678882888951,0.00679895913576,-65.8799904682,-139.781162433,-5.49623211167
48.1100224202,0.727752336065,-7.6729540309e-17,2.07042176155,80,43,0.590260301079,0.500981453703,0.0,0.0183099490525,-0.0183099490525,-98.9432702766,0.70004136358,0.00720628999371,-73.0828343016,-301.93432937,-3.87904352891
103.58707912,0.707788550148,1.06650545131e-17,2.02949815894,81,47,0.392979040669,0.491079139929,0.0,0.0162136683154,-0.0162136683154,-112.846678934,0.357847124778,0.0066681921252,-86.602073057,-711.748200463,-41.2130040474
38.739491966,0.699491022906,1.01697306702e-16,2.01272801426,82,55,0.725854406938,0.487021255871,0.0,0.0168263952495,-0.0168263952495,-79.8632837771,0.220890854848,0.00985679315419,-60.0952237047,-217.042519028,-3.51117874016
36.275425856,0.688919909446,2.3831230531e-17,1.99156330244,83,47,0.71382074425,0.481900015217,0.0,0.0120691424733,-0.0120691424733,-93.2352448901,0.535993845663,0.00676022578051,-67.3502645815,-203.367714995,-15.8299698065
78.6688316469,0.680127756351,4.77276581443e-17,1.97412992376,84,47,0.466268394714,0.477681647946,0.0,0.0189219847261,-0.0189219847261,-98.1533526153,0.389179748724,0.0066811097595,-75.4895435816,-425.572710417,-8.1566515083
47.0016096331,0.662744868129,1.02928348029e-16,1.94011037954,85,50,0.65694382438,0.469449914186,0.0,0.0119171241082,-0.0119171241082,-94.1408861518,0.501136222542,0.0090776056113,-70.4048376323,-294.498213978,-2.80557153294
69.8569349961,0.664237180632,8.00884519783e-17,1.94300779191,86,44,0.538364886499,0.470151003154,0.0,0.00978154463242,-0.00978154463242,-100.802087161,0.504720772849,0.0096189957536,-73.5028491553,-511.329270595,-16.8752590045
31.8407740333,0.662781670871,7.14325039514e-17,1.94018178224,87,48,0.647146994895,0.469467191548,0.0,0.00738513883441,-0.00738513883441,-84.5474440576,0.430309025442,0.00908168266252,-61.8399472651,-195.44372648,-7.94084117788
28.3027923958,0.662575619626,6.05217236259e-17,1.93978204655,88,45,0.652900384467,0.469370467214,0.0,0.0169134686976,-0.0169134686976,-92.5654782666,0.590303790094,0.0091922757203,-66.0782730019,-152.477812943,-21.5439974355
59.6737553193,0.678944095424,-1.59000087796e-17,1.97179460569,89,46,0.465033187727,0.477116569341,0.0,0.00680471478547,-0.00680471478547,-97.3007875742,0.443110646251,0.00644407063755,-74.0836896239,-385.212426228,-20.5352223941
38.29400264,0.676135836836,-2.88885963916e-17,1.96626506437,90,47,0.698882585103,0.475778582223,0.0,0.0114913383553,-0.0114913383553,-93.650328061,0.500041549556,0.00972283618406,-66.0642589872,-215.598183963,-6.14555833773
33.6279158111,0.669171839354,-7.91789111671e-17,1.95261956817,91,43,0.679796951045,0.472476771619,0.0,0.0138709893534,-0.0138709893534,-100.348447402,0.651992670255,0.00747241805288,-72.5977832581,-217.247517415,-37.825953959
56.067768095,0.665653274124,1.22129957693e-17,1.94576122169,92,46,0.416539224112,0.470817252554,0.0,0.0126543894034,-0.0126543894034,-94.6771815569,0.42555118801,0.00950715071991,-68.0742248281,-417.006215604,-3.61048666866
32.9968214618,0.672647755648,1.35713728337e-16,1.95941851979,93,46,0.654368897712,0.474121918869,0.0,0.0106226063236,-0.0106226063236,-88.4313471724,0.537420017406,0.00705604274537,-63.6181731294,-203.178364797,-6.26587025227
27.0152949531,0.66302240795,5.47231057584e-17,1.94064891216,94,43,0.701433147598,0.469580223313,0.0,0.0121378082691,-0.0121378082691,-94.389292097,0.694574979854,0.00689283384609,-67.9891751484,-203.053484171,-38.2486607021
40.2699731877,0.648459839722,2.24749482274e-17,1.91259285987,95,49,0.637401330013,0.462791480014,0.0,0.00985001194181,-0.00985001194181,-88.8950069079,0.53510365875,0.00756221536974,-66.232669984,-304.58992931,-5.13066058464
42.6973309213,0.653796578618,3.66628286684e-18,1.92282715317,96,47,0.615701304126,0.465267879377,0.0,0.012830175939,-0.012830175939,-89.2557884185,0.555209393853,0.00663422441453,-65.5802026352,-300.307062261,-12.4486216105
45.8455128777,0.634457094779,3.43263675623e-17,1.88599794533,97,44,0.595955240662,0.456356289274,0.0,0.00938785028883,-0.00938785028883,-106.598024977,0.604111312266,0.00651477619059,-79.1972383722,-296.091516284,-21.6427736047
20.5349902199,0.61972006697,1.96674166689e-16,1.85840773932,98,45,0.699602980505,0.449680267134,0.0,0.0114155430585,-0.0114155430585,-82.5437522304,0.590713369258,0.00661629509872,-59.7102190574,-134.471497684,-41.8513206372
47.6110035809,0.604902999297,-4.22471820589e-18,1.83107458475,99,48,0.574331890682,0.44306644392,0.0,0.0222894337012,-0.0222894337012,-88.3677664984,0.486691173481,0.00914031136902,-65.6641240665,-303.73347542,-5.89096695905
29.459488244,0.605100453245,-8.74729488129e-17,1.83143617335,100,46,0.584018185976,0.443153937777,0.0,0.0137849908579,-0.0137849908579,-87.0524572759,0.602280920167,0.00992301227869,-63.1504874353,-222.838118435,-13.3555801342
31.7405425343,0.587282858429,2.12404204896e-16,1.79909337675,101,47,0.653940164203,0.43532792785,0.0,0.0157251705397,-0.0157251705397,-88.4182432409,0.568028506139,0.00646349025803,-64.4350851992,-188.450279659,-21.7418078622
32.7615559997,0.584514824227,-8.87023941685e-17,1.79412031073,102,47,0.671008813825,0.434124591463,0.0,0.0144485096074,-0.0144485096074,-84.197991363,0.570624327363,0.00964808786122,-60.7580802134,-198.901075733,-6.01790355355
44.6964230238,0.597907922377,4.84120097155e-17,1.81831077116,103,48,0.644606934873,0.439977974698,0.0,0.0134034202325,-0.0134034202325,-94.8170291544,0.466991746622,0.00668041969043,-69.322257205,-254.953682975,-18.6195555578
36.0188235546,0.583993097501,3.63515947564e-17,1.79318451435,104,48,0.685991160651,0.433898156135,0.0,0.0130220213879,-0.0130220213879,-93.2754671799,0.511249508604,0.00949350473729,-68.1910744663,-198.624782506,-26.5142677157
43.5668588652,0.611220969612,-8.48652600598e-17,1.84267988198,105,46,0.589968887956,0.445874586099,0.0,0.0137082772356,-0.0137082772356,-96.9598946391,0.534800409809,0.0096662044929,-71.1657747475,-313.671713228,-28.5007744022
29.48671907,0.604025662197,-1.40601085832e-16,1.82946881959,106,45,0.70282885414,0.44267789576,0.0,0.013272140872,-0.013272140872,-89.0833996178,0.583803452106,0.00988165553462,-63.7511461244,-194.306877653,-21.2166873349
50.0926372127,0.594463167053,3.29682412614e-17,1.81205791142,107,49,0.626506771108,0.438464965696,0.0,0.0119078442612,-0.0119078442612,-93.4981490779,0.47202831665,0.00938182566984,-68.191854064,-298.672061774,-7.81592048373
37.7734923763,0.584440308074,-3.61288952565e-17,1.79398662477,108,47,0.64363129901,0.434092243374,0.0,0.0131778428205,-0.0131778428205,-94.5753246905,0.490739224735,0.00664722626901,-67.5847426572,-218.425695913,-27.4777663343
40.3911827047,0.565332146896,-3.14129721096e-17,1.7600322749,109,48,0.650251977502,0.425876284736,0.0,0.0167868755702,-0.0167868755702,-88.6883115503,0.529378668259,0.00686258985539,-65.4059887825,-307.02008319,-33.1317011485
30.3037951149,0.557515546965,-8.65874337999e-17,1.74632843524,110,50,0.70879712837,0.422560356723,0.0,0.0132105315799,-0.0132105315799,-79.8452010007,0.475746424506,0.00939660296546,-57.9568273639,-128.020281658,-16.147630126
31.9683991314,0.547724266611,-3.77351084212e-17,1.72931308093,111,48,0.690831337293,0.418443139112,0.0,0.011165561988,-0.011165561988,-91.449328485,0.555875382008,0.00653387151476,-67.7650772351,-194.118311656,-28.6347404462
29.0542849252,0.554968931758,2.82727602544e-18,1.74188686657,112,46,0.687163934283,0.421485627135,0.0,0.0163832149452,-0.0163832149452,-92.4599512341,0.571063651617,0.00973386432635,-67.2610374846,-191.503830371,-40.1605481618
48.8997812818,0.552827930469,1.25673944609e-17,1.738161474,113,47,0.669690653769,0.420584191195,0.0,0.0119685167852,-0.0119685167852,-97.7759509168,0.538389832525,0.00659259965158,-72.105426381,-317.64775867,-12.6824488673
32.5510456443,0.546024605134,2.64323287198e-17,1.72637633055,114,46,0.705623089154,0.417732531496,0.0,0.0134407197945,-0.0134407197945,-87.0502680359,0.567817072966,0.00768780577588,-62.0976453596,-235.400975284,-31.4943654371
37.5138750973,0.54075181995,-5.30729274687e-17,1.71729747547,115,48,0.678453808177,0.415535714355,0.0,0.0139459920395,-0.0139459920395,-89.1133636301,0.527443816592,0.00676715489137,-65.4298922176,-230.301000756,-20.1845610577
30.5488734388,0.522212273772,-4.95028529517e-17,1.68575287444,116,50,0.671414217334,0.407902844389,0.0,0.014954385937,-0.014954385937,-79.3132814342,0.473139265686,0.00800933836705,-58.6096628912,-162.401551009,-16.2048036629
43.8439140446,0.538815249739,1.17670344526e-16,1.71397502645,117,45,0.756923156197,0.414731778959,0.0,0.0143265746816,-0.0143265746816,-97.0060459625,0.488848943107,0.00949832595917,-69.6154783675,-247.445712747,-40.0628729098
44.4975431811,0.534535167098,-5.32392451404e-17,1.70665474857,118,46,0.634629315561,0.412960486015,0.0,0.0108775364406,-0.0108775364406,-97.7493868269,0.568504594748,0.00987398497193,-72.2090982205,-239.417849148,-22.8983106998
