StdReturn,Perplexity,AbsLearnSignal,dLoss,Iteration,LossAfter,MeanKLBefore,MaxReturn,AverageReturn,AveragePolicyStd,ExplainedVariance,MeanKL,MinReturn,NumTrajs,Entropy,AverageDiscountedReturn,LossBefore
26.4923124201,3.69565570736,0.773808664055,0.00845794301171,13,-0.00845794301171,0.0,-90.9955267243,-153.038945851,0.894240489083,0.80779051781,0.00872546427451,-204.632366191,41,1.30715799667,-100.314205873,-5.0887501868e-17
32.8569447058,3.62987072403,0.761441949794,0.0132859748806,14,-0.0132859748806,0.0,-58.7108492715,-147.499444963,0.878322449004,0.775939485749,0.00706131100602,-200.98443006,41,1.28919703443,-96.6532523965,6.59065624711e-18
25.7596309656,3.56117955586,0.774064204324,0.00949358421813,15,-0.00949358421813,0.0,-71.4004409423,-136.890046704,0.861701197274,0.80373437489,0.00671919084048,-203.590187311,41,1.2700918259,-91.568500993,3.33639327803e-17
36.0377026045,3.54867985356,0.702574261233,0.00870368080203,16,-0.00870368080203,0.0,-32.6599686824,-119.548616056,0.858676635252,0.648061587621,0.00724604272409,-207.004516886,45,1.26657566209,-81.55507864,1.01697737766e-16
34.4921137903,3.54725851523,0.718015282981,0.0082955222376,17,-0.0082955222376,0.0,-2.24331727936,-125.199402804,0.858332712987,0.765107936471,0.00727262354848,-179.036800268,43,1.26617505592,-83.1525189025,3.05949859454e-17
36.3896116353,3.52440716189,0.704769655907,0.0122923305304,18,-0.0122923305304,0.0,-33.3820321007,-117.13307104,0.852803354463,0.625464092878,0.0099183516941,-193.470336077,46,1.2597122411,-80.7517884673,1.54163527786e-16
36.3929496851,3.54569317477,0.678208311982,0.0153481090669,19,-0.0153481090669,0.0,-11.8913930336,-114.892074262,0.857953946422,0.659928729662,0.0091293632534,-199.279495116,46,1.26573367677,-78.853417341,2.59897786325e-16
34.5181665468,3.53200501678,0.69906102317,0.01394618675,20,-0.01394618675,0.0,-55.7657519336,-121.095163147,0.854641812917,0.666650337397,0.00836244100274,-214.382173637,44,1.26186570312,-82.319499867,-1.67523997336e-16
35.9076744881,3.49820837289,0.708956940732,0.00912876210665,21,-0.00912876210665,0.0,-12.7021698977,-122.228832322,0.846464014507,0.745120467209,0.00650374879119,-184.163509043,44,1.25225094397,-83.0070878038,-6.04726579395e-18
37.5878267347,3.47045668235,0.715839290352,0.0135610666829,22,-0.0135610666829,0.0,-14.5819432983,-117.743778773,0.839748917841,0.688818431756,0.00928813415413,-196.675945952,44,1.24428619405,-81.3396059291,7.6901907892e-17
32.91329067,3.37638313658,0.698937141975,0.0141222745091,23,-0.0141222745091,0.0,-23.661016451,-115.320627254,0.816985873813,0.722055064457,0.00769578605465,-184.364790918,44,1.21680505862,-78.2558181836,4.40206447666e-17
33.4603863347,3.32634692266,0.686490104183,0.00663820534548,24,-0.00663820534548,0.0,-15.7557403029,-108.572995095,0.804878574879,0.696536261602,0.00679095169969,-165.99651744,46,1.2018746816,-74.8761453774,5.13586781279e-16
25.4208152134,3.31802770776,0.69407932898,0.0116629352309,25,-0.0116629352309,0.0,-67.3416753418,-114.914710281,0.80286556842,0.775847972413,0.00984576722644,-201.485150306,41,1.19937054247,-77.5127035011,-5.2420268154e-17
32.7595683571,3.19493195542,0.698851351998,0.0105370860612,26,-0.0105370860612,0.0,-2.32274868616,-105.33541094,0.773080000043,0.748944880794,0.00659144946841,-157.124160831,45,1.1615657904,-73.056270237,9.98713706628e-17
32.1811769505,3.03411887185,0.716471709877,0.0122178457942,27,-0.0122178457942,0.0,-6.46718812513,-106.190774373,0.734167941698,0.733641185401,0.00797522132909,-175.49569925,45,1.10992106007,-73.909088926,5.14727320911e-18
31.5587782326,3.02799612377,0.708002941001,0.00929866769617,28,-0.00929866769617,0.0,-25.601534018,-108.019719816,0.73268641591,0.693330501065,0.00669474640739,-178.300542527,44,1.10790105545,-73.986139193,-1.13010761611e-16
35.1910806966,3.03581267875,0.675871272325,0.0118149381723,29,-0.0118149381723,0.0,-9.26131669722,-102.415609153,0.734577793382,0.638455934277,0.00813119415426,-171.282427829,46,1.11047915761,-71.6231677984,3.36854889171e-17
32.2173011383,3.02772399165,0.692557279059,0.0105927279366,30,-0.0105927279366,0.0,-7.43198989815,-106.977413355,0.732620567903,0.69616379682,0.00963468918478,-175.098928971,44,1.10781117939,-73.6113646749,-1.84623833829e-17
30.8791372169,3.04901865853,0.72462666707,0.00901947094115,31,-0.00901947094115,0.0,-6.21063627226,-93.1514460871,0.737773253877,0.669340925307,0.00627636312358,-146.952435506,46,1.11481978754,-64.3626645893,-5.5991470216e-17
29.0542145974,3.0115964195,0.714371780518,0.0108646020351,32,-0.0108646020351,0.0,-22.1859811864,-102.995346086,0.728718167585,0.753618984292,0.00657280047457,-198.537459837,44,1.10247031009,-71.8304043314,-4.19082719127e-17
29.2201046453,2.96235327124,0.720712576965,0.00915561935999,33,-0.00915561935999,0.0,-21.4108947994,-100.233788588,0.716802767323,0.647577404843,0.00856919387057,-156.903557494,47,1.08598397654,-70.9980772834,-4.61912643211e-17
32.9483973873,2.9561961238,0.664554941736,0.0121442203387,34,-0.0121442203387,0.0,-21.8312234669,-97.2843316542,0.715312917896,0.634651670823,0.00792657325031,-160.451607075,46,1.08390334858,-67.9196278508,-4.04730702654e-17
32.8745465199,2.87828775728,0.684545478802,0.0110486500096,35,-0.0110486500096,0.0,-7.34882337986,-95.1560010853,0.696461374003,0.695272040339,0.00994804871399,-178.164660899,48,1.05719558862,-68.3411281007,-8.88728716119e-18
28.8483550835,2.84289751201,0.713043063587,0.0109895313781,36,-0.0109895313781,0.0,-37.6722074445,-110.872392637,0.687897970715,0.714695834813,0.00733444848543,-192.710476507,43,1.04482378278,-77.7242190953,-2.84558786726e-17
33.3752211359,2.84443633649,0.689623919199,0.009550610941,37,-0.009550610941,0.0,-8.22830186425,-105.895529385,0.68827032119,0.762935007235,0.0065744857754,-190.519121575,43,1.04536492369,-73.5015132464,-7.84250806687e-17
36.8807981753,2.77575376168,0.700808817346,0.0114883676682,38,-0.0114883676682,0.0,-8.68943510974,-101.093292595,0.671651148801,0.653483560546,0.00668949154487,-170.947154541,47,1.02092233615,-71.421522907,5.18698483979e-17
32.7608666463,2.7042188802,0.73497204297,0.0128348862818,39,-0.0128348862818,0.0,-13.4774054084,-88.9843333079,0.6543418017,0.619887777261,0.00883048034878,-173.731137646,49,0.994813101724,-64.5818186142,2.07101963116e-16
25.385077939,2.73693587334,0.727634992623,0.0141938158114,40,-0.0141938158114,0.0,-31.3061378329,-98.9167736106,0.662258356234,0.7049440879,0.00681788060602,-155.108457904,44,1.00683900024,-69.3946910894,-4.87348208097e-18
22.8879686107,2.73249024685,0.692190028895,0.0124559125832,41,-0.0124559125832,0.0,-50.4837415506,-99.3866192941,0.661182644771,0.780848583758,0.00910360919162,-155.487069531,44,1.00521337175,-70.2219982531,1.22398427495e-16
25.5173551339,2.69713606694,0.67297545377,0.0123157057656,42,-0.0123157057656,0.0,-27.5580168756,-91.2730285493,0.652627968244,0.649595024183,0.00703317700532,-160.994617276,47,0.992190494105,-65.141873097,6.23035687297e-17
30.6372034396,2.6615394901,0.68523449297,0.0124360047712,43,-0.0124360047712,0.0,-14.0699251627,-91.6423884584,0.644014638756,0.717249558473,0.00874470464362,-144.157749691,47,0.978904711056,-65.4968974021,1.26107444244e-16
25.664329522,2.58845160768,0.707283094882,0.0128446485346,44,-0.0128446485346,0.0,-35.5633928315,-94.6413566886,0.626329510894,0.711070329794,0.00748973321693,-154.298055902,46,0.951059862066,-67.5934936008,6.95089594426e-17
25.2321993851,2.61288053056,0.682529276363,0.0173076303832,45,-0.0173076303832,0.0,-16.6462236104,-95.4471154655,0.632240595063,0.729970254492,0.00882005184581,-153.15551703,45,0.960453264316,-67.7412584753,-5.09033985014e-17
36.4220491765,2.60476945435,0.706627414602,0.0132107572125,46,-0.0132107572125,0.0,-8.94580905874,-81.4574017105,0.630277952074,0.566083739454,0.00690128630862,-149.586657422,54,0.957344170079,-59.4785664144,-1.66641926876e-17
21.2295110254,2.5180018304,0.718380692774,0.0133423967747,47,-0.0133423967747,0.0,-40.523543319,-91.0434033313,0.609282727242,0.795464887242,0.00647518457454,-139.78778113,43,0.923465662547,-64.1095492289,-3.14045507708e-17
29.2435858073,2.4887074574,0.665914531849,0.0124838893191,48,-0.0124838893191,0.0,-4.35887374129,-84.3789010312,0.602194346584,0.669620115813,0.00715063251907,-128.998177755,48,0.911763482289,-59.865564883,-1.4762556218e-17
27.8023962097,2.52994595672,0.743153185872,0.0198751300581,49,-0.0198751300581,0.0,-3.47514595345,-79.1776222831,0.612172856143,0.627575626599,0.00999781057926,-124.933824761,49,0.928197941532,-56.1322888036,-2.58229249803e-17
30.674196667,2.58279625255,0.686746480446,0.00923006959993,50,-0.00923006959993,0.0,-2.87100701984,-84.1473759821,0.624961080516,0.705328387753,0.0068405403396,-159.093908847,49,0.948872630845,-60.9463788707,-8.46377936197e-17
24.6538165268,2.55573723857,0.719293287468,0.0123557957535,51,-0.0123557957535,0.0,-28.3886959241,-84.4283154158,0.618413591297,0.648589989386,0.00691555406685,-165.264249196,46,0.938340729419,-59.9221162815,1.39610201411e-16
23.8064495898,2.48856628201,0.722176718843,0.0112903315185,52,-0.0112903315185,0.0,-4.48929288986,-82.2060465638,0.602160186273,0.681730051757,0.00638193601349,-124.70078809,49,0.91170675429,-59.8214670049,2.60745490007e-16
29.2079003299,2.44547483956,0.614331232518,0.0112406864834,53,-0.0112406864834,0.0,-7.53541761227,-83.8177561938,0.591733318721,0.699808563967,0.00669631010792,-152.009351342,46,0.894239312478,-59.1164155584,1.08590217609e-16
20.4441346501,2.44453817783,0.714703616082,0.0111319938636,54,-0.0111319938636,0.0,-34.0604488254,-81.9128351862,0.591506674004,0.692925195318,0.00662975124271,-120.78580218,46,0.893856220762,-58.7129000611,-2.22649331504e-17
32.288355777,2.43459845677,0.703836695616,0.0113863580524,55,-0.0113863580524,0.0,-6.74543638998,-78.0538603074,0.589101552499,0.607683367995,0.00645734508261,-147.031990112,51,0.88978183812,-56.3909384655,-2.36497212346e-17
34.7119468779,2.38611217977,0.72543221266,0.0120128325375,56,-0.0120128325375,0.0,-8.09134827175,-85.8168138874,0.577369292922,0.608959300744,0.00650004497248,-169.50294839,49,0.869665338399,-61.0756828692,2.01286118179e-16
25.3911793686,2.34632065011,0.7310259514,0.0128394132377,57,-0.0128394132377,0.0,-11.8960828384,-73.4457665515,0.567740907661,0.582468970281,0.00689049898497,-139.622593454,49,0.852848420391,-52.8990712532,-1.60596578476e-17
26.2339211255,2.2648883507,0.704910455286,0.0108727012044,58,-0.0108727012044,0.0,-8.18721428871,-85.8969036645,0.548036675175,0.726627957919,0.00715903645387,-132.303834803,46,0.817525464433,-62.419394518,-1.27879814094e-17
26.1134769473,2.17877483823,0.701049223079,0.0140350765671,59,-0.0140350765671,0.0,-13.4336363285,-79.4160302004,0.527199726171,0.732299944774,0.00663706562846,-126.945318123,46,0.778762718007,-56.9761676714,-9.21935948389e-17
28.670182524,2.16883014826,0.653389076293,0.0119267090955,60,-0.0119267090955,0.0,-27.7489511468,-85.908978506,0.524793402334,0.716402961411,0.00672323026583,-170.742473643,45,0.774187920002,-61.2773638218,1.91613012746e-16
30.4117825468,2.13214042963,0.693446590607,0.0111809409817,61,-0.0111809409817,0.0,-16.3446889708,-74.8746836707,0.515915564533,0.591396980924,0.00659599727212,-178.097946092,51,0.757126371689,-54.9325298777,-2.6730332625e-16
25.7811539693,2.11902273517,0.711081965497,0.011502551162,62,-0.011502551162,0.0,-18.3286956427,-82.9339931001,0.512741466502,0.700788063718,0.0066505986944,-135.716401061,46,0.750955008428,-59.6964851085,5.71227652993e-17
28.711706836,2.07541842105,0.73520919481,0.0165630655786,63,-0.0165630655786,0.0,-9.19008633713,-69.186753749,0.502190499021,0.55756574778,0.00873636933067,-131.543185919,52,0.730162782052,-50.5845824918,1.69040541129e-17
24.2284084618,2.17045500087,0.742782650422,0.0128273003075,64,-0.0128273003075,0.0,-12.4622158743,-75.7103936207,0.525186569096,0.65609785762,0.0089012389158,-128.607784722,49,0.774936823392,-54.7923030665,8.02067018733e-17
32.4114914604,2.14553380063,0.668020645806,0.0146458357303,65,-0.0146458357303,0.0,-6.54427738934,-74.6522170556,0.519156368219,0.583312117396,0.00705384422801,-151.42578748,52,0.763388379524,-54.372381704,-1.06622529735e-16
20.4355580857,2.08316458068,0.712639604235,0.012342896542,66,-0.012342896542,0.0,-33.5147045953,-81.2085373762,0.50406484288,0.700195347126,0.00709104052322,-110.566782592,46,0.733888170527,-58.1430088569,-1.42336634157e-16
25.1251511648,2.07706706575,0.671088832656,0.0142686847859,67,-0.0142686847859,0.0,-18.9108596014,-75.2231374813,0.502589422773,0.620080941423,0.00967837316307,-152.896233841,48,0.730956834092,-53.8058239713,-1.42999920262e-16
32.4730459185,2.08006944291,0.702654978875,0.0121217940794,68,-0.0121217940794,0.0,-1.32111866413,-83.0688265383,0.50331591015,0.682201874391,0.00659806438943,-155.886022225,47,0.732401279168,-58.9253502347,8.05834812022e-17
24.3534446566,2.05483096659,0.690936192872,0.0110021592356,69,-0.0110021592356,0.0,-7.33421463371,-74.0705418416,0.49720893775,0.573448403663,0.00837587794784,-111.428659912,48,0.720193589864,-52.5113137345,-5.03366158417e-17
34.0573644316,2.11127758724,0.679470891574,0.0119735530518,70,-0.0119735530518,0.0,-7.34779824928,-74.3722491047,0.510867367445,0.56516815116,0.00671001249411,-153.149697123,50,0.747293255834,-53.3156628005,5.72082377087e-17
22.9035260274,2.14107923188,0.695454270221,0.0113625604952,71,-0.0113625604952,0.0,-22.2269035613,-74.0254728495,0.518078492991,0.660925074918,0.00653578619703,-122.607177075,48,0.761310015872,-54.2439011229,1.4191885668e-16
25.51603621,2.06719901547,0.704022143794,0.0132527401219,72,-0.0132527401219,0.0,-19.2616751599,-73.5282213264,0.500201643499,0.63298365409,0.00668735195848,-161.487287209,50,0.726194558344,-54.4623953754,9.44283199258e-18
23.9912661291,2.05024866789,0.750202917773,0.011302251246,73,-0.011302251246,0.0,-8.30758969765,-68.2207901927,0.496100155613,0.398480886355,0.00634028696567,-112.159365476,52,0.717961087202,-49.632641271,-3.22904244122e-16
28.075961262,2.10279181647,0.740578092905,0.0116832170813,74,-0.0116832170813,0.0,-18.5457098942,-70.7037667021,0.508814059345,0.498479313736,0.00667450869243,-151.027561836,50,0.743265898227,-51.0093454959,-1.92413002535e-16
26.507192342,2.04646370787,0.670920805354,0.0100075972609,75,-0.0100075972609,0.0,-4.88933037471,-74.7700429682,0.495184306096,0.641961798434,0.00652832738225,-155.243181782,48,0.716113283038,-54.0955689143,-2.87934106732e-16
25.4038509264,2.02843791411,0.6867530007,0.0171379842399,76,-0.0171379842399,0.0,-10.6952491285,-72.14222209,0.490822591719,0.649600562842,0.00999887709263,-126.283036211,49,0.707265996397,-52.5847224759,2.09096594464e-17
31.8531346727,1.99201224378,0.697872527144,0.0110948182365,77,-0.0110948182365,0.0,-5.14419762658,-70.6332663842,0.482008645878,0.574430326791,0.00661888641148,-155.185302377,50,0.689145305619,-51.1702583658,-1.66346197187e-16
24.6196595436,2.00935162151,0.706566376747,0.0110003070759,78,-0.0110003070759,0.0,-10.2497703696,-72.0256607494,0.48620426767,0.676236458046,0.00643048819796,-137.903199853,47,0.697812093668,-52.1014999934,2.32922988877e-17
27.1097053604,2.01257679352,0.688665166083,0.0110343732847,79,-0.0110343732847,0.0,-7.65351638352,-73.0502630455,0.486984664878,0.660949947564,0.00975846626973,-138.086096789,49,0.699415887853,-53.1942837297,9.81155850022e-17
27.5443274755,1.99938639025,0.697167637017,0.0150332953844,80,-0.0150332953844,0.0,-10.760706749,-66.5932855827,0.483792973441,0.545285338275,0.00973704651988,-124.50051006,52,0.692840328608,-48.7792972161,4.39899689002e-17
25.1615186323,2.00780685127,0.738808732239,0.012871179704,81,-0.012871179704,0.0,-7.48619956299,-62.2057682353,0.485830478496,0.56874275882,0.00646496082658,-101.361998969,53,0.697043007596,-45.9158222441,2.85862520068e-17
28.4176282315,1.9738830254,0.70711804525,0.011150629561,82,-0.011150629561,0.0,-13.5118664147,-66.7728576225,0.477621905772,0.52294938524,0.00688330520335,-149.479485952,55,0.680002681605,-49.7512092642,-3.07068529055e-17
29.8060674371,1.98306425759,0.709494876982,0.0141359105493,83,-0.0141359105493,0.0,-8.84149977802,-69.5354319474,0.479843495176,0.550176453427,0.00942836000407,-157.486770182,53,0.684643253242,-50.9961411682,-1.49519770387e-16
24.7303077305,2.01826210118,0.715648191877,0.0126735745126,84,-0.0126735745126,0.0,-3.63040800659,-69.6353334752,0.488360342891,0.645859421476,0.00676565739368,-128.612760188,49,0.702236795151,-50.4678609898,2.38924386387e-16
31.0326744945,2.02095172861,0.6810990682,0.00983476077659,85,-0.00983476077659,0.0,-14.4243329403,-68.0675137983,0.48901115399,0.537794628252,0.00704763752012,-167.81183377,53,0.703568553232,-50.1082738957,6.43474933562e-17
24.8759024511,1.97136704772,0.73804957108,0.0117036068184,86,-0.0117036068184,0.0,-15.6627668306,-67.869598768,0.477013112829,0.602950653895,0.00641184956466,-124.854086463,50,0.67872723494,-49.4750127556,3.42834905491e-17
25.748089157,1.97435302662,0.675174101397,0.0140722452703,87,-0.0140722452703,0.0,-7.00810309012,-65.5363876908,0.477735632309,0.585386229751,0.00679964037545,-127.790813824,49,0.68024076323,-46.9332544063,-6.64718634214e-17
26.4724628426,1.96604947438,0.697426404253,0.0105033354715,88,-0.0105033354715,0.0,-4.58288302288,-70.2105011861,0.475726415756,0.622650695257,0.0067407264939,-111.2677775,50,0.676026186402,-50.9516825737,2.51505068478e-17
25.8223347907,1.96030569596,0.690025646605,0.013466851099,89,-0.013466851099,0.0,-4.3752357658,-61.9519807139,0.474336589529,0.581654185314,0.0092928298724,-141.083157962,52,0.673100428405,-45.2077991482,8.23862425057e-17
19.744842195,1.96161117314,0.710838641376,0.0106213184943,90,-0.0106213184943,0.0,-12.7114067129,-68.6458854332,0.47465247679,0.671124187551,0.00652190526448,-100.984579774,46,0.673766162677,-49.2409509774,-2.799765016e-17
30.4480553402,1.92604512345,0.595386052631,0.0158289293673,91,-0.0158289293673,0.0,-28.0402504942,-75.4033968129,0.466046533977,0.628353015842,0.00944500553508,-180.065180844,46,0.655468741682,-54.4866759978,3.17560077623e-18
24.4193901345,1.9128417966,0.735511444293,0.0177194832091,92,-0.0177194832091,0.0,-19.6857223914,-74.0446290912,0.462851715413,0.708549526347,0.00928577591213,-133.904737804,46,0.648589987926,-53.2999283164,9.29553190804e-17
27.4919208737,1.9544022459,0.713263553253,0.0109898397213,93,-0.0109898397213,0.0,-7.70111657399,-71.242023441,0.472908127441,0.639905374675,0.00708913643563,-156.416719434,49,0.67008439011,-52.4715725267,4.38060787114e-17
32.33126117,1.91272047351,0.677404477509,0.0132061623392,94,-0.0132061623392,0.0,-6.82260060914,-66.4164915218,0.462822358778,0.562615709541,0.00877167721212,-171.821405028,52,0.648526560341,-48.3118456362,-3.28328486538e-16
22.3497932827,1.92104264572,0.748418295945,0.0128051817759,95,-0.0128051817759,0.0,-23.9277252607,-69.4211278987,0.464836080816,0.569585509152,0.00641334495831,-127.278010844,50,0.652868083288,-50.916308331,2.16661039541e-16
25.2019617173,1.92228406447,0.714457634584,0.0112747607976,96,-0.0112747607976,0.0,-8.69111917816,-65.0626105285,0.465136467811,0.577657485695,0.00670859596622,-109.565622301,52,0.653514095918,-47.7613773582,-7.75807833633e-17
30.6256907801,1.91379113033,0.678204473535,0.0126656351952,97,-0.0126656351952,0.0,-3.55275401845,-65.5347128867,0.463081426383,0.526243061976,0.00748144269923,-147.233783837,55,0.649086159764,-48.2851232102,-2.09873520097e-16
25.1952899853,1.87457632167,0.734844607756,0.012186503344,98,-0.012186503344,0.0,-13.8986672637,-68.8459227519,0.45359259072,0.578324365333,0.00950482269942,-134.29488429,52,0.628382672112,-50.7109575204,1.25185116857e-17
23.8076431457,1.86231112649,0.714615913939,0.0112280393762,99,-0.0112280393762,0.0,-20.9187556746,-74.4134323911,0.450624772558,0.638842306608,0.00667869771782,-129.40130252,50,0.621818257535,-54.6914692034,1.51976767401e-17
22.6686438707,1.83943623729,0.671209117071,0.0107430620741,100,-0.0107430620741,0.0,-20.3934775385,-72.3808011961,0.445089719043,0.636005732913,0.00773298570704,-124.902636103,48,0.609459131893,-52.450871154,1.98125829468e-16
26.7023098146,1.84320910322,0.724134292385,0.0148438609825,101,-0.0148438609825,0.0,-4.78651739772,-66.085126712,0.446002642146,0.625683009437,0.00937026477218,-123.378354261,50,0.611508130318,-48.1213117373,-2.49406924809e-17
25.115109615,1.87877533488,0.70570100453,0.0112833693173,102,-0.0112833693173,0.0,-7.82841955459,-67.2855145054,0.454608628989,0.645742287937,0.00665911348444,-106.59247866,49,0.630620146958,-48.7911039629,-2.15151686514e-16
31.5323746584,1.87537188107,0.706572762413,0.0130790074495,103,-0.0130790074495,0.0,-13.8964538524,-65.6690982159,0.453785092806,0.589172964435,0.00673323353752,-150.234252189,54,0.628806976328,-48.7846559697,3.97134031373e-17
31.0276523163,1.85487920422,0.664883974578,0.0157128699397,104,-0.0157128699397,0.0,-10.6668522397,-65.4241569739,0.44882646494,0.496150411913,0.0093374249335,-206.341593724,54,0.617819574919,-48.1776561385,5.58846376711e-18
27.4311201929,1.87454730869,0.773305947926,0.0159895454863,105,-0.0159895454863,0.0,-5.54266064155,-62.8705384222,0.453585570429,0.57029793842,0.00898703566607,-131.95855362,55,0.628367194906,-47.1034043752,-6.54662061714e-17
28.4306542221,1.8678844618,0.732480548106,0.0140648793982,106,-0.0140648793982,0.0,-3.53713487635,-67.4216075996,0.45197335654,0.602989949374,0.00937650260199,-113.876503035,51,0.624806486609,-49.1292054565,6.19009240349e-18
31.6318196029,1.88403323635,0.693709591751,0.0110153701444,107,-0.0110153701444,0.0,-8.64547105517,-70.0065646192,0.455880887218,0.581721047369,0.00667798695715,-144.02075886,52,0.633414817374,-51.3362356987,1.39491691883e-16
22.4561697664,1.88071620643,0.746499345997,0.016499564913,108,-0.016499564913,0.0,-14.4287425753,-62.7064902672,0.455078263084,0.543250971789,0.0097839931403,-99.9860594997,53,0.63165266516,-46.8691726032,-3.13638004457e-17
26.148381423,1.91227467014,0.72469437073,0.0122293352135,109,-0.0122293352135,0.0,-7.23003499502,-62.3833110384,0.462714487414,0.509520520603,0.00907978159616,-149.233310174,54,0.648293460244,-46.5731902167,1.48029736617e-17
28.5976637201,1.97946144061,0.737329198727,0.0119228295014,110,-0.0119228295014,0.0,-14.8700849597,-65.8234753774,0.478971718942,0.567636913843,0.00673020675886,-161.359855788,55,0.682824808015,-50.1193727411,1.17709061347e-17
30.2693467791,1.96322617791,0.691478848218,0.0109684823318,111,-0.0109684823318,0.0,-18.3294583253,-72.5457895139,0.475043260665,0.5638447629,0.00695514447038,-169.954559957,52,0.674589129194,-53.7994134666,-3.12505958866e-17
25.2045774158,1.9661351918,0.736913404758,0.0133607248578,112,-0.0133607248578,0.0,-9.0540566807,-65.1562328188,0.475747156863,0.559603361632,0.00923247781689,-107.911324752,51,0.676069784266,-47.8389856672,-1.16166833668e-17
29.055836305,1.93898551208,0.70588330452,0.0149837420833,113,-0.0149837420833,0.0,-5.60640182935,-65.8165019117,0.469177729189,0.52794010649,0.0095578969619,-137.390293791,52,0.662164904379,-48.4327398741,-2.79907337444e-17
20.9826391332,1.94039912698,0.778652751425,0.0129509453908,114,-0.0129509453908,0.0,-23.2101565271,-65.3177448558,0.469519782612,0.547676599149,0.00681915834556,-108.851995943,53,0.662893687472,-49.0292606775,-9.96485427518e-17
24.7637998837,1.89713052855,0.759916311857,0.00863969935534,115,-0.00863969935534,0.0,-18.2109568997,-62.8876712532,0.459050048501,0.501241811229,0.00673596238866,-139.843916882,56,0.640342496468,-47.3479048459,-1.19549864838e-16
24.4369766794,1.90085302526,0.711093267945,0.0125342387683,116,-0.0125342387683,0.0,-9.67552541921,-66.7385852081,0.459950783728,0.599704791604,0.00993660605809,-125.783359681,50,0.642302746085,-48.7021615317,1.64189831207e-18
26.531192148,1.90606046021,0.711343894084,0.015068054444,117,-0.015068054444,0.0,-9.69169882447,-65.4935833625,0.461210830535,0.451930908155,0.00995428890881,-132.943221765,53,0.645038525722,-48.1722875816,3.19488151247e-17
27.208921401,1.87430346725,0.729250656103,0.0134316299359,118,-0.0134316299359,0.0,-12.2272848323,-67.7732908268,0.453526567938,0.615232909257,0.00970668241301,-136.591733447,51,0.62823710627,-49.5162447045,-3.1783285009e-18
