AverageQLoss,QFunRegParamNorm,AverageAbsQYDiff,AveragePolicySurr,AverageDiscountedReturn,AverageAbsY,AverageEsReturn,StdEsReturn,AverageQ,Epoch,AverageAction,StdReturn,MaxEsReturn,AverageY,MaxReturn,PolicyRegParamNorm,MinReturn,AverageAbsQ,MinEsReturn,AverageReturn
0.000348071356855,12.5588959135,0.0137963744412,0.261341123524,-114.753829323,0.263294273435,-188.457466594,24.0195780357,-0.263214734461,28,0.858264077479,34.1913237842,-142.44755124,-0.263294273435,-58.4210753042,10.4260894563,-254.234664076,0.263214734461,-216.226744082,-175.699003609
0.000363381144742,12.6925285181,0.0141387068164,0.277849396066,-122.288987284,0.27967163776,-183.974809061,26.3329038862,-0.279627180287,29,0.88366711575,34.4115695403,-139.463489813,-0.27967163776,-39.3182791995,10.5518375633,-256.679568964,0.279627180287,-231.54398212,-188.359222758
0.000387024699605,12.8190512513,0.0145638452521,0.290922349031,-112.523675754,0.292932221161,-188.928585602,15.4552858294,-0.292865728569,30,0.872355147355,33.1513543158,-163.244306083,-0.292932221161,-55.7427054333,10.6433507699,-257.547693439,0.292865728569,-209.216633668,-170.685147678
0.000415618217475,12.9458489825,0.0150220726514,0.302972460546,-115.951778567,0.305476164821,-174.705621008,26.1474158135,-0.305420436035,31,0.878838922679,34.2661887766,-137.410491834,-0.305476164821,-86.956493918,10.7360533953,-270.177149959,0.305420436035,-223.822056779,-175.819527918
0.00043550831764,13.1042008691,0.0154069151077,0.316085229768,-109.738183049,0.318443947912,-191.912632789,16.8392202505,-0.318387212731,32,0.888129191468,39.3288284878,-161.440922822,-0.318443947912,-25.0954369863,10.8181286438,-233.653012899,0.318387212731,-219.317962553,-164.229676287
0.000467382600815,13.2420485516,0.015967898887,0.327474337442,-113.714400154,0.329943986283,-168.250537819,25.7823089343,-0.32987668639,33,0.900168108968,36.7528259511,-106.816320931,-0.329943986283,-40.3411046456,10.9048551825,-250.190527266,0.32987668639,-202.012662246,-171.536818519
0.000485317474541,13.3545855773,0.0162582230048,0.340510419497,-111.169195126,0.343126445841,-180.124993514,52.0877359029,-0.343072231638,34,0.902275402428,34.4780698822,-41.5213213376,-0.343126445841,-54.2657115549,10.9845561306,-251.033921575,0.343072231638,-242.971112067,-167.993535714
0.000534196563701,13.4749915696,0.0169427392034,0.352956004164,-111.086556347,0.355673513311,-163.075085008,38.7835377121,-0.355582605186,35,0.908673830815,30.4975017158,-67.8767595106,-0.355673513311,-60.3502420169,11.0686347648,-242.801800121,0.355582605186,-209.086667546,-167.098201036
0.00054736018598,13.5980463653,0.017191296011,0.365614263538,-108.507730291,0.368119403818,-176.14321648,24.6736523941,-0.368067534849,36,0.914950639447,29.9757151712,-133.345205061,-0.368119403818,-60.6702347644,11.1350668066,-237.278920543,0.368067534849,-227.405528983,-163.199411361
0.000567198273818,13.7238546749,0.0175232997661,0.377881986174,-114.275805409,0.380271894022,-158.534735825,32.3487726566,-0.380199782861,37,0.910922641308,28.0230789595,-105.960147773,-0.380271894022,-83.3938727878,11.1771767105,-234.40355255,0.380199782861,-209.667479123,-173.307817522
0.000577491110519,13.8387527214,0.0177684983136,0.390445612582,-112.925434161,0.392642503331,-179.531550496,25.9973651812,-0.392556562288,38,0.911587145178,27.1755156307,-128.26175777,-0.392642503331,-34.7156682261,11.2345572632,-225.828599225,0.392556562288,-229.260011507,-171.439069277
0.00060110548407,13.930293067,0.0179857998571,0.401542192631,-116.604238779,0.404184604416,-179.474451197,21.3238233979,-0.404118088055,39,0.697696494315,29.3967887113,-149.792986759,-0.404184604416,-62.1392823785,11.295284575,-233.321062009,0.404118088055,-214.526562967,-174.370415783
0.000634312358527,14.0469447779,0.0183953855116,0.411354388977,-111.659375603,0.415009268627,-171.15419936,22.9957109294,-0.414972893091,40,0.562381195732,31.1313302858,-139.252986567,-0.415009268627,-48.4255136255,11.3405731724,-203.624139425,0.414972893091,-204.579384283,-167.298087456
0.000686537109361,14.1809441589,0.0191559339835,0.418692143331,-109.190657096,0.423620437891,-169.213999397,30.3908267871,-0.42354783746,41,0.471678276796,30.0214481802,-99.8432075884,-0.423620437891,-44.4009851687,11.3979023688,-234.244647891,0.42354783746,-209.033099377,-160.752105213
0.000735245650282,14.3239193509,0.0197808964803,0.42635924812,-106.184565905,0.431448713331,-172.907089318,26.4741130891,-0.431368068234,42,0.52255611188,28.5437461589,-129.588339204,-0.431448713331,-36.9041443907,11.451584743,-231.054431454,0.431368068234,-227.261058923,-156.260621101
0.000728385176584,14.4402673256,0.0198415204075,0.434756565442,-111.247178798,0.439284777513,-168.515454733,31.8028386808,-0.439232418206,43,0.608980243807,17.4685388108,-120.247320331,-0.439284777513,-55.5797392818,11.5070957826,-197.124304814,0.439232418206,-242.12161012,-168.166926711
0.000756509634403,14.552658379,0.0202638027739,0.443011006591,-111.713689838,0.447425691013,-157.502078841,23.6597981926,-0.447341846205,44,0.607784452861,16.1481677077,-103.159764098,-0.447425691013,-99.0400897834,11.5769837637,-217.19387181,0.447341846205,-206.614602819,-167.143378212
0.000784917935474,14.6918533039,0.0202956659451,0.450832093466,-113.757284933,0.454819794352,-169.506637471,14.2068071799,-0.454780582899,45,0.64947342915,17.0236553588,-143.410605013,-0.454819794352,-129.064377686,11.6259823984,-221.884741357,0.454780582899,-187.110037389,-175.468236672
0.00077309347514,14.7748767973,0.020261718434,0.458019743532,-112.81529383,0.462964515559,-157.698930732,38.8637105662,-0.462923733871,46,0.70251832534,21.9754455007,-69.2062184432,-0.462964515559,-46.4137207154,11.7026892365,-247.968113787,0.462923733871,-205.527997327,-174.951190299
0.000812847198226,14.8876691687,0.0204213440918,0.466397468518,-106.649498023,0.471768533781,-169.756559647,16.5491631201,-0.471662690668,47,0.707740752187,26.5381311585,-132.117714689,-0.471768533781,-33.4267051846,11.7562968254,-207.084356071,0.471662690668,-195.556177623,-163.167854758
0.000789379213178,15.0112284178,0.020246955988,0.473642023686,-105.280066348,0.478653648394,-172.794025979,17.9534187274,-0.478602766009,48,0.706383561484,21.9540662806,-149.176438459,-0.478653648394,-51.5553532331,11.8069566433,-206.537830337,0.478602766009,-199.400661687,-163.758886595
0.000759056886058,15.0915135776,0.0198488375722,0.482723305221,-106.975677032,0.486973069718,-163.648602134,16.2698319974,-0.486920538193,49,0.72278252907,18.2505156411,-139.379225164,-0.486973069718,-69.6902644148,11.8835487658,-226.80096719,0.486920538193,-194.87944796,-165.486217471
0.000729340168309,15.2066083498,0.0196851896148,0.491327870142,-104.102741773,0.49562026718,-162.378900683,12.4951740373,-0.495546426993,50,0.706408206886,31.6179876046,-146.869415943,-0.49562026718,-35.6367885515,11.9438549406,-206.232180286,0.495546426993,-187.742188229,-158.752285777
0.000744159117001,15.3102908937,0.0197929437212,0.499128036628,-102.382896069,0.503176574039,-166.012981715,34.7167154836,-0.503102780664,51,0.707946589318,23.3282507603,-100.331326093,-0.503176574039,-48.6211198511,12.0043259311,-200.609042651,0.503102780664,-223.498322128,-155.695366963
0.000760055849943,15.4112937894,0.0196979383461,0.507342010717,-98.5730248782,0.511407063891,-158.681697627,34.0647840952,-0.511339201606,52,0.67627769194,25.0909964055,-75.3959022557,-0.511407063891,-28.4728853954,12.0665427538,-188.984170711,0.511339201606,-210.176487977,-149.818263664
0.000754692466335,15.5212980274,0.0196856591857,0.514295731448,-98.7612514874,0.518533093502,-162.617991907,42.8930803481,-0.518481325465,53,0.641814942,27.9382845226,-40.4621294814,-0.518533093502,-30.1187202059,12.1109624955,-204.214394528,0.518481325465,-196.223746057,-147.84479059
0.000746571132538,15.6249619994,0.019636959133,0.52128262685,-96.1562384836,0.525261942642,-158.307689645,20.5142321328,-0.5252055575,54,0.710459229285,31.9059574527,-132.464556558,-0.525261942642,-31.0978412083,12.1613576263,-232.155028805,0.5252055575,-203.84027399,-143.940344062
0.000741409637188,15.7212211589,0.0196551436141,0.530239937719,-97.4050578319,0.534329171571,-147.79047405,31.9698728622,-0.534290575124,55,0.691464367643,28.0091961539,-52.3122716245,-0.534329171571,-31.3585528796,12.2211136118,-207.486596183,0.534290575124,-175.197085331,-147.106849865
0.000725977953517,15.8198053039,0.0195717020955,0.537782372191,-95.6490671608,0.542152024251,-148.812426558,37.0158336591,-0.542119700879,56,0.732447512723,24.6560007235,-43.055893598,-0.542152024251,-34.1166093868,12.2717863762,-198.387074385,0.542119700879,-190.257521949,-143.825698382
0.000761195698627,15.9278457985,0.0195335098531,0.543108022903,-92.8496041962,0.547833398171,-164.711455095,31.0310666849,-0.547789965298,57,0.778690032947,30.150437429,-109.358037669,-0.547833398171,-36.7648613966,12.3214768664,-226.613460807,0.547789965298,-220.674092929,-138.665956734
0.000780790275216,16.0347186941,0.0197492252341,0.549536559377,-98.4732111469,0.554760604288,-152.271135866,13.7251130978,-0.554691782315,58,0.779241256858,22.4642352728,-136.887320567,-0.554760604288,-33.0616204241,12.3790894018,-195.452067934,0.554691782315,-185.083240977,-148.063354863
0.000748064563871,16.1376445986,0.0195059333137,0.555498444961,-99.2602593462,0.560753439046,-161.950679742,10.7728330566,-0.560739575619,59,0.743112272325,30.3615637798,-139.178685123,-0.560753439046,-34.418631794,12.428964285,-187.049103679,0.560739575619,-178.679550512,-147.644333726
0.000729746756045,16.2551707732,0.0194737895923,0.561529824652,-97.6677651654,0.567015162423,-156.796766029,17.4209753372,-0.566947013073,60,0.795942213419,21.7312017802,-136.97005224,-0.567015162423,-53.1780715204,12.4619889,-208.738055996,0.566947013073,-200.072035092,-145.269625873
0.000784798429811,16.3574841987,0.0196418733902,0.565623579134,-99.9907295424,0.571133811782,-161.987359323,34.6135215797,-0.571090577052,61,0.79869770168,27.7535196204,-136.736113309,-0.571133811782,-36.1726239909,12.511206524,-192.506051502,0.571090577052,-256.408430618,-148.018940765
0.000769152957355,16.4569806236,0.0194405050614,0.570595000169,-101.309164138,0.576199287123,-165.445021398,30.5618587038,-0.57615752825,62,0.80280619323,19.9723629298,-130.210782964,-0.576199287123,-39.4375933058,12.5490293286,-185.669194617,0.57615752825,-233.193337188,-150.962739137
0.000756661118553,16.5585491199,0.0196621153189,0.578004626413,-99.699098331,0.583104518878,-160.179586985,17.9669573822,-0.58308690439,63,0.792652785464,31.3141364782,-130.210362939,-0.583104518878,-25.9002070229,12.596478369,-241.937123094,0.58308690439,-198.242011209,-148.544797558
0.000789758867584,16.6521801874,0.0198732876914,0.582836034424,-97.4087450812,0.58795381204,-159.840262006,13.9658378962,-0.587914204005,64,0.778505956557,26.2191945129,-141.229411047,-0.58795381204,-49.0191937232,12.6390720644,-196.420777522,0.587914204005,-184.299226163,-144.842477863
0.000832550882502,16.7660774667,0.019856605201,0.588256346335,-101.417751205,0.593574401863,-154.279160893,39.4366670106,-0.593558814122,65,0.787135768634,14.4950460123,-44.5071178112,-0.593574401863,-120.371878622,12.6812204671,-222.982314204,0.593558814122,-202.453364883,-153.231955681
0.000769304247828,16.8818541495,0.0196141471227,0.59301662203,-102.566186751,0.598503272646,-164.444511101,13.5989425601,-0.598463086934,66,0.783384209963,26.7266631514,-141.74525861,-0.598503272646,-46.5149348741,12.717029072,-229.080967904,0.598463086934,-192.913205223,-153.996436591
0.00084116465346,16.9907425741,0.0199561349673,0.598464547902,-99.1809799734,0.603795650116,-153.778003131,41.9034726955,-0.603751396017,67,0.801013366274,29.8078727318,-37.2794858147,-0.603795650116,-36.3214924152,12.7474442147,-244.885634174,0.603751396017,-199.724458091,-149.053300436
0.000761659894178,17.0670678008,0.0196130931712,0.603152205354,-97.9584649461,0.608440927394,-152.502588937,29.3194532728,-0.60839888786,68,0.811388703088,25.1492015705,-78.8794593752,-0.608440927394,-36.5101880537,12.7799187494,-195.807621723,0.60839888786,-183.6891668,-147.419898794
0.000758388299397,17.1590727299,0.0195615984084,0.60821789335,-96.0316750019,0.613316997124,-155.013236583,26.7232681644,-0.613304640743,69,0.820025678279,24.5942134054,-111.459002186,-0.613316997124,-31.4835911399,12.8100011897,-194.10295898,0.613304640743,-213.690157755,-141.824728717
0.000841934472163,17.2586398132,0.0201072608622,0.613099643706,-100.976420687,0.618208253496,-157.714141123,39.795150034,-0.618161238336,70,0.817272398129,30.5486414885,-54.6495659436,-0.618208253496,-49.1340644232,12.8477443499,-220.031417491,0.618161238336,-209.535799965,-150.994959989
0.000801872911892,17.3033756049,0.0198586232254,0.617144833023,-93.6365610117,0.622471019371,-163.265899465,22.6895429222,-0.622439263413,71,0.8109419089,32.2325181044,-130.826965932,-0.622471019371,-32.6581351738,12.8772753584,-200.580473369,0.622439263413,-206.203844702,-137.831786501
0.000842545575814,17.3926528713,0.0199986287183,0.623880812305,-95.5107737081,0.629023806814,-150.440640429,12.1595135252,-0.629011424796,72,0.830624688988,24.4582420268,-133.53279869,-0.629023806814,-34.3338100996,12.9119080526,-236.081009993,0.629011424796,-175.932933203,-140.386581432
0.000788651602996,17.454553107,0.0198589468464,0.627664042084,-94.3662289952,0.633115384569,-161.316410446,25.9910196933,-0.633069541087,73,0.826414530591,28.9153237036,-126.297482472,-0.633115384569,-33.6651836112,12.9435717551,-204.584283595,0.633069541087,-207.138117921,-138.920371804
0.00079721973253,17.5249823116,0.0198242700125,0.631312955084,-99.5272700646,0.637084860663,-158.598648398,23.1677008998,-0.63707232263,74,0.821906276716,22.6047495798,-127.17190543,-0.637084860663,-44.993692797,12.9684986491,-232.555652041,0.63707232263,-211.273503605,-148.748513473
0.000883074919065,17.6170791847,0.0201169846589,0.63515644003,-95.7846213086,0.640700675847,-143.597246673,19.3066439338,-0.640679760503,75,0.8402096262,24.3611524834,-122.6763413,-0.640700675847,-36.8883940185,13.0040412365,-207.323823112,0.640679760503,-184.601865673,-141.560873043
0.000752151576061,17.6996297669,0.0196630330914,0.640316099328,-94.7351295537,0.645959426084,-146.481526612,27.3015886882,-0.645906454434,76,0.844493844561,27.3440861451,-73.1246189913,-0.645959426084,-36.2101845215,13.0362419857,-218.010060709,0.645906454434,-189.413214112,-140.830743297
0.000775601774174,17.7517181864,0.0196018210164,0.643599353173,-97.5372333655,0.649226526788,-155.713880668,8.95647346993,-0.649193125934,77,0.843767227925,23.2627262469,-141.370664379,-0.649226526788,-62.398421592,13.0649115143,-206.648690633,0.649193125934,-170.381330053,-146.068097304
0.000838995718013,17.8449895182,0.0198668668653,0.648566141653,-96.8844193291,0.654093806274,-154.64980553,17.9052066851,-0.65412185619,78,0.852143735308,23.0354368516,-132.42745476,-0.654093806274,-45.4604847845,13.0867593451,-208.057146027,0.65412185619,-190.730670938,-144.386608345
0.000812724107756,17.9431585387,0.0198032576162,0.651252479944,-95.0386149069,0.65666605498,-152.414263463,16.8066549353,-0.656616064942,79,0.847778907004,35.0939932047,-129.68224256,-0.65666605498,-33.476719775,13.1135516011,-242.121635649,0.656616064942,-179.262378543,-141.408735555
0.000803492621138,18.041761881,0.0197439693846,0.656779086904,-94.2518601751,0.662215351805,-150.178534065,29.5541770071,-0.662153657226,80,0.836215568262,29.6054344147,-94.3770340395,-0.662215351805,-32.932396795,13.143646557,-189.801375119,0.662153657226,-210.547161201,-139.298984708
0.000826552023651,18.1131061879,0.0195533046656,0.660968706313,-94.9588836067,0.665965852064,-161.89200409,23.5839979129,-0.665923502411,81,0.834648238032,28.1961796211,-132.284555605,-0.665965852064,-34.6926492024,13.166460471,-225.340543558,0.665923502411,-208.196877759,-141.520292949
0.000788935855551,18.1784913554,0.0195674703965,0.666135617185,-96.1948884296,0.671126382384,-168.265490266,37.1502344253,-0.67109038382,82,0.837600401031,26.0285153104,-89.3784413436,-0.671126382384,-54.3267030676,13.1883282978,-212.710846952,0.67109038382,-220.995213388,-142.610952477
0.000820054315491,18.2615089637,0.0195503646927,0.669622207968,-93.8925133117,0.674613378168,-148.627936892,25.0592133756,-0.67458933781,83,0.825787068289,22.5398365611,-111.969564278,-0.674613378168,-35.5329516859,13.2143538585,-200.399942921,0.67458933781,-195.449748399,-139.046943633
0.000878643333317,18.3464233011,0.0198755812344,0.67536082907,-93.8428876065,0.680401020362,-149.379250917,19.8120571732,-0.680381785085,84,0.835603105223,25.5300241661,-124.839404781,-0.680401020362,-41.0946409115,13.2348438094,-197.511308222,0.680381785085,-192.715349548,-139.515710927
0.000805533644423,18.4195488564,0.0195109427487,0.677894121691,-93.5157857046,0.683150696343,-149.055112163,30.9714774443,-0.683092775471,85,0.836188258045,25.1810227804,-63.5671568061,-0.683150696343,-49.648689216,13.2440220207,-197.718429672,0.683092775471,-181.820100102,-138.369651203
0.000821001108407,18.4995560596,0.0194127120962,0.683187946888,-94.9211769249,0.688304207885,-125.654893106,40.9054304998,-0.688226377857,86,0.820366028043,25.2199427589,-48.4108388884,-0.688304207885,-43.5085622424,13.2524584576,-233.678712619,0.688226377857,-185.154870451,-141.768306124
0.000796736914224,18.5630668913,0.0192352291492,0.686250617918,-97.1900198757,0.691272262529,-152.891875832,42.4464012397,-0.691294412826,87,0.799992168997,22.1666304341,-41.2478015717,-0.691272262529,-77.7753413304,13.26325215,-204.006191387,0.691294412826,-198.771519568,-145.109520249
0.000828265384694,18.6422588125,0.0194744500669,0.689523926411,-97.3958739836,0.694604088361,-151.837496741,24.3291932343,-0.694565291496,88,0.774364351638,22.4589028263,-117.527922991,-0.694604088361,-40.0861012894,13.271059623,-186.506046136,0.694565291496,-187.97890182,-144.218719454
0.000784108808132,18.7155565668,0.0191221893182,0.694656409041,-95.6901799505,0.699660886224,-140.21760889,14.5915763983,-0.699645943047,89,0.787516366391,28.2820555114,-118.14404635,-0.699660886224,-46.5548417683,13.2911752243,-235.77075887,0.699645943047,-167.176711319,-142.431172894
0.000789843111267,18.7706045303,0.0191974687096,0.698341420343,-93.3885542655,0.703343403138,-143.241261708,27.4414158447,-0.703331036691,90,0.796965944998,26.1755338769,-109.050312551,-0.703343403138,-33.8795346231,13.3096893769,-200.309511203,0.703331036691,-184.959931312,-138.843499102
0.000876519864217,18.857956036,0.0192710006809,0.70205748605,-94.1982176198,0.707106933462,-145.313200365,43.5958107799,-0.707071163307,91,0.785414253344,25.1492793388,-46.2947846066,-0.707106933462,-54.2800998561,13.3166780154,-202.75192393,0.707071163307,-223.807067906,-138.298928839
0.000845017119544,18.9420213514,0.0194165140364,0.706541480173,-95.1270632073,0.711470092979,-145.755541871,29.2953122484,-0.711461022123,92,0.800201263146,28.3768836578,-75.975250015,-0.711470092979,-44.3777910883,13.3293760915,-202.209214848,0.711461022123,-190.809192075,-140.49667108
0.000811267833331,19.0292199912,0.0191682427605,0.71059050748,-94.0439972945,0.715425660019,-155.30971074,39.7740798082,-0.715390575829,93,0.813727505515,34.1920942176,-54.6270196504,-0.715425660019,-40.204003782,13.3441400122,-208.946271488,0.715390575829,-214.043310442,-137.485006568
0.000773710648666,19.0993446601,0.0188838054848,0.714190936833,-94.7899820888,0.719046185604,-160.605862539,34.3832384899,-0.71900812711,94,0.831444750514,28.2356691201,-114.315901807,-0.719046185604,-57.9357236846,13.3541289406,-199.500350712,0.71900812711,-230.710818685,-139.907822492
0.00084689324307,19.1613081787,0.0191562684815,0.717338824448,-93.7273329754,0.722107180743,-141.493169499,15.3403799333,-0.722088338013,95,0.805892578617,28.1666752079,-122.293758519,-0.722107180743,-42.1786792708,13.3704638988,-194.306926205,0.722088338013,-172.584180753,-137.607837652
0.000779841508355,19.2572372263,0.0188641023068,0.721189477556,-94.9566594541,0.726456795155,-158.235927107,21.8739537653,-0.726426589475,96,0.819129560883,34.8183261533,-119.656296112,-0.726456795155,-45.4955877958,13.3926481279,-206.578799042,0.726426589475,-186.243868917,-139.405891095
0.000773441383413,19.337395108,0.0187959411472,0.724805012345,-94.3905669285,0.729814962623,-157.54126574,22.5268330683,-0.729738585674,97,0.821016187592,33.488655059,-106.924484783,-0.729814962623,-27.341457649,13.404946174,-240.962884071,0.729738585674,-198.551123521,-139.621006196
0.000833442503232,19.4171740378,0.0187567419322,0.727969637205,-93.6269292348,0.732839058907,-150.837421132,26.6590955749,-0.732834370431,98,0.749894935727,30.5437858863,-114.560106695,-0.732839058907,-52.5722924644,13.4303611379,-232.624885159,0.732834370431,-195.554318196,-136.554107427
0.000969974201603,19.5143840472,0.0190984865924,0.734090006617,-97.1436410799,0.738660137755,-151.586067039,12.9733617528,-0.738625847358,99,0.799935454547,29.3203989564,-133.812501531,-0.738660137755,-51.2109642641,13.448646465,-231.537232637,0.738625847358,-172.263647576,-143.990263343
0.000759697496282,19.5951777219,0.0182791997893,0.737026746659,-97.6771831976,0.741303759459,-132.825195986,36.1536803867,-0.741314445973,100,0.782062816656,33.0448400613,-59.8046478555,-0.741303759459,-45.529704845,13.4631754342,-211.568553345,0.741314445973,-186.374682465,-143.091539872
0.000825040755706,19.6487819641,0.0184694078453,0.740957108909,-100.705046982,0.745299524801,-154.885138169,22.0366376768,-0.745247836701,101,0.772730417184,28.4825607862,-127.474689653,-0.745299524801,-60.8662641674,13.4847623784,-217.559192114,0.745247836701,-205.252054434,-149.657501271
0.000779268648987,19.7405986951,0.0181128821581,0.744654901807,-96.1297664241,0.749273827201,-169.014211496,29.3274688065,-0.749255706315,102,0.752147274382,27.0300055863,-114.433397299,-0.749273827201,-29.4130461148,13.5018184455,-194.140508707,0.749255706315,-210.489608699,-140.627323563
0.000824095518053,19.8075644694,0.0182322486489,0.747170176577,-97.8600803172,0.751757817625,-155.468270103,43.6097227324,-0.751726161373,103,0.78384463303,32.6346688752,-46.1478080438,-0.751757817625,-59.8185421266,13.5177062579,-216.751654183,0.751726161373,-215.070532794,-144.779961405
0.00079763301778,19.8758242351,0.0183515831261,0.75180496743,-102.293950048,0.756342264339,-151.9983986,26.0441616408,-0.756327660201,104,0.777195702987,27.8221066875,-118.442298089,-0.756342264339,-63.7817419594,13.5376879328,-215.420335118,0.756327660201,-197.458281889,-153.598254733
0.000957660859293,19.9647405312,0.0185344472344,0.75525315125,-93.7904332363,0.75959862514,-148.776721015,52.1325602963,-0.759569882464,105,0.77618833107,24.0948180267,-47.166472543,-0.75959862514,-49.4005120674,13.5542484904,-197.403031118,0.759569882464,-207.834534704,-138.624071235
0.000871540457025,20.0231456759,0.018104909805,0.760454163632,-94.6968019645,0.764745146395,-131.336196256,38.0810914622,-0.764714274341,106,0.777531941344,24.7785329532,-52.7463121528,-0.764745146395,-32.1318220362,13.5638309796,-200.543762865,0.764714274341,-193.24172516,-140.666677259
