AverageY,AverageAbsY,MaxReturn,AverageAction,StdEsReturn,Epoch,AverageDiscountedReturn,StdReturn,AverageQ,AverageEsReturn,QFunRegParamNorm,AverageReturn,MaxEsReturn,AveragePolicySurr,MinEsReturn,AverageAbsQYDiff,AverageAbsQ,MinReturn,PolicyRegParamNorm,AverageQLoss
-0.367079912542,0.367079912542,-45.4371130854,0.70507957328,63.7657786327,31,-111.142216266,50.4716954956,-0.367046402873,-163.624526441,10.5696503642,-166.213828008,-47.8880502671,0.3638071043,-269.176927874,0.00842161064361,0.367046402873,-281.403568025,10.0660418695,0.000246510674135
-0.377518640461,0.377518640461,-22.3723858918,0.662061846303,50.6806293582,32,-99.1599755072,70.9670949409,-0.377496290296,-144.606317274,10.6702045517,-139.830640097,-52.2147554605,0.374673775253,-211.523501447,0.00874914956636,0.377496290296,-279.97443744,10.0579365371,0.000266714089184
-0.387609085016,0.387609085016,-27.9617239377,0.68306759627,47.2934682287,33,-119.490048001,50.0896864602,-0.387588109006,-186.088829985,10.8064965931,-178.56359705,-65.9444559184,0.384352672731,-229.192913684,0.00873939956473,0.387588109006,-255.862160706,10.0665706727,0.000272282193827
-0.399860573271,0.399860573271,-52.4873411676,0.723039666599,26.4321382443,34,-125.517048868,44.0034756043,-0.399810728938,-199.343930781,10.921882606,-192.065391791,-139.476711873,0.397152396346,-234.059304974,0.00903328495089,0.399810728938,-287.329088124,10.1114733898,0.000288014805777
-0.41322194018,0.41322194018,-56.3764731473,0.71899736353,14.0673464727,35,-121.234927866,38.8274524473,-0.413199078771,-207.343247949,11.0023532285,-184.959711105,-185.04830371,0.410491239439,-234.012081321,0.00920196217269,0.413199078771,-283.801062437,10.1258354044,0.000299269041786
-0.423592963347,0.423592963347,-14.5858614812,0.622419840448,64.5286040807,36,-117.758091273,52.2933675023,-0.42357032255,-162.588310639,11.0869646576,-181.087351331,-9.16381654965,0.420810968544,-226.699193802,0.00988309915647,0.42357032255,-265.576141834,10.1163160837,0.000357841526138
-0.435363560672,0.435363560672,-46.7643701573,0.576676741458,29.1648002636,37,-117.071078027,47.0692564699,-0.435343395866,-194.724189976,11.1776026264,-173.822991013,-123.740769538,0.432902355564,-225.076152155,0.00982338234919,0.435343395866,-278.611214989,10.1205641959,0.000366573051978
-0.444906537383,0.444906537383,-32.0442213655,0.561708591082,60.0527726513,38,-104.080328988,59.2797218735,-0.444832770217,-148.370660812,11.269141782,-151.897993752,-26.4010004594,0.442021928631,-213.054291668,0.00944764242957,0.444832770217,-252.988836177,10.1554127242,0.000320881799917
-0.457243183255,0.457243183255,-19.1980304782,0.566139091296,61.7859896038,39,-96.7052645217,60.9752278574,-0.457233384118,-151.170410922,11.4086823843,-134.230095181,-25.5837707782,0.454690766792,-230.094900197,0.0105327842861,0.457233384118,-287.244149896,10.1816703177,0.000408897633318
-0.4666011558,0.4666011558,-11.8461013355,0.531575505693,48.2792092691,40,-94.9681714927,62.5929105403,-0.466554172958,-174.422602467,11.4817785779,-129.140758375,-50.8916014406,0.464040537079,-224.341758766,0.0104262650511,0.466554172958,-274.397482985,10.1825538113,0.000426634086938
-0.477842860777,0.477842860777,-7.60567388034,0.618364721091,47.0727737263,41,-91.4357867479,63.9772690019,-0.477811263956,-182.686752061,11.5880130418,-126.324103335,-63.4125964757,0.47511749154,-266.56210742,0.0107480849061,0.477811263956,-276.577313337,10.198063751,0.000441974519245
-0.489513355971,0.489513355971,-2.88324036514,0.657840660927,55.6791106632,42,-111.798016796,61.7969164356,-0.48947424753,-167.933691625,11.6650851502,-170.253659251,-35.9864893175,0.486345924965,-211.303613464,0.0106685934063,0.48947424753,-279.493983885,10.2127273401,0.000425975267634
-0.497239194278,0.497239194278,-15.0411889077,0.677957931905,69.4443322122,43,-116.24083348,54.3300533462,-0.497193002042,-142.405272106,11.7683514672,-173.003027747,-15.8674128102,0.49400412377,-241.577699843,0.0111315591992,0.497193002042,-276.157503974,10.2423089813,0.000460308670015
-0.506869456389,0.506869456389,-6.58522839047,0.68473843552,39.9446726064,44,-115.680134386,46.8250070338,-0.506826853635,-192.855351729,11.8626902625,-176.71098416,-128.179389544,0.503717087593,-276.850936006,0.0112141137264,0.506826853635,-238.230166024,10.2632031539,0.000471774003619
-0.515669998209,0.515669998209,-59.4429233689,0.704439535352,54.5750542727,45,-121.430076505,48.3039535313,-0.515650708271,-156.900606899,11.9736534119,-183.232097189,-57.4787539471,0.513067783622,-216.068542801,0.0121395132533,0.515650708271,-280.732825813,10.28041254,0.000585287361559
-0.523789763726,0.523789763726,-7.04128709219,0.676631089492,67.5871008709,46,-111.436545702,59.7251465218,-0.523716597745,-135.521214495,12.0488923182,-162.17814743,-2.85840319725,0.5202670814,-219.973796792,0.0118293189464,0.523716597745,-275.531086828,10.282651465,0.000566965568355
-0.531681280406,0.531681280406,-28.0874200795,0.717544702359,56.7373137609,47,-106.010132822,63.1455031363,-0.531664134957,-171.43153484,12.1472109668,-152.718696893,-75.7071280295,0.528223642069,-250.147682029,0.0126700706821,0.531664134957,-281.626325857,10.3103808512,0.000680482275561
-0.539997798054,0.539997798054,-42.4939259399,0.696953557795,54.4941268682,48,-109.618505312,54.9455642058,-0.539945563366,-122.06080783,12.2418868075,-159.208433582,-42.3749615285,0.537070400071,-239.369891163,0.0126499649305,0.539945563366,-277.897159695,10.3344462382,0.000666221810257
-0.545809797768,0.545809797768,-4.28792471202,0.688504667634,68.0213077362,49,-113.619362385,61.4070939138,-0.545784861354,-139.276852704,12.3439187546,-169.857264141,-27.8845199782,0.542597324475,-213.431741202,0.0132442238573,0.545784861354,-287.441303315,10.3545398016,0.000737615306955
-0.557260951484,0.557260951484,-3.64617463292,0.64399948252,51.6713490408,50,-115.604833361,45.8231087455,-0.557197366456,-149.940330575,12.4320690642,-170.679885548,-69.0436715068,0.553809930803,-233.547728881,0.0130558498239,0.557197366456,-272.773446851,10.3505318719,0.000698273110211
-0.564152690489,0.564152690489,-3.35439343063,0.682554667913,56.7020913505,51,-110.589401697,60.0535797266,-0.564096873948,-165.447839376,12.5361782469,-167.036635129,-47.6362968525,0.561054949581,-247.985224701,0.013095050932,0.564096873948,-263.962162968,10.3598988918,0.000717690138482
-0.573441145663,0.573441145663,-2.86618704621,0.659003500857,72.9518233928,52,-114.005201018,52.7848507397,-0.573400764444,-153.916642994,12.6587883717,-171.328086328,-28.2827848214,0.570517023405,-262.025602509,0.0131943459257,0.573400764444,-286.303077486,10.3555147964,0.000713752737874
-0.581128807896,0.581128807896,-1.56924336606,0.658671178128,45.5727427201,53,-111.788578999,56.2993436772,-0.581082212692,-174.810220044,12.7686332553,-168.104347984,-74.1703405823,0.57824091257,-208.089591592,0.0140770153865,0.581082212692,-280.614001686,10.3559212564,0.000871288900329
-0.587827366219,0.587827366219,-40.4616729862,0.64943585595,42.8150302826,54,-117.556683761,46.9767636228,-0.587775580697,-203.353603745,12.8532131484,-176.120870755,-141.641934406,0.584707372322,-282.763878596,0.0143410740325,0.587775580697,-281.781977765,10.3499139274,0.000884715969293
-0.595362669612,0.595362669612,-13.124261448,0.661424958275,59.7821742436,55,-108.954540794,55.9551913348,-0.595301534503,-157.304994371,12.9627003023,-159.807408667,-61.0417635999,0.592651767677,-222.805477878,0.0143792575177,0.595301534503,-277.558121014,10.3503147941,0.000915893108704
-0.60403171107,0.60403171107,-21.8131329947,0.63295347201,45.9501570181,56,-113.937731035,53.5903309756,-0.603987489397,-165.413988623,13.0652662497,-168.812998355,-72.1780805208,0.601147774444,-205.275521982,0.0152979476221,0.603987489397,-286.727714905,10.346311223,0.0010434549354
-0.610786648287,0.610786648287,-47.2611801941,0.595092697181,39.3021666298,57,-114.977739239,46.4479720411,-0.610749348133,-189.323871618,13.1676067198,-173.973389756,-86.6981555903,0.607328957338,-237.006209919,0.0151853740617,0.610749348133,-283.786448508,10.3502709062,0.00102221994929
-0.618736648043,0.618736648043,-3.20902198415,0.594642182172,63.2664034857,58,-116.071813175,56.0138737917,-0.618658519694,-124.857349565,13.2783324599,-174.020189313,-39.7858588148,0.615913790499,-213.417941488,0.0154491100439,0.618658519694,-288.174749599,10.3558951948,0.00109480406643
-0.622948985034,0.622948985034,-30.0101225849,0.508362520435,47.0567532939,59,-114.676724626,54.6227428134,-0.62291156988,-157.242522211,13.3842046766,-175.714948658,-67.095582593,0.619955467099,-211.155263559,0.0153400290206,0.62291156988,-284.301563885,10.3473175967,0.00109359384177
-0.630928992597,0.630928992597,-23.7605423922,0.490985373303,60.2816591549,60,-108.229964971,55.481154736,-0.630845860099,-178.97550649,13.4856364003,-156.41666491,-44.6333423046,0.627600625366,-290.961862865,0.0152886356567,0.630845860099,-281.444583608,10.3432003951,0.00100716088394
-0.636618849629,0.636618849629,-8.51997884644,0.393029238552,42.0049616083,61,-113.86071796,52.6544149594,-0.636574564032,-170.348128634,13.593168903,-170.00837908,-88.9716505018,0.633039973975,-220.672930487,0.0160132547688,0.636574564032,-281.958912485,10.3155690081,0.00115502327885
-0.643473845531,0.643473845531,-18.2483417584,0.392425579617,62.2390710439,62,-113.504472127,54.4085310513,-0.64340585108,-144.059413671,13.7023760529,-168.532069261,-42.3575153673,0.639872994609,-221.26600206,0.016118170461,0.64340585108,-289.548943618,10.3173495039,0.00124255411729
-0.650999139857,0.650999139857,-1.35160463417,0.400134283522,60.2432918134,63,-113.601314373,58.0488209412,-0.650923795107,-151.159373401,13.8323447336,-168.205397102,-42.8918187816,0.64704310561,-212.44066592,0.0165793955672,0.650923795107,-280.011563363,10.3384474097,0.00126540430857
-0.652978542865,0.652978542865,-21.6756147901,0.337456406586,42.9990173165,64,-94.2855916254,66.2040933848,-0.652916820994,-160.71165504,13.9656336552,-129.957177396,-97.7483829706,0.648869530521,-239.709398769,0.0166006601778,0.652916820994,-286.184664235,10.3273328866,0.0012694101655
-0.66275775163,0.66275775163,-47.9292169826,0.357583663582,31.6936494806,65,-120.146168018,45.7702758686,-0.662746719002,-190.076680791,14.0889930542,-177.895388826,-123.188672176,0.659630640378,-241.960714904,0.01624191902,0.662746719002,-275.706179896,10.3384606312,0.00118774765519
-0.665768489787,0.665768489787,-22.6394331025,0.341014317929,44.7178708364,66,-104.909546887,61.396722517,-0.665698445492,-153.532186666,14.2233613334,-149.960267653,-61.1075838419,0.661968913768,-210.359000998,0.0168732506342,0.665698445492,-281.045119314,10.3483549367,0.00131786396644
-0.671718090825,0.671718090825,-31.379276312,0.345753393215,51.851291742,67,-117.728025285,44.5939510035,-0.671636925765,-174.782145373,14.3281641667,-175.972621043,-81.8598448171,0.667980421433,-294.28483151,0.0168305880799,0.671636925765,-281.816363999,10.3742027325,0.00129613110197
-0.675429984607,0.675429984607,-32.7505642077,0.362924690468,45.8342334723,68,-90.2245438762,59.424173454,-0.675401143931,-146.689462291,14.4280900387,-118.466611809,-58.5031778421,0.671690949815,-206.020957209,0.017657716833,0.675401143931,-293.93648233,10.3964607215,0.00156305164415
-0.67721009934,0.67721009934,-3.42334608603,0.403401968833,31.784897405,69,-105.883501964,59.7482795561,-0.677184899979,-177.633805441,14.5431280174,-153.559540906,-128.441010686,0.672774715554,-213.040819732,0.0168963420278,0.677184899979,-295.938146563,10.4064144275,0.00136740096763
-0.68654289076,0.68654289076,-33.4302799867,0.317479822771,39.5299987071,70,-106.26710399,61.718523685,-0.686486236731,-176.061533477,14.650701682,-149.804384707,-92.7050414772,0.682301491531,-224.042344717,0.0175116307567,0.686486236731,-267.395147348,10.4280056335,0.00147924040739
-0.692315300275,0.692315300275,-26.1162558143,0.326861005272,29.3458216916,71,-106.007503349,65.5921801598,-0.692280240477,-192.584212754,14.7537862794,-153.675870879,-115.609932016,0.687217039484,-222.179462951,0.0171192950438,0.692280240477,-274.595385814,10.4567377641,0.00139812591063
-0.694724751855,0.694724751855,-2.91255326087,0.306014066369,33.1326032755,72,-102.524498084,59.9166525379,-0.694688443282,-157.877946947,14.8633574896,-144.264387223,-118.716887177,0.690244227109,-196.536234467,0.0172084365086,0.694688443282,-290.278249064,10.4781441261,0.00132715392866
-0.697181565972,0.697181565972,-20.2861667296,0.28400799293,34.9812702454,73,-117.854620532,55.2471082606,-0.697177559374,-171.299699564,14.9440875215,-173.924621539,-110.969562963,0.69174257945,-221.875738683,0.0170251604501,0.697177559374,-294.481107152,10.4956422324,0.00127005353934
-0.704107011663,0.704107011663,-3.9990097404,0.312324137695,44.1937346361,74,-109.631847661,55.5792898716,-0.704048421871,-142.516739543,15.0745904101,-163.985898688,-64.9870846606,0.699000400563,-213.228826183,0.0179887551409,0.704048421871,-276.413811107,10.5115116147,0.00157767118396
-0.704107981331,0.704107981331,-40.069872069,0.380561369951,60.6815685551,75,-115.094735752,44.8350677096,-0.70406521007,-188.1404839,15.1728903495,-170.697946209,-47.8707584735,0.699052988832,-269.088517389,0.0174290521358,0.70406521007,-265.410229344,10.5285063301,0.0014089095734
-0.708548833009,0.708548833009,-26.850009816,0.321683931034,45.1058448368,76,-107.390013081,69.6442793378,-0.708477463517,-172.500923493,15.2456158644,-157.713401944,-81.2532226862,0.703763193388,-221.537636515,0.017792878432,0.708477463517,-291.984118191,10.5565814558,0.00145330534153
-0.711320532103,0.711320532103,-24.8935124016,0.284879020388,47.0907971636,77,-110.070282247,54.2080666398,-0.711256753108,-168.118325267,15.3564648764,-162.105903547,-104.21899731,0.706360996772,-221.451133576,0.0175487924648,0.711256753108,-263.319741205,10.5722985823,0.00143356123287
-0.715674698585,0.715674698585,-14.9138226695,0.300089308228,22.5422505513,78,-110.238090663,58.5978308323,-0.715659108495,-190.16652049,15.4423439738,-165.072313243,-144.321443968,0.711490951794,-211.365169541,0.0179956233606,0.715659108495,-282.665653474,10.5813192677,0.00158710361219
-0.722355077679,0.722355077679,-16.0536320661,0.318544348193,55.5019894006,79,-105.072086771,63.8418270575,-0.72230738687,-167.459199658,15.5823852752,-147.222478845,-55.8584291183,0.717576547887,-214.710325658,0.0179497516921,0.72230738687,-290.624019709,10.5887792554,0.00153836597086
-0.724097529093,0.724097529093,-42.0418768393,0.300289438627,59.0468362841,80,-120.647056777,53.5085086475,-0.724076587696,-179.735200588,15.6907603474,-180.039650558,-41.8712219668,0.719869639183,-283.333438792,0.0179804655073,0.724076587696,-295.730765238,10.6072236484,0.00154229129452
-0.728755792132,0.728755792132,-20.2111825605,0.337826871509,60.084708801,81,-104.043294255,59.9429260623,-0.728724595369,-184.112336125,15.7746746665,-143.908089037,-43.6778789693,0.724649434336,-246.826436435,0.0176479643046,0.728724595369,-295.387183852,10.6292750849,0.00143890240518
-0.734406999884,0.734406999884,-25.0515313182,0.339205779156,55.2519138675,82,-107.040434817,57.0997567992,-0.734364536474,-142.129646629,15.9226058471,-154.083925738,-35.9228555693,0.729735961503,-225.031545688,0.0182602445902,0.734364536474,-290.233595585,10.6439198089,0.00161689866792
-0.737776330691,0.737776330691,-14.9191533848,0.327300416282,48.6674663677,83,-113.479971693,53.0167741232,-0.737727801437,-183.115443452,16.0228551088,-167.843483526,-104.275835175,0.733004939207,-233.7160464,0.0188904398107,0.737727801437,-289.788354304,10.658942223,0.00169280069934
-0.738412470238,0.738412470238,-16.3821719748,0.355061519171,64.2441109992,84,-117.742923746,46.353694265,-0.738405642402,-165.254606364,16.1356659945,-176.921466934,-58.0345614788,0.733692972182,-258.086189886,0.0179234132978,0.738405642402,-269.564688711,10.6874323698,0.00151409238036
-0.743835729227,0.743835729227,-19.4733191852,0.321575042874,71.8986514962,85,-114.131625635,60.4120339861,-0.743752207351,-161.752226079,16.2131072555,-171.186181355,-34.2101013,0.739156882632,-293.355609185,0.0178047937784,0.743752207351,-277.689219119,10.6919552245,0.0014944971578
-0.74492258032,0.74492258032,-46.0485701919,0.394910333503,37.6147248526,86,-112.951659364,47.6189533582,-0.744888491919,-193.731028373,16.3067763993,-163.501762848,-109.875662962,0.740291315041,-258.661507515,0.0180753892294,0.744888491919,-274.758554451,10.7245370758,0.00167959801421
-0.751462725506,0.751462725506,-18.8802235227,0.382799368293,63.5140415005,87,-92.0084930235,48.4194525397,-0.751465542589,-176.47600963,16.39593869,-122.897207418,-68.684272876,0.747235158863,-269.874507909,0.0183139871479,0.751465542589,-247.211297922,10.7439970061,0.00175175845894
-0.754815210077,0.754815210077,-21.593138082,0.375881444227,63.9838745003,88,-103.979900202,58.7425847051,-0.754722885437,-142.945692097,16.4862193178,-149.03079832,-48.9242896313,0.750615207683,-218.284292225,0.0189379567141,0.754722885437,-257.096503504,10.7779207206,0.00185767400316
-0.757633083791,0.757633083791,-22.6258461441,0.341544084192,41.8516665938,89,-99.8240632574,65.3032156667,-0.757560824007,-184.77240664,16.5902880914,-144.720067012,-111.497922858,0.752968349309,-259.683683639,0.0182751825253,0.757560824007,-249.521708198,10.7993809158,0.00167244692614
-0.761943506605,0.761943506605,-24.3637518626,0.392548843503,51.9048841537,90,-106.939398789,54.8600169141,-0.761904980811,-179.002288198,16.6825440445,-154.236636982,-58.0767872612,0.757491291518,-234.115708699,0.0189142627584,0.761904980811,-269.039991792,10.8318679337,0.00186337066331
-0.763828313471,0.763828313471,-21.0303635373,0.365674339892,28.9178710231,91,-100.051164589,52.036203462,-0.763736709169,-173.55162819,16.791422942,-140.635748922,-111.123766889,0.759517332391,-205.27738536,0.0187313900131,0.763736709169,-263.814206828,10.8567190735,0.00185726741507
-0.77046611613,0.77046611613,-21.4689502683,0.412758054474,59.190059242,92,-107.918973046,62.2863152731,-0.770422374557,-172.761671823,16.9057452218,-157.247156319,-87.4720497646,0.766369552384,-304.389360731,0.0184986841973,0.770422374557,-269.599508463,10.8872802823,0.00180444060438
-0.773994603466,0.773994603466,-26.6619526308,0.392453421048,47.869113326,93,-108.551455468,61.8365959246,-0.773905108341,-178.551468521,17.0242840128,-156.677247845,-49.5087453059,0.769672380922,-234.693634976,0.0184534627973,0.773905108341,-269.875184575,10.9051417818,0.00164550553532
-0.776223823024,0.776223823024,-22.048372593,0.398762870759,73.8622947502,94,-102.025891249,57.5647561798,-0.776152292776,-161.665808616,17.1159228891,-141.316998545,-42.2180915242,0.771921190603,-259.41566264,0.0178940641336,0.776152292776,-270.578628791,10.917630924,0.0015284355759
-0.780430973257,0.780430973257,-17.8879327517,0.512720944376,64.8974270426,95,-101.095917347,50.4820600351,-0.780439341829,-175.785622037,17.2128631471,-145.710838425,-62.4446427697,0.77619344136,-270.048323563,0.0179641196691,0.780439341829,-238.348201654,10.9324824572,0.00160028054467
-0.785689219071,0.785689219071,-21.174585043,0.428465326593,44.6424160167,96,-116.645805552,47.6147104348,-0.785582742649,-188.011360519,17.328901366,-173.346498633,-66.3506650714,0.781172199605,-231.783885025,0.0183862079158,0.785582742649,-285.674609787,10.9581343048,0.00169044813688
-0.788070571457,0.788070571457,-27.4761524529,0.462477637161,66.9722721793,97,-105.419366362,62.0876312329,-0.787978102886,-156.549290112,17.4204391266,-148.228382464,-28.0877807348,0.783718994307,-238.574718236,0.0182469123312,0.787978102886,-279.015301101,10.9882881428,0.00171833957546
-0.791139018163,0.791139018163,-15.9292439789,0.469007711878,47.9180610949,98,-107.997579686,55.0305530727,-0.791087589099,-157.277956405,17.5422832199,-158.185294966,-89.7622010472,0.786661146043,-223.043491063,0.0176606430638,0.791087589099,-250.238225103,11.0273889139,0.00155554675616
-0.789365886299,0.789365886299,-25.2241370479,0.443515866037,51.6432866936,99,-96.950370497,61.5685853335,-0.789338378728,-157.553741237,17.6405821842,-134.527007584,-64.6349326815,0.785303636917,-212.332615272,0.0183529613138,0.789338378728,-273.170400465,11.0632869428,0.00175554932969
-0.799592634782,0.799592634782,-24.5984607611,0.521926607325,69.9342141951,100,-120.522682109,49.4749990232,-0.799516899582,-151.823818259,17.7689951633,-181.843764792,-40.2058521456,0.795810504191,-275.669950342,0.0184287507625,0.799516899582,-285.011577555,11.1030576549,0.00174425066332
-0.797452838212,0.797452838212,-20.2900918421,0.484564788313,70.3852439011,101,-118.213807429,49.7550362476,-0.797395720194,-163.596926365,17.8891160411,-178.166844739,-24.2165114616,0.793405172672,-235.949095121,0.0185618720659,0.797395720194,-284.994807681,11.1385901915,0.00190193868576
-0.802042215494,0.802042215494,-9.40903536707,0.54017247722,46.0571565651,102,-109.20579387,55.7472980521,-0.801976445455,-172.064407617,17.9780495631,-156.645073898,-85.3705076998,0.798016401358,-235.211967754,0.0177553888528,0.801976445455,-292.134650276,11.1571730723,0.00159868371926
-0.803872293281,0.803872293281,-5.48292149561,0.495262645399,50.3193853242,103,-90.9346302978,63.5754207251,-0.803789296896,-143.267898958,18.0497642945,-122.448268646,-40.3974899854,0.799793120206,-210.255642059,0.0183046394952,0.803789296896,-282.494019238,11.1796707335,0.00178960918514
-0.805655351382,0.805655351382,-15.3081515844,0.41673994431,58.276434997,104,-110.373337271,58.7955921356,-0.805632139876,-164.618994254,18.1279535062,-164.639111327,-56.6383070606,0.801435727592,-255.003987557,0.0180170145096,0.805632139876,-284.563647276,11.206755005,0.00171171911685
