LossAfter,ExplainedVariance,AverageDiscountedReturn,MaxReturn,LossBefore,StdReturn,Iteration,AveragePolicyStd,Entropy,MinReturn,dLoss,AbsLearnSignal,AverageReturn,MeanKL,Perplexity,NumTrajs,MeanKLBefore
-4.07481267134e-17,0.880180243099,-13.6305996396,-42.541494405,-4.07481267134e-17,55.7112635413,28,1.00202142072,1.4209579136,-301.506088092,0.0,0.774726996669,-194.253186522,0.0,4.1410853429,42,0.0
-5.12952860218e-17,0.853312590644,-13.482338371,-3.49577273711,-5.12952860218e-17,57.4745803701,29,1.00202142072,1.4209579136,-257.690011294,0.0,0.750220104409,-198.311496871,0.0,4.1410853429,43,0.0
-2.62227233134e-17,0.856244182069,-13.8588391793,-37.2362717627,-2.62227233134e-17,58.8000014296,30,1.00202142072,1.4209579136,-305.076833185,0.0,0.766181126965,-202.148760222,0.0,4.1410853429,43,0.0
9.96495554176e-17,0.860477624609,-13.3909992085,-20.702986377,9.96495554176e-17,67.4479303287,31,1.00202142072,1.4209579136,-273.005748737,0.0,0.782103369447,-191.25452206,0.0,4.1410853429,45,0.0
1.24910342268e-16,0.869385192325,-14.0294888846,-22.3420322966,1.24910342268e-16,65.0868894946,32,1.00202142072,1.4209579136,-282.363973409,0.0,0.757464374088,-195.619966617,0.0,4.1410853429,45,0.0
-2.63433410658e-17,0.856953579736,-13.5131479368,-44.7957635101,-2.63433410658e-17,53.1145737181,33,1.00202142072,1.4209579136,-297.705390197,0.0,0.754873067912,-208.915191787,0.0,4.1410853429,42,0.0
-2.82381613814e-17,0.86417896671,-14.3619744654,-46.8185742774,-2.82381613814e-17,50.9006774781,34,1.00202142072,1.4209579136,-310.130292336,0.0,0.77508010176,-207.091108687,0.0,4.1410853429,42,0.0
6.1234661234e-18,0.878262085531,-13.5511045635,-32.946384136,6.1234661234e-18,52.9901168033,35,1.00202142072,1.4209579136,-303.005044116,0.0,0.773163634096,-202.428991609,0.0,4.1410853429,41,0.0
-9.49830245252e-17,0.86215927004,-13.549097934,-74.7339095766,-9.49830245252e-17,56.1395420812,36,1.00202142072,1.4209579136,-280.514407561,0.0,0.762530721742,-203.399594356,0.0,4.1410853429,43,0.0
-1.52308891178e-18,0.863405528464,-13.4446445684,-42.7670822119,-1.52308891178e-18,51.2226843416,37,1.00202142072,1.4209579136,-279.847663516,0.0,0.770094697454,-206.081455785,0.0,4.1410853429,43,0.0
-2.68013275299e-17,0.866457129392,-13.631244278,-80.5936441964,-2.68013275299e-17,55.44289659,38,1.00202142072,1.4209579136,-315.40062291,0.0,0.776807685179,-198.365534838,0.0,4.1410853429,42,0.0
-6.0849293826e-18,0.862302813105,-13.5090478487,-5.9229376584,-6.0849293826e-18,51.7876338134,39,1.00202142072,1.4209579136,-240.139305676,0.0,0.74682931024,-197.008616384,0.0,4.1410853429,43,0.0
-2.12607709216e-17,0.879265118708,-14.2564780553,-78.826812723,-2.12607709216e-17,44.5915662655,40,1.00202142072,1.4209579136,-312.31662592,0.0,0.763524958363,-217.158950995,0.0,4.1410853429,40,0.0
-4.99434985258e-17,0.875839263984,-14.4464362122,-36.7268411978,-4.99434985258e-17,56.9099465484,41,1.00202142072,1.4209579136,-307.646342245,0.0,0.75393582478,-202.03115456,0.0,4.1410853429,42,0.0
-4.26841973806e-17,0.866174994986,-13.3834948531,-14.8261388861,-4.26841973806e-17,58.0450485065,42,1.00202142072,1.4209579136,-256.122490872,0.0,0.78642857325,-196.669466105,0.0,4.1410853429,44,0.0
4.43867553144e-17,0.8766370422,-13.4380900862,-37.8786461977,4.43867553144e-17,64.6622917942,43,1.00202142072,1.4209579136,-281.609289019,0.0,0.759336780527,-186.787629325,0.0,4.1410853429,44,0.0
-5.87189454748e-17,0.86757352996,-13.6340962114,-1.9815462513,-5.87189454748e-17,61.4896214764,44,1.00202142072,1.4209579136,-279.631096828,0.0,0.773167811636,-191.231869779,0.0,4.1410853429,45,0.0
-2.7583180736e-18,0.87289697616,-13.0957971256,-10.3157854057,-2.7583180736e-18,66.4886599853,45,1.00202142072,1.4209579136,-273.131200428,0.0,0.76172112993,-180.064238915,0.0,4.1410853429,44,0.0
5.95874763156e-18,0.8745995725,-13.179275194,-64.5160628417,5.95874763156e-18,63.0261461566,46,1.00202142072,1.4209579136,-310.528245268,0.0,0.760584829033,-201.490239426,0.0,4.1410853429,43,0.0
4.684532064e-17,0.862858006662,-13.3130640451,-65.3564401192,4.684532064e-17,58.0614136545,47,1.00202142072,1.4209579136,-312.718799163,0.0,0.776887322363,-208.298389305,0.0,4.1410853429,41,0.0
-4.67927000438e-17,0.854721159647,-13.3363383439,-36.4638359693,-4.67927000438e-17,55.3531479461,48,1.00202142072,1.4209579136,-284.883244153,0.0,0.755023509451,-196.590143865,0.0,4.1410853429,42,0.0
2.31933894662e-17,0.872174951244,-13.6573508877,-46.2120553724,2.31933894662e-17,49.7686015742,49,1.00202142072,1.4209579136,-265.069996533,0.0,0.769932187326,-201.931594357,0.0,4.1410853429,42,0.0
2.00910569598e-17,0.866782266714,-12.884610908,-74.9414795941,2.00910569598e-17,55.3964189625,50,1.00202142072,1.4209579136,-300.467177302,0.0,0.768001884845,-195.970632024,0.0,4.1410853429,42,0.0
-2.67589415675e-17,0.874744549387,-13.6264792661,-34.2702498211,-2.67589415675e-17,59.9998397714,51,1.00202142072,1.4209579136,-293.947071717,0.0,0.756393245082,-196.113878232,0.0,4.1410853429,42,0.0
3.57994763628e-17,0.848244947421,-14.0754381692,-80.03401708,3.57994763628e-17,44.9514927244,52,1.00202142072,1.4209579136,-277.098115558,0.0,0.742672329011,-210.182418357,0.0,4.1410853429,42,0.0
-6.82278492225e-17,0.874674786867,-13.8990065468,-55.6230203031,-6.82278492225e-17,52.04938912,53,1.00202142072,1.4209579136,-299.594395181,0.0,0.763606157171,-198.468702744,0.0,4.1410853429,43,0.0
-1.24358069081e-17,0.865464762761,-13.8368642688,-28.6059975407,-1.24358069081e-17,57.3671789238,54,1.00202142072,1.4209579136,-247.238436279,0.0,0.761006483848,-188.285475505,0.0,4.1410853429,43,0.0
-0.0174714349985,0.866930433182,-13.2222699398,-61.1383774301,-5.92856329962e-17,56.1652408682,55,1.00202142072,1.4209579136,-260.893064406,0.0174714349985,0.782440373389,-189.239274268,0.00842833032488,4.1410853429,42,0.0
-0.021528589981,0.852481961598,-13.7115194266,-25.7359305317,-1.80036166155e-17,58.0711363674,56,1.01948154549,1.43823274254,-307.152471938,0.021528589981,0.758584882027,-194.190332847,0.00975089266498,4.21324334798,43,0.0
4.43763710796e-17,0.862436235385,-13.9431614385,-46.2738768923,4.43763710796e-17,46.0167998894,57,1.00299134783,1.42192541586,-245.844599812,0.0,0.765756384932,-198.339507733,0.0,4.14509379109,43,0.0
-3.67328982925e-17,0.86835174209,-13.5235346502,-38.5928510798,-3.67328982925e-17,53.9485372572,58,1.00299134783,1.42192541586,-252.703016261,0.0,0.760000625856,-186.389495447,0.0,4.14509379109,44,0.0
-1.26694098501e-16,0.866031839186,-12.8121889268,-34.2403018168,-1.26694098501e-16,55.0573858576,59,1.00299134783,1.42192541586,-245.892217161,0.0,0.774802327628,-186.019350815,0.0,4.14509379109,43,0.0
4.71339383365e-17,0.875692182133,-13.3415038647,-36.9255535634,4.71339383365e-17,58.4244639504,60,1.00299134783,1.42192541586,-286.944007754,0.0,0.761724339085,-187.623276512,0.0,4.14509379109,43,0.0
-1.95850280438e-17,0.868057061115,-13.0147596723,-12.7523522928,-1.95850280438e-17,48.0907238669,61,1.00299134783,1.42192541586,-271.391709409,0.0,0.736802629139,-196.624172891,0.0,4.14509379109,41,0.0
2.87925971221e-17,0.875465484608,-13.6385757569,-47.4892672152,2.87925971221e-17,58.3026647047,62,1.00299134783,1.42192541586,-292.223945458,0.0,0.771285323204,-181.805485467,0.0,4.14509379109,44,0.0
-6.03110895644e-17,0.870137527983,-13.0290745378,-2.12704825998,-6.03110895644e-17,59.1346276312,63,1.00299134783,1.42192541586,-259.548416051,0.0,0.739053308709,-180.093861634,0.0,4.14509379109,45,0.0
3.64052421783e-18,0.879428016386,-14.5356866956,-101.890344599,3.64052421783e-18,36.5226541616,64,1.00299134783,1.42192541586,-290.586877066,0.0,0.767022480518,-199.125585093,0.0,4.14509379109,42,0.0
-3.24930004748e-17,0.852331799469,-12.6191901149,-41.7670253984,-3.24930004748e-17,46.4167833707,65,1.00299134783,1.42192541586,-247.091799313,0.0,0.7600694693,-189.563986138,0.0,4.14509379109,42,0.0
-1.66096358015e-17,0.872425460492,-13.3962722656,-19.6030566863,-1.66096358015e-17,59.0950580748,66,1.00299134783,1.42192541586,-252.472580366,0.0,0.774630642958,-180.153293981,0.0,4.14509379109,45,0.0
2.93737366446e-17,0.884388164643,-12.5393032694,-15.7998857493,2.93737366446e-17,56.3637117092,67,1.00299134783,1.42192541586,-299.139836936,0.0,0.760834239019,-187.294745245,0.0,4.14509379109,42,0.0
4.53591989658e-17,0.860625690942,-13.739550931,-86.1954680245,4.53591989658e-17,34.1083692178,68,1.00299134783,1.42192541586,-251.286517036,0.0,0.766672738669,-203.858003734,0.0,4.14509379109,41,0.0
-0.0250403009985,0.883150923688,-14.1261597569,-99.8539235446,1.42723355452e-17,43.1598962593,69,1.00299134783,1.42192541586,-300.379193131,0.0250403009985,0.76729826097,-199.855330264,0.00944673280818,4.14509379109,41,0.0
-1.285608893e-17,0.874601544748,-13.771665824,-63.7741704933,-1.285608893e-17,40.0135100108,70,0.980840361435,1.3995929701,-250.902170611,0.0,0.779266509332,-193.775184122,0.0,4.05354971509,41,0.0
4.65402012282e-17,0.867300927066,-13.5717320758,-36.1972309742,4.65402012282e-17,50.1060008739,71,0.980840361435,1.3995929701,-250.417590689,0.0,0.760894450084,-194.391054838,0.0,4.05354971509,43,0.0
4.45829030457e-18,0.870710523363,-12.8427663905,-40.3874062289,4.45829030457e-18,54.483109407,72,0.980840361435,1.3995929701,-245.638609773,0.0,0.787016117746,-173.449769354,0.0,4.05354971509,43,0.0
-1.93418645405e-19,0.874467312562,-13.5341639601,-49.2066519882,-1.93418645405e-19,52.3821217093,73,0.980840361435,1.3995929701,-283.217914713,0.0,0.736205058245,-187.263672131,0.0,4.05354971509,43,0.0
-1.26508714004e-17,0.870313330453,-13.3267418949,-35.1531570181,-1.26508714004e-17,62.1332822203,74,0.980840361435,1.3995929701,-268.674293893,0.0,0.762542891398,-179.821243255,0.0,4.05354971509,45,0.0
-0.0207669805579,0.890186315875,-13.439080872,-25.4682445834,-5.51937869563e-19,59.2258332185,75,0.980840361435,1.3995929701,-293.566477348,0.0207669805579,0.77198134199,-182.302574233,0.00978952311034,4.05354971509,44,0.0
5.45832362156e-18,0.875624014123,-14.1277085589,-79.9088825209,5.45832362156e-18,43.1199089829,76,0.967654093806,1.38605793653,-244.481926367,0.0,0.742911446569,-192.850882971,0.0,3.99905441342,43,0.0
-2.50916429942e-17,0.871500048939,-13.2201983585,-37.8457980011,-2.50916429942e-17,53.2504228242,77,0.967654093806,1.38605793653,-279.577533438,0.0,0.765819739553,-184.471073874,0.0,3.99905441342,42,0.0
-2.51392146224e-17,0.867641781847,-12.7416241289,-6.42956755683,-2.51392146224e-17,68.5802579921,78,0.967654093806,1.38605793653,-282.305222247,0.0,0.758894851881,-179.886145045,0.0,3.99905441342,46,0.0
-9.1401156082e-18,0.87939993779,-12.9213777653,-63.4262051745,-9.1401156082e-18,46.9282266135,79,0.967654093806,1.38605793653,-276.929963847,0.0,0.758286983081,-182.23467896,0.0,3.99905441342,42,0.0
-5.92409343204e-17,0.872540548422,-14.0006037884,-36.2406481696,-5.92409343204e-17,50.330636465,80,0.967654093806,1.38605793653,-264.668749737,0.0,0.757251869243,-189.771135516,0.0,3.99905441342,44,0.0
-3.18150352692e-17,0.883412434614,-13.6584784392,-1.54646240825,-3.18150352692e-17,56.4550099585,81,0.967654093806,1.38605793653,-300.516617661,0.0,0.760315576986,-197.577666398,0.0,3.99905441342,43,0.0
-4.83524420303e-17,0.868914235161,-13.3433057174,-78.986829692,-4.83524420303e-17,44.1734263553,82,0.967654093806,1.38605793653,-240.336549151,0.0,0.747941895071,-184.389006973,0.0,3.99905441342,42,0.0
-1.22866157262e-17,0.874551710361,-13.3849324164,-46.0603114822,-1.22866157262e-17,56.0436010101,83,0.967654093806,1.38605793653,-248.378049785,0.0,0.760273630016,-168.671118074,0.0,3.99905441342,44,0.0
-0.0217990881433,0.874413968661,-13.1092909317,-34.2219926835,-6.10198914298e-17,51.9739119226,84,0.967654093806,1.38605793653,-296.945911698,0.0217990881433,0.77060813323,-183.525469273,0.00958924033038,3.99905441342,43,0.0
-0.0157002136967,0.881223631104,-13.5138269973,-18.7137531412,-7.76257922587e-17,50.8685099315,85,0.945727896824,1.36313814641,-234.301329771,0.0157002136967,0.771503674635,-175.788071007,0.00887591389303,3.90843933167,44,0.0
1.68124927522e-17,0.886182443327,-13.7318732181,-38.0207477155,1.68124927522e-17,50.5642992354,86,0.935916654213,1.35270968209,-277.844493303,0.0,0.7654800303,-192.216429691,0.0,3.86789210171,43,0.0
5.98041580476e-17,0.886415214352,-14.0970022758,-32.36740044,5.98041580476e-17,51.59532534,87,0.935916654213,1.35270968209,-288.347611645,0.0,0.771099410079,-173.12175147,0.0,3.86789210171,45,0.0
-0.0233113983131,0.897532497615,-13.2769367375,-22.0059060668,-1.23694073058e-17,48.5081871,88,0.935916654213,1.35270968209,-242.420530373,0.0233113983131,0.768657092576,-170.13524029,0.00969311129524,3.86789210171,43,0.0
-0.0154102857398,0.866908614173,-13.726847906,-52.0900636095,-1.42899993269e-17,43.0363861127,89,0.936693855886,1.3535397551,-224.724420659,0.0154102857398,0.756047875935,-184.491410549,0.00958897687625,3.87110406744,43,0.0
6.61884678567e-18,0.88602504761,-12.1195664208,-42.670956928,6.61884678567e-18,48.836184275,90,0.926808601625,1.34293032773,-248.681969209,0.0,0.771893343846,-167.007913914,0.0,3.83025096721,43,0.0
1.63148129996e-19,0.890647578849,-12.6637510245,-78.1227900102,1.63148129996e-19,42.389336878,91,0.926808601625,1.34293032773,-265.674342537,0.0,0.734347921715,-173.316649043,0.0,3.83025096721,43,0.0
5.60053157823e-17,0.885089314885,-13.1370885715,-55.3921104724,5.60053157823e-17,50.2037273324,92,0.926808601625,1.34293032773,-273.654495938,0.0,0.76490937958,-172.080083449,0.0,3.83025096721,43,0.0
-4.01417933619e-17,0.884361395029,-13.263052311,-35.8912733932,-4.01417933619e-17,50.4655005135,93,0.926808601625,1.34293032773,-283.116522571,0.0,0.753846656652,-173.617122703,0.0,3.83025096721,44,0.0
-1.2414460501e-17,0.882156628196,-13.695146168,-81.146952469,-1.2414460501e-17,44.3215754313,94,0.926808601625,1.34293032773,-285.77893588,0.0,0.750184360996,-195.5943967,0.0,3.83025096721,42,0.0
2.91058468618e-17,0.883207574223,-12.635181754,-34.2565262696,2.91058468618e-17,52.5088298279,95,0.926808601625,1.34293032773,-274.640919653,0.0,0.764149451669,-165.712983237,0.0,3.83025096721,44,0.0
-1.42130668657e-17,0.885582648302,-12.9057166052,-40.6917547435,-1.42130668657e-17,48.2758573184,96,0.926808601625,1.34293032773,-215.417649385,0.0,0.765962764535,-161.120571615,0.0,3.83025096721,43,0.0
-1.09644854541e-17,0.884965416226,-13.861093418,-80.1188984568,-1.09644854541e-17,45.275896291,97,0.926808601625,1.34293032773,-294.231874456,0.0,0.765818523075,-196.467407206,0.0,3.83025096721,42,0.0
-0.0154021027794,0.875438721846,-12.6100583961,-3.18218812505,2.2165670569e-19,61.0397513587,98,0.926808601625,1.34293032773,-286.225980228,0.0154021027794,0.759663542548,-170.602714261,0.00801441949206,3.83025096721,45,0.0
4.78965469472e-17,0.887632193201,-12.3857598858,-36.0596135277,4.78965469472e-17,48.0353042144,99,0.902958389578,1.31685972638,-283.045182518,0.0,0.786522680419,-176.858328219,0.0,3.73168444808,44,0.0
-4.15335232234e-17,0.893885751019,-12.978992552,-88.6612982534,-4.15335232234e-17,40.9575745725,100,0.902958389578,1.31685972638,-250.539558765,0.0,0.753256525643,-184.571940758,0.0,3.73168444808,41,0.0
-0.0240314481164,0.89790699197,-13.7309562207,-51.2998613819,2.22978257728e-17,53.1314109738,101,0.902958389578,1.31685972638,-291.77318492,0.0240314481164,0.745783814539,-187.503732248,0.00889219320037,3.73168444808,43,0.0
-2.71485948368e-17,0.905381304364,-13.4869051121,-37.577799615,-2.71485948368e-17,35.7922640015,102,0.889756376859,1.30213094561,-253.344312089,0.0,0.780319406297,-187.017571223,0.0,3.67712407618,42,0.0
-0.0230003608732,0.899646011307,-13.3666090061,-28.8060315684,-3.73695421205e-17,57.5189947145,103,0.889756376859,1.30213094561,-254.709609506,0.0230003608732,0.754392848404,-170.081529741,0.00982309848048,3.67712407618,44,0.0
1.02956461991e-17,0.897009958428,-13.6093260452,-68.4650038617,1.02956461991e-17,44.7030715633,104,0.881571093208,1.29288890307,-316.113575527,0.0,0.763900835916,-186.646115763,0.0,3.64329649779,41,0.0
-0.0194309166693,0.904539866107,-12.7653136544,-57.2024496439,3.92131752627e-18,52.5000834932,105,0.881571093208,1.29288890307,-277.347342928,0.0194309166693,0.750894788593,-170.316035628,0.0085212511217,3.64329649779,43,0.0
-0.0228983346145,0.894703179497,-12.5388974355,-44.4202888652,8.77213254025e-19,49.1797993437,106,0.877203380557,1.28792212456,-223.155614065,0.0228983346145,0.763459148884,-165.425611216,0.00913445267909,3.62524591477,43,0.0
-1.16173386585e-17,0.905882985795,-13.9072262533,-26.8790534165,-1.16173386585e-17,52.4577988808,107,0.858606291845,1.26649373801,-281.485409835,0.0,0.782721784523,-173.945113205,0.0,3.54838914315,44,0.0
-7.56266430281e-17,0.902985758429,-13.5978331264,-60.5145181879,-7.56266430281e-17,42.3871549762,108,0.858606291845,1.26649373801,-232.596613168,0.0,0.750507118751,-179.376980889,0.0,3.54838914315,43,0.0
-2.89551046143e-17,0.897837840499,-13.0212807923,-49.0814371668,-2.89551046143e-17,51.5897579203,109,0.858606291845,1.26649373801,-223.283419854,0.0,0.766967851909,-160.750213519,0.0,3.54838914315,43,0.0
2.41950535332e-18,0.900850370335,-13.4069378292,-32.7169715911,2.41950535332e-18,40.2250167117,110,0.858606291845,1.26649373801,-245.734447439,0.0,0.735478026092,-181.075223439,0.0,3.54838914315,43,0.0
-0.0174762269056,0.903591336523,-13.4130172302,-6.75263229395,-4.49672851038e-17,51.7959997684,111,0.858606291845,1.26649373801,-284.356228333,0.0174762269056,0.761610359105,-177.136962446,0.00978006355042,3.54838914315,45,0.0
4.24310168157e-17,0.905843899696,-13.161545847,-26.4725915651,4.24310168157e-17,52.3074981909,112,0.842029944447,1.24699883131,-293.831447002,0.0,0.770713712233,-175.234802267,0.0,3.47988355252,43,0.0
-0.0171013514116,0.895949089064,-13.8975841582,-17.0156428872,-7.08664610752e-17,54.8474778964,113,0.842029944447,1.24699883131,-242.213505656,0.0171013514116,0.766002039192,-173.800900845,0.00971878573428,3.47988355252,46,0.0
-2.92264774538e-17,0.900837109709,-13.6010158742,-43.1866002352,-2.92264774538e-17,55.976324798,114,0.820271014421,1.22081804527,-273.859438763,0.0,0.762711362037,-175.272752796,0.0,3.38995974018,44,0.0
5.96883890957e-17,0.911334928075,-14.1094475462,-47.8299686107,5.96883890957e-17,49.049879715,115,0.820271014421,1.22081804527,-261.453340261,0.0,0.780503668597,-171.508680454,0.0,3.38995974018,47,0.0
5.2216474425e-17,0.907662085434,-13.7782890642,-30.7951147097,5.2216474425e-17,54.3292216896,116,0.820271014421,1.22081804527,-294.327891778,0.0,0.773932055387,-177.985087708,0.0,3.38995974018,44,0.0
-0.0130519743749,0.902791562609,-12.7775052809,-16.8069374863,-6.56441391544e-17,52.7114966196,117,0.820271014421,1.22081804527,-302.903382635,0.0130519743749,0.763313482301,-176.788290439,0.00809427627569,3.38995974018,44,0.0
-1.01585406753e-16,0.914509970676,-12.5006202771,-16.6264567848,-1.01585406753e-16,62.3592691177,118,0.821796024454,1.22267547305,-309.078701615,0.0,0.770704648021,-171.831724642,0.0,3.39626219695,44,0.0
-4.10437729352e-17,0.899411083547,-12.379206126,-10.1629251065,-4.10437729352e-17,57.5125317529,119,0.821796024454,1.22267547305,-220.315340826,0.0,0.760953017419,-165.072103388,0.0,3.39626219695,44,0.0
-1.13177538797e-16,0.902543766229,-13.3189387434,-53.9766981118,-1.13177538797e-16,43.5890099459,120,0.821796024454,1.22267547305,-229.143207861,0.0,0.744318885239,-176.011877267,0.0,3.39626219695,43,0.0
3.84695683625e-17,0.902911859448,-13.4017107703,-42.7348785659,3.84695683625e-17,41.248099115,121,0.821796024454,1.22267547305,-229.95704555,0.0,0.755655469404,-177.803821022,0.0,3.39626219695,44,0.0
-3.0596261088e-17,0.904854045238,-13.4440038017,-42.249873536,-3.0596261088e-17,51.7809409299,122,0.821796024454,1.22267547305,-235.782322432,0.0,0.789431545186,-166.528322874,0.0,3.39626219695,46,0.0
3.40181275407e-17,0.911733687616,-12.8209372105,-22.5840170056,3.40181275407e-17,55.4320993102,123,0.821796024454,1.22267547305,-277.860042391,0.0,0.753700708055,-173.802645879,0.0,3.39626219695,44,0.0
