AverageDiscountedReturn,LossBefore,dLoss,LossAfter,AveragePolicyStd,Entropy,MinReturn,AbsLearnSignal,StdReturn,Iteration,ExplainedVariance,MaxReturn,MeanKLBefore,NumTrajs,AverageReturn,Perplexity,MeanKL
-85.3657099908,-1.46598965928e-16,0.0236351947646,-0.0236351947646,0.74307415727,2.22443865756,-180.737790396,0.658631391419,26.2969796703,293,0.740013950149,-43.508726708,0.0,43,-121.855300366,9.24828988889,0.00659760690229
-82.9613509478,4.77782545423e-17,0.0165176526248,-0.0165176526248,0.739984012912,2.21378438573,-182.072857464,0.665209058157,26.3713301881,294,0.69777672841,-46.6457283829,0.0,44,-117.399226491,9.15027913818,0.00640239604292
-81.9280630774,3.79087222184e-17,0.0214719929225,-0.0214719929225,0.749295731925,2.23982046945,-159.995455054,0.630647767498,17.4847153135,295,0.826808257376,-59.8993414272,0.0,42,-116.467928811,9.3916450489,0.00995657415125
-84.7423678378,-1.01044627812e-16,0.0179552429464,-0.0179552429464,0.750739719589,2.24347263835,-159.337337838,0.65852446409,21.9038040737,296,0.79987590209,-36.7152171561,0.0,43,-118.720373877,9.42600763362,0.00647670749242
-84.6797164481,-1.19558297314e-16,0.0235432773668,-0.0235432773668,0.75272572066,2.24744250982,-159.758472126,0.657648154957,16.5886972569,297,0.866299594706,-54.8856414864,0.0,42,-119.2876917,9.46350204721,0.00975744512274
-88.1038374623,-1.84471584e-16,0.0172047801933,-0.0172047801933,0.751512035,2.24630089747,-177.268226228,0.730480818943,23.3311981082,298,0.811990528719,-74.271572098,0.0,42,-125.900549061,9.45270456079,0.00653107136459
-84.3992211654,1.05710882202e-16,0.0168509948232,-0.0168509948232,0.752851872206,2.24740369424,-168.777447588,0.653989090759,19.5069282979,299,0.816037371469,-72.4004415673,0.0,43,-118.968948543,9.46313472294,0.00659685645245
-83.827429503,-4.21372716379e-17,0.0198168854408,-0.0198168854408,0.752089517797,2.24775546088,-170.269721716,0.673210192963,21.6593284107,300,0.7767716137,-35.2014094654,0.0,42,-121.196727107,9.46646412368,0.00982931504553
-85.6482771299,4.02727959913e-18,0.0178127827138,-0.0178127827138,0.75095112518,2.24475057366,-182.634173018,0.681866639993,23.5452729272,301,0.74538369998,-56.5547865219,0.0,43,-121.825595541,9.43806116183,0.00644125119861
-83.8389687483,9.0229419015e-17,0.02112879651,-0.02112879651,0.753092009571,2.25085614612,-186.804844014,0.651214469504,29.6606947867,302,0.673212610874,-39.5312466809,0.0,45,-118.439929034,9.49586220273,0.00955121897148
-89.4313269189,-1.778920361e-16,0.0193857587033,-0.0193857587033,0.755240042014,2.25725560808,-214.279496077,0.682702808572,33.7056452263,303,0.708664203671,-59.899875652,0.0,43,-128.732860909,9.55682546968,0.00661028628407
-84.1661139737,-1.35447756047e-16,0.016107463227,-0.016107463227,0.748949253982,2.24004143309,-197.693658864,0.704974490128,27.1964453998,304,0.796789243055,-25.9660866906,0.0,43,-118.773148978,9.39372049027,0.00657214072206
-83.7360542106,-1.29280032163e-16,0.0201023864057,-0.0201023864057,0.745582569909,2.23140389644,-165.76961645,0.710279974376,26.1406777655,305,0.706066588871,-42.1872129734,0.0,45,-117.284671414,9.31293129731,0.00972024288374
-85.995928545,4.33469214105e-17,0.0190088442808,-0.0190088442808,0.740006280032,2.21777625129,-226.966042234,0.65487945473,30.2292834216,306,0.719410660817,-40.5972884508,0.0,44,-122.347852483,9.18687882423,0.00641545581827
-82.9418274679,1.13917111453e-16,0.0199017240326,-0.0199017240326,0.740294610774,2.21727818066,-184.116989813,0.70145172616,22.0480864887,307,0.750329764508,-47.3459306148,0.0,43,-117.680174336,9.18230424906,0.00984010954946
-81.96967053,-1.25585074861e-16,0.0143319990917,-0.0143319990917,0.745968745609,2.23086956431,-152.818649455,0.647089111749,16.2869756764,308,0.85926000104,-41.949667372,0.0,42,-115.987997544,9.30795642819,0.00645908318206
-88.3933330471,-8.65420366279e-17,0.0177403710746,-0.0177403710746,0.742753404316,2.22322530613,-236.162394582,0.645277269969,25.7177084432,309,0.714399123314,-76.3309937321,0.0,41,-126.392541276,9.23707526815,0.00640594545957
-85.9660149423,8.90921421433e-17,0.0185871604072,-0.0185871604072,0.739589694766,2.21342393749,-190.938462272,0.708537783728,29.4387082355,310,0.736817425141,-43.0763644323,0.0,43,-123.475734646,9.1469815305,0.00657268957143
-82.1941778102,-1.05153161811e-16,0.0224831911875,-0.0224831911875,0.737844091267,2.20780900989,-153.065531967,0.6917312842,18.8468638951,311,0.802175782116,-56.202625746,0.0,43,-115.360639734,9.09576581232,0.00976357912564
-86.0311135687,-3.67840033664e-17,0.0226138380028,-0.0226138380028,0.73662035506,2.2047821824,-184.032793193,0.693581082256,23.8630856848,312,0.770352269498,-55.488880976,0.0,43,-121.835575978,9.06827612256,0.00987122292875
-84.1925858156,1.76306738674e-16,0.0196709160573,-0.0196709160573,0.736628102705,2.20345396278,-180.787837372,0.721057666683,23.4197277731,313,0.776145384106,-44.3065077175,0.0,42,-120.824640938,9.05623945578,0.00988014869423
-87.966898942,-6.72103702987e-17,0.0147569768388,-0.0147569768388,0.741958909152,2.2172379336,-175.044543944,0.777200745321,18.143760157,314,0.851021753204,-99.4648482281,0.0,41,-127.074179993,9.18193469578,0.00642753565207
-82.4868353283,1.10694641954e-16,0.0205846610594,-0.0205846610594,0.735822010771,2.20204476626,-155.40490347,0.635788808801,20.8025831974,315,0.792362891153,-39.5588148654,0.0,43,-116.464923279,9.0434864225,0.00971636555729
-82.1093174042,-1.87515876038e-16,0.021375187304,-0.021375187304,0.72833516821,2.18117385911,-167.692974955,0.662810841125,25.7102178449,316,0.72762317739,-38.4734827261,0.0,45,-114.782766124,8.85669667312,0.00988818446702
-90.8313616551,-5.57564140497e-17,0.0166564200596,-0.0166564200596,0.732793806434,2.19329650089,-204.029502409,0.763822499793,24.2246569915,317,0.748974759192,-74.0918551509,0.0,42,-132.700865859,8.96471665521,0.00647905115887
-86.7391535772,1.68690693977e-16,0.0159014148369,-0.0159014148369,0.728167031973,2.18168824752,-169.787279899,0.712822205824,22.3486029463,318,0.798383573792,-42.0663777771,0.0,42,-123.908001959,8.8612536272,0.00645488084413
-85.4564135604,-8.04365023575e-17,0.0240625378698,-0.0240625378698,0.721207892246,2.16182280288,-220.213142277,0.621136784754,23.5238022271,319,0.758104641866,-62.9982004371,0.0,42,-121.545869656,8.68695784735,0.00990347167658
-88.1858172344,-5.40772838563e-18,0.0214386065853,-0.0214386065853,0.720750324132,2.15885605747,-199.525332342,0.694196403338,25.7292964651,320,0.821381441058,-36.9306782004,0.0,42,-126.717850777,8.66122404671,0.00976271944174
-85.1407559775,-4.01135606892e-16,0.0206232681385,-0.0206232681385,0.719898978571,2.15341519143,-169.019437598,0.686962838693,18.3957305224,321,0.795110952537,-65.9445939616,0.0,42,-122.259113275,8.61422745389,0.00996013335176
-85.8753691764,-3.45939552204e-17,0.0147897980151,-0.0147897980151,0.721774686473,2.15708229619,-179.385587765,0.704135121996,23.6387919711,322,0.752836442917,-62.5497183133,0.0,43,-122.382638696,8.64587471992,0.00642255697839
-85.1163863272,-1.98840456057e-16,0.0220606136592,-0.0220606136592,0.721520961083,2.1591451481,-196.745832199,0.722598677203,21.1544190088,323,0.839642529054,-63.8847287316,0.0,43,-119.923120776,8.66372828739,0.00999608665058
-86.241738335,2.46969661443e-16,0.0187462545903,-0.0187462545903,0.721233041262,2.16147903675,-217.032530888,0.651372712001,30.1008009055,324,0.732435070775,-47.8173341211,0.0,43,-122.342654513,8.68397207872,0.00723394329194
-87.2487580655,6.78893745412e-17,0.0238678695963,-0.0238678695963,0.721413902506,2.15997075243,-159.745018255,0.777652956953,13.7033528878,325,0.859578544607,-93.6331386933,0.0,41,-124.120274887,8.67088405249,0.00989488763858
-86.2057485503,5.88355861426e-16,0.0204385957468,-0.0204385957468,0.722194480161,2.16002349231,-171.273783979,0.701356740959,22.4634201434,326,0.770657744468,-47.1053639986,0.0,43,-122.687439036,8.67134136593,0.00994575336019
-84.1861414202,6.22539534383e-17,0.0179385620779,-0.0179385620779,0.720831997255,2.15515835647,-163.062447057,0.667450776997,21.0273939832,327,0.791719962928,-64.0828586051,0.0,43,-118.03055799,8.62925656938,0.0097340166648
-83.0548684918,4.06797173746e-17,0.0237745413071,-0.0237745413071,0.717478406951,2.14366286056,-166.592889234,0.642878250855,23.5613170478,328,0.798340616513,-39.3809321782,0.0,43,-117.34111277,8.53062696997,0.00965522346936
-84.0217101613,-2.05789995897e-16,0.0152345057228,-0.0152345057228,0.716523780002,2.14322281622,-183.437323607,0.724325327557,17.3421904059,329,0.834484455195,-90.6273365214,0.0,42,-119.533440907,8.52687394165,0.00660966875277
-82.4185292165,-2.51123834134e-16,0.0173371625282,-0.0173371625282,0.711895167931,2.13206541384,-196.191310438,0.616736417739,28.276305289,330,0.692829166148,-45.2750882475,0.0,45,-115.218684105,8.43226495478,0.00641222130348
-85.7882080202,-1.17425276069e-17,0.0149592926464,-0.0149592926464,0.711437579974,2.13111685942,-171.133202223,0.715659575557,20.3324200836,331,0.765928564446,-67.8258083976,0.0,42,-123.207255264,8.42427028488,0.00653957247631
-85.4262789521,-1.78194080136e-16,0.0210052250836,-0.0210052250836,0.707513422617,2.1214843194,-168.737296284,0.734688093852,20.7044999528,332,0.775860391595,-66.8830936804,0.0,42,-122.728000137,8.3435127388,0.00997987110413
-87.1592230328,6.34452173728e-17,0.0142934840469,-0.0142934840469,0.708235855348,2.12179155044,-181.350113232,0.73410596892,17.2044750818,333,0.873562751209,-101.75660918,0.0,41,-124.005759909,8.3460765187,0.0064511022508
-82.7450528818,-2.72601593752e-16,0.0170718907616,-0.0170718907616,0.712449017576,2.13519238266,-173.385247786,0.643133075429,22.5598331869,334,0.78308448511,-50.661808932,0.0,43,-116.839533176,8.45867365251,0.006470085885
-88.649474884,-6.79849066817e-17,0.0197947419537,-0.0197947419537,0.711422629877,2.13178756927,-207.488481779,0.6226904568,27.7793908056,335,0.742640324703,-58.5692619875,0.0,42,-125.783850426,8.42992242124,0.00999545233788
-85.9888102495,-6.40885149821e-18,0.0164436224175,-0.0164436224175,0.707117446973,2.12460270769,-194.167905091,0.654494141275,27.5515624074,336,0.755425194225,-42.3381985652,0.0,43,-122.289472412,8.36957166105,0.00678052964797
-84.0952780407,-1.61966252042e-16,0.0174909898156,-0.0174909898156,0.699230509007,2.10337371805,-205.213025738,0.630166263794,25.2696515146,337,0.719753502304,-43.4261532974,0.0,44,-119.330617485,8.1937667933,0.00642416986104
-82.7767409686,9.48493288209e-17,0.0207969886639,-0.0207969886639,0.70086457681,2.10729173539,-175.833967127,0.667399912906,30.2317490254,338,0.656185730073,-38.2651802647,0.0,45,-118.667581765,8.22593308657,0.00994004573156
-85.9516364386,4.62160703391e-17,0.0183344153284,-0.0183344153284,0.705784607165,2.12000464381,-170.475786502,0.686389495032,18.2595064375,339,0.858520712015,-63.891454123,0.0,42,-121.921722196,8.33117617599,0.00995038593638
-83.9540977853,6.23699350852e-17,0.0178009336728,-0.0178009336728,0.703656114383,2.11529643541,-181.682788194,0.642035141124,24.4107746583,340,0.790813490142,-41.9097021018,0.0,43,-118.717180486,8.29204345712,0.00665896376436
-85.2453725325,-8.95252015875e-18,0.0167524853532,-0.0167524853532,0.699449939621,2.10322966048,-172.199809817,0.703816392223,27.8474034338,341,0.720308308294,-41.2704806363,0.0,45,-120.169054359,8.19258650413,0.00993289238993
-82.5751890296,2.77555756156e-17,0.0160863655051,-0.0160863655051,0.691933023503,2.08025579716,-171.139236235,0.68055868062,23.5554740765,342,0.746229039339,-38.6544533983,0.0,42,-118.796669843,8.00651669662,0.0064667402983
-87.460004658,-1.09838578434e-16,0.0175749502915,-0.0175749502915,0.68618144337,2.06197797153,-211.326388989,0.667943778922,26.5676029379,343,0.804218075512,-38.151403354,0.0,42,-124.473573618,7.8615042735,0.00640262685574
-84.4762378832,-8.14283795492e-17,0.0211616897075,-0.0211616897075,0.689618411309,2.07431330254,-168.991923208,0.699611309152,25.2940693123,344,0.739748465617,-42.9732182869,0.0,43,-120.216443147,7.95907910263,0.00988057670127
-82.901959468,-1.66271543618e-16,0.0168726185603,-0.0168726185603,0.687106478152,2.06762273247,-191.040496311,0.677525541203,25.669703767,345,0.748883297123,-39.04127311,0.0,43,-117.74998159,7.90600606863,0.00650515313238
-81.9373771257,1.30708528367e-16,0.0160888950772,-0.0160888950772,0.684666753787,2.06276948466,-179.149684664,0.632250382266,30.426711907,346,0.732516963184,-30.3673287811,0.0,45,-114.889257597,7.86772922065,0.00661128685224
-79.3703959981,-1.81787381289e-16,0.0277025831911,-0.0277025831911,0.685513216225,2.06658402316,-173.136406251,0.615098877044,29.9124672792,347,0.679707381842,-43.5264157691,0.0,46,-111.065633657,7.89779829003,0.0099175810568
-81.8488990462,2.88504058404e-16,0.0155426940649,-0.0155426940649,0.686134207675,2.06829127369,-169.123284028,0.665057292427,21.0910330944,348,0.782308534712,-66.4709075597,0.0,43,-114.765360014,7.91129332672,0.00642760883959
-80.555316266,-1.40429752894e-16,0.0156223242998,-0.0156223242998,0.678156992371,2.04521866122,-150.511428092,0.647066484953,21.8974895517,349,0.776676759005,-37.618697639,0.0,44,-113.890474993,7.73084878991,0.00661700313073
-87.3896782118,7.73789740033e-17,0.0192081147505,-0.0192081147505,0.671914020762,2.0278984801,-206.403143547,0.657416123961,32.0430944127,350,0.717667829748,-30.5881784633,0.0,44,-124.348813366,7.59810200638,0.00992005206931
-79.7966693142,2.0561727318e-17,0.0195158303879,-0.0195158303879,0.670899746773,2.02510930792,-159.985719994,0.675053914781,25.6275415617,351,0.712493500742,-37.597286092,0.0,44,-113.112923955,7.5769391188,0.00978929715671
-83.414359255,-1.09221757166e-16,0.0206733614061,-0.0206733614061,0.674732723487,2.03524763156,-160.046520566,0.699668158863,18.9311928167,352,0.837049946115,-63.869628705,0.0,42,-119.219344206,7.65414729926,0.00997580695858
-82.021715394,-1.34263664203e-17,0.0209455587236,-0.0209455587236,0.672878676901,2.03130564246,-190.749516113,0.667005056336,27.2942296467,353,0.719873682388,-31.6474041864,0.0,44,-116.870479127,7.62403412591,0.00989476748287
-81.9499447551,4.9812559127e-17,0.0179145936713,-0.0179145936713,0.671482278989,2.02722061581,-157.20457917,0.702640166311,25.129164814,354,0.781377075346,-39.2041454166,0.0,43,-117.205437206,7.59295326959,0.00658509540966
-83.4560072724,-2.79518481768e-16,0.0207232784801,-0.0207232784801,0.670897084141,2.02423838937,-206.53461285,0.600710872561,26.063051269,355,0.726691731738,-44.405743609,0.0,43,-118.35099437,7.57034309469,0.00986327622871
-81.8990283101,-2.23370203563e-17,0.0149713063518,-0.0149713063518,0.668845853837,2.01746646388,-148.943196517,0.70117673265,17.5342072967,356,0.859608343314,-47.4963299465,0.0,42,-116.304386936,7.51925048828,0.0065844355751
-85.5414052797,8.01950729153e-17,0.0188274589353,-0.0188274589353,0.661666379649,1.99641920952,-205.994304571,0.67046454705,28.9181240325,357,0.756323187605,-35.7449163353,0.0,43,-122.945183475,7.36264475218,0.00969471034885
-82.8879041447,8.29798828076e-17,0.015873308153,-0.015873308153,0.658429533776,1.98664312221,-180.831695108,0.722035427122,23.9880015634,358,0.794436126953,-52.2720468422,0.0,43,-117.92701322,7.29101758144,0.00654898972835
-82.234824583,1.03202279174e-16,0.0158239676679,-0.0158239676679,0.659193540667,1.98749244039,-161.053544139,0.64428334828,21.0788626943,359,0.777958131682,-45.494285167,0.0,43,-116.674903829,7.29721260559,0.00643724563117
-81.5246852094,7.13088993252e-17,0.0183897996493,-0.0183897996493,0.656295635897,1.97924766205,-162.538482557,0.653482676355,25.245302585,360,0.745601001239,-36.7472766145,0.0,44,-115.463172129,7.23729604401,0.00645150564842
-85.4357516508,3.9188393363e-18,0.0195895497781,-0.0195895497781,0.653114539007,1.97095458929,-163.894995147,0.695844580428,18.3587699573,361,0.836720959323,-65.302618142,0.0,41,-122.944517053,7.17752480744,0.00996757797555
-83.3304433106,1.33992434006e-16,0.0238502498201,-0.0238502498201,0.653286341486,1.97186768127,-166.722931941,0.647946723867,27.0681238867,362,0.72823890952,-38.1151312542,0.0,43,-119.075507201,7.18408154079,0.00957219972428
-78.8932434377,-2.53041508802e-17,0.019225559423,-0.019225559423,0.653569261879,1.97398871579,-159.331524403,0.672521109908,25.7291269238,363,0.689442190322,-40.2119126592,0.0,46,-110.964518478,7.19933539704,0.00642334375184
-82.6141705824,9.05764275502e-17,0.0153641293562,-0.0153641293562,0.651405117431,1.96799794296,-178.144631843,0.671866096281,26.7295506991,364,0.714940578276,-40.1284796159,0.0,44,-116.514256253,7.15633474626,0.00665705335287
-84.1137853275,1.32378010458e-17,0.0172892777831,-0.0172892777831,0.646034129069,1.95122068068,-168.993779262,0.674952755366,23.8436274522,365,0.784828776452,-67.7457903705,0.0,44,-117.71432302,7.03727260244,0.00643512926621
-85.7884120852,7.42617674243e-17,0.0193347819015,-0.0193347819015,0.646627958053,1.95335996534,-192.389072423,0.672446725912,26.4695805567,366,0.750635156068,-37.7627960919,0.0,42,-123.874556726,7.05234344643,0.00965631319448
-80.6906777048,3.06163324734e-17,0.0172067177743,-0.0172067177743,0.648102892937,1.95700870745,-147.888348417,0.660581410398,25.3427353949,367,0.740434955484,-46.4427408749,0.0,44,-113.994371396,7.07812263116,0.00652158067982
-83.3594742626,1.72184700125e-16,0.0198369030732,-0.0198369030732,0.64956121304,1.96138967413,-171.458083767,0.67890512223,27.3713229525,368,0.733168732318,-54.2984330725,0.0,44,-117.504462101,7.10919967462,0.00646598152652
-84.7460755015,4.03565518062e-17,0.0167821890792,-0.0167821890792,0.65055953501,1.96585446977,-179.524388551,0.681158677192,25.8525790762,369,0.734778288875,-64.8151549462,0.0,43,-120.300744684,7.14101176268,0.00651702499534
-82.8074557529,6.9575079263e-17,0.0235066449744,-0.0235066449744,0.649296070923,1.96115410296,-178.871765925,0.678741669765,25.6298959077,370,0.752882057601,-35.7327905723,0.0,43,-117.450817358,7.10752514932,0.00956526431562
-82.413791901,1.19383583097e-16,0.0215092321585,-0.0215092321585,0.649072700035,1.9590729434,-182.110591478,0.669935363097,18.9682394406,371,0.83480040835,-49.7176902491,0.0,41,-117.875437575,7.09274863691,0.00970553043844
-80.2183005381,-9.38991522498e-17,0.0205140389288,-0.0205140389288,0.648083513377,1.95562599377,-159.216894993,0.664285130419,26.4572067572,372,0.753915442997,-34.1442871626,0.0,44,-112.920736796,7.06834237732,0.0099787255185
-84.4637712991,-1.2749666708e-16,0.0156103094619,-0.0156103094619,0.648702451957,1.95788025839,-174.236066292,0.681922376907,18.9002286548,373,0.82647297739,-49.3340885273,0.0,42,-120.798224278,7.08429426463,0.00640409181762
-83.5585696661,-6.04633625601e-17,0.0148925305621,-0.0148925305621,0.64713966286,1.9524226586,-168.617591257,0.690559548612,26.1085807245,374,0.74508292257,-48.8620464559,0.0,44,-118.635277272,7.04573633432,0.00651997666749
-82.351381909,1.41145587438e-16,0.0179758831033,-0.0179758831033,0.643094455532,1.94187478424,-180.89741651,0.662200236375,27.1175509544,375,0.740496173071,-41.5368958258,0.0,44,-115.472238799,6.97180936432,0.00641086809473
-80.9378655337,-6.94408380212e-17,0.0187766478562,-0.0187766478562,0.641663731726,1.93852273167,-179.057746675,0.692216120754,24.6091736671,376,0.757809957963,-42.9283509304,0.0,43,-115.097662746,6.94847861759,0.00996523138714
-82.2988995599,-3.36048798075e-16,0.0149487976972,-0.0149487976972,0.641922473611,1.93901489467,-153.03484326,0.718074843618,18.1914601078,377,0.844218071138,-55.8682992458,0.0,42,-117.331610292,6.95189924339,0.00647877951803
-79.4018914664,-8.30211022839e-17,0.0158725185224,-0.0158725185224,0.636324567653,1.92194870836,-161.286838523,0.69162611243,20.1502876946,378,0.760548006466,-57.7199516996,0.0,44,-110.875899104,6.8342634877,0.0064791069008
-84.9560764639,-5.33221055495e-17,0.0184138934937,-0.0184138934937,0.638514507048,1.92829374654,-189.827419133,0.626902560932,23.9729039568,379,0.788457078689,-29.8917062406,0.0,43,-119.611539778,6.87776501389,0.00640558929077
-81.7455382702,-1.57711388095e-16,0.023482513171,-0.023482513171,0.638487671433,1.92806113202,-175.732159454,0.658308656182,26.4240179442,380,0.733689621992,-36.6357652202,0.0,44,-116.148045506,6.87616533198,0.00992514708068
-82.6575493552,6.52763624581e-17,0.0192813387578,-0.0192813387578,0.642689489143,1.9433917557,-154.959815628,0.671101294381,20.3328277195,381,0.825651479677,-59.520878846,0.0,42,-117.00854012,6.98239342595,0.00958641619644
-86.2838811301,2.41470794701e-18,0.0170289316979,-0.0170289316979,0.644333634156,1.94787104311,-169.57851263,0.686782669873,22.8661180091,382,0.865528574016,-41.4411257794,0.0,42,-123.062716914,7.01373972502,0.00643331647589
-82.1699864991,4.64241364974e-17,0.0171876067036,-0.0171876067036,0.642682395514,1.94188363276,-158.239444353,0.668367438494,22.0231124161,383,0.797275401575,-47.8223578717,0.0,43,-116.239508693,6.97187105474,0.00648201292897
-84.5057798436,-4.55465466722e-17,0.025171576104,-0.025171576104,0.644180171848,1.9473275367,-179.98100122,0.653950985179,22.298789258,384,0.79554842394,-64.3765057584,0.0,42,-119.567179311,7.00992874829,0.00995577800743
-80.0033322459,8.79040556461e-17,0.0152501474867,-0.0152501474867,0.63966905072,1.93297028635,-189.989485394,0.651546327377,30.587862557,385,0.691749265748,-37.9357528467,0.0,46,-111.107039613,6.91000448164,0.00642971638811
-83.0940340996,-8.44263541099e-17,0.0194328692922,-0.0194328692922,0.63728786779,1.92609587146,-168.314729933,0.666690205622,21.2341279385,386,0.784266447958,-44.2008376195,0.0,43,-116.632787377,6.86266514545,0.00985618426931
-78.5055846067,3.06663755318e-16,0.0155955252928,-0.0155955252928,0.640057713907,1.93510521443,-178.96959337,0.615061534089,29.3035814958,387,0.694770319668,-38.9589022106,0.0,45,-110.06748918,6.92477260309,0.00647499567039
-82.525195585,9.87674868661e-17,0.0157688723697,-0.0157688723697,0.641131810363,1.93854375859,-179.251051807,0.66181672942,23.7596164362,388,0.762093980377,-55.729430058,0.0,43,-117.024446314,6.94862472423,0.00647350977766
-80.5410432833,-5.76853609225e-17,0.0137584460566,-0.0137584460566,0.63750922403,1.92766596765,-148.969677154,0.656120682244,20.0195038257,389,0.799229051671,-40.7604866674,0.0,43,-114.581243374,6.87344865326,0.00640123401271
-81.2791769723,-1.46417961897e-17,0.0147504493528,-0.0147504493528,0.637272974729,1.92823100875,-159.509270628,0.665989982728,23.3828683863,390,0.775060241774,-38.261634275,0.0,44,-115.839718439,6.87733353166,0.00641316544267
-80.3714750919,8.77523370284e-17,0.0138561740286,-0.0138561740286,0.63774637498,1.93051539587,-148.485296141,0.68515393954,21.5771993951,391,0.775027218544,-41.0118222927,0.0,44,-112.203057143,6.8930619819,0.00665753028412
-79.7093984497,7.3711973355e-18,0.0191202932199,-0.0191202932199,0.635175092417,1.92179975925,-181.194682208,0.611631490452,24.6343765098,392,0.773487149488,-37.702485602,0.0,44,-112.274116105,6.833245606,0.00982177968458
-82.1132789396,1.68790454854e-16,0.0176008991648,-0.0176008991648,0.633750515613,1.91730959904,-166.57825201,0.660646256664,22.320594228,393,0.805171656377,-47.9628827709,0.0,43,-115.674444493,6.80263201986,0.00645220007351
-83.4083612216,-9.64732297558e-17,0.0187283929927,-0.0187283929927,0.633429656359,1.91700239852,-199.125026521,0.613899013116,27.5403266709,394,0.771895730408,-34.4471258905,0.0,43,-117.918414852,6.80054256872,0.00646447038141
-83.7941093615,1.6061300198e-16,0.0156917882493,-0.0156917882493,0.633652336863,1.91705128453,-174.295305076,0.699268461456,22.4844684064,395,0.801848285507,-47.8463656266,0.0,42,-119.334644759,6.80087502825,0.00643740736104
-83.6977847455,-5.85382884392e-17,0.0216811103432,-0.0216811103432,0.630639931744,1.90735817963,-168.255526626,0.655290629028,22.7353647663,396,0.839437592997,-54.2022813816,0.0,43,-117.188764456,6.73527189591,0.00988453932948
-82.7683151392,8.12361691302e-17,0.0173395982535,-0.0173395982535,0.632872582658,1.91523870198,-168.179005349,0.702196593013,19.1831077598,397,0.825995748714,-76.8345289545,0.0,42,-117.067005668,6.78855904607,0.00974795066052
-81.2142800182,-1.41041119974e-16,0.0157405297864,-0.0157405297864,0.630204417666,1.90729943497,-172.936967123,0.681658150167,26.6542371999,398,0.705607813195,-46.4726962576,0.0,45,-114.11971084,6.73487624622,0.00645877698428
-83.21272496,-6.88365722067e-17,0.0168378866093,-0.0168378866093,0.628179130447,1.90100474885,-191.139888134,0.661266416719,30.9229216538,399,0.711223989621,-43.7239446029,0.0,45,-116.722640738,6.69261546293,0.00643397207198
-78.2706701006,2.38614071666e-16,0.0179257131821,-0.0179257131821,0.633439412936,1.91792131526,-156.720344101,0.659520606601,26.058074489,400,0.745099397155,-36.7398780616,0.0,45,-109.730310992,6.80679457327,0.00655408853968
-84.6845151652,-1.1324708956e-16,0.0163260780389,-0.0163260780389,0.636987621762,1.92866648664,-151.847958332,0.735941185409,14.1303586774,401,0.87522105685,-87.0570907831,0.0,42,-119.924721677,6.88032911055,0.00644278622138
-82.1795001343,4.72574656832e-17,0.0168767040749,-0.0168767040749,0.635626703416,1.92486867842,-166.615005368,0.679972473955,20.2212888111,402,0.822873537412,-59.2174548781,0.0,43,-115.797395111,6.85424849603,0.0064252817577
-81.8199225903,3.04616238011e-16,0.0193828670868,-0.0193828670868,0.636443203133,1.92724852605,-166.59191858,0.6510203833,23.1123281536,403,0.764406048103,-41.6137990018,0.0,43,-115.505910454,6.87057998859,0.009597086657
-82.2556441517,2.53354332475e-17,0.019605340924,-0.019605340924,0.636307089265,1.92708083774,-188.26217998,0.674617491824,23.3685325162,404,0.816784472082,-35.2380419935,0.0,42,-116.114986424,6.86942796926,0.00994185764561
-86.4066340128,-2.24483437331e-18,0.0178872603743,-0.0178872603743,0.636750324767,1.92800975992,-198.796615568,0.669196461927,28.3325524631,405,0.800886204965,-35.5489259823,0.0,42,-123.459209071,6.87581209797,0.00996805098531
-85.5947075103,1.99309382316e-17,0.0179795668798,-0.0179795668798,0.63563265043,1.92485690678,-161.128522803,0.717553789054,20.998823883,406,0.834906869092,-70.385857745,0.0,42,-121.489405667,6.8541678108,0.00987267831787
-81.2378972392,4.31965607637e-16,0.0191526914531,-0.0191526914531,0.634667794138,1.921247582,-191.715344491,0.685439728569,29.1728830601,407,0.678203058882,-39.2038487434,0.0,46,-112.140714523,6.82947348477,0.00972937034609
-78.7790476237,-3.85299787024e-17,0.0155035338397,-0.0155035338397,0.637657466388,1.93074406414,-166.875559587,0.650055923214,28.4439367218,408,0.697154205088,-39.0099504676,0.0,45,-110.605411565,6.89463838669,0.00653653805562
-78.9127868141,-3.51402119042e-17,0.0155675658553,-0.0155675658553,0.632841053125,1.91694192467,-170.421320189,0.637879620843,28.0755698094,409,0.728155749376,-34.9582617288,0.0,45,-109.919532327,6.80013132619,0.00642878963221
-82.5796679593,1.35657019289e-16,0.015759074334,-0.015759074334,0.634922798377,1.92299090219,-198.559252411,0.660112171504,23.8654908126,410,0.77875605551,-64.7588567759,0.0,42,-116.633707646,6.84138982778,0.00658263561566
-81.6786112642,-8.22774192012e-17,0.0170697188504,-0.0170697188504,0.633260490722,1.91680606546,-157.834275545,0.71027393309,17.3862067144,411,0.841316115376,-55.6685314122,0.0,41,-117.668888145,6.79920752848,0.00656067596604
-83.5000265808,-8.85538305497e-18,0.0150006618318,-0.0150006618318,0.630685027056,1.90871615948,-179.111994494,0.64730912446,27.469633762,412,0.78350768891,-42.6435825323,0.0,43,-117.982821409,6.74442447247,0.00641979397444
