AbsLearnSignal,LossAfter,MinReturn,MaxReturn,Entropy,dLoss,StdReturn,AveragePolicyStd,MeanKLBefore,MeanKL,LossBefore,Perplexity,AverageReturn,AverageDiscountedReturn,NumTrajs,ExplainedVariance,Iteration
0.841859056509,-0.0174368840663,-235.265783617,-158.948045586,2.83787706641,0.0174368840663,19.3885764353,1.0,0.0,0.00627736310674,3.78631288761e-16,17.0794684453,-201.125563175,-131.469973126,41,7.35655980577e-12,0
0.727606369389,-0.0188984809378,-246.034999857,-92.7599400835,2.8276538024,0.0188984809378,29.025722248,0.99490205781,0.0,0.00715166549454,9.20904187833e-17,16.9057500279,-203.76682699,-133.498160993,41,0.842815714784,1
0.721732808859,-0.0183264056887,-239.880768457,-86.2255658625,2.82429800929,0.0183264056887,27.6918802869,0.993233923019,0.0,0.00986880557767,1.35145666948e-17,16.8491129128,-203.121248832,-132.974061092,41,0.854772574174,2
0.781157198747,-0.0166516167327,-254.339604951,-154.6983711,2.82587613409,0.0166516167327,25.1453524921,0.994019816922,0.0,0.00657595732371,-1.36189670652e-16,16.875723908,-206.942929976,-133.550682908,40,0.892930833285,3
0.771874647593,-0.0182585733216,-258.732676797,-173.598889398,2.82716409101,0.0182585733216,20.3561388227,0.994658139334,0.0,0.0072611876182,-1.5505305373e-16,16.8974731164,-207.96538193,-134.914017295,40,0.891387737565,4
0.681592778476,-0.0187997674148,-243.543781736,-48.9485097482,2.83802455065,0.0187997674148,37.9868407173,1.00007528794,0.0,0.00652619662105,-5.64186904884e-17,17.0819875835,-193.76671877,-126.501846009,42,0.799434305879,5
0.802717757099,-0.0187647908144,-245.509877518,-156.383598179,2.83266803562,0.0187647908144,19.2417960506,0.997493211162,0.0,0.00659106500578,-1.43357548055e-16,16.9907322836,-206.225533048,-133.137346533,40,0.895887538458,6
0.736908904151,-0.0189083052518,-256.173444024,-48.3702719178,2.83016715886,0.0189083052518,34.0321781367,0.99626216995,0.0,0.00726424998022,1.45416581147e-16,16.9482936453,-194.327243311,-127.852658445,41,0.824122434135,7
0.722149152781,-0.017741574127,-252.133379928,-54.7546659343,2.83805818963,0.017741574127,32.2203273465,1.00030727278,0.0,0.00785490614029,-1.06489512709e-16,17.0825622138,-197.359525535,-127.946346074,41,0.826296987063,8
0.781672500299,-0.0173355540877,-259.051611452,-143.040817231,2.8226605827,0.0173355540877,27.0846965863,0.992695462618,0.0,0.00627532975976,2.15949928958e-16,16.8215463026,-205.960714521,-134.388973379,41,0.856896095785,9
0.711179282005,-0.019889160774,-256.278832187,-68.5286441742,2.83739627254,0.019889160774,29.3451573838,0.99996184447,0.0,0.00690130784188,4.45936365118e-17,17.0712587153,-200.311796458,-129.641450612,41,0.860012820811,10
0.67212103491,-0.0207974979999,-240.703306814,-43.8415574191,2.84203284845,0.0207974979999,36.8456952471,1.00228339942,0.0,0.00946961827661,-1.01524274739e-16,17.1505946838,-199.833843782,-129.259846466,42,0.83671565424,11
0.716768555745,-0.017473693405,-255.71251076,-48.6362776821,2.81742667195,0.017473693405,33.6995286684,0.990085998307,0.0,0.00650328597052,-5.48363691895e-17,16.7337338323,-201.127747189,-130.224898936,41,0.847567494528,12
0.683399250405,-0.0187295933656,-260.3416063,-54.7538800727,2.80679158072,0.0187295933656,36.6199704308,0.984918919065,0.0,0.00662446964348,-4.37448262991e-17,16.5567120365,-197.150972646,-129.938637361,42,0.807543018698,13
0.714939728816,-0.0226898490186,-258.799437066,-67.1208138156,2.80402757032,0.0226898490186,30.9576045499,0.983565253958,0.0,0.00936077076546,-3.40890626689e-17,16.5110122985,-201.640852253,-132.388648808,41,0.843437809956,14
0.684138836172,-0.0200663910427,-243.678770797,-59.6616870422,2.81082618639,0.0200663910427,37.6231238883,0.986973240596,0.0,0.00718478490717,-6.30746479804e-17,16.6236467776,-196.451537498,-127.604145012,42,0.793329842686,15
0.774579325234,-0.0220249446747,-280.168803882,-154.188540445,2.80118873702,0.0220249446747,24.9423744538,0.982538906418,0.0,0.00666217607031,8.33725449789e-17,16.4642067551,-208.276697925,-134.650924722,40,0.876229076597,16
0.742900120448,-0.0199294103041,-256.978291978,-90.0837366679,2.81446879156,0.0199294103041,32.021268153,0.989057255599,0.0,0.00678022892102,-1.56445501272e-16,16.6843105794,-197.52473072,-129.540717803,41,0.808939301095,17
0.680904532083,-0.0173045373379,-252.436538919,-51.1485667857,2.8126925795,0.0173045373379,35.6525826632,0.987997420026,0.0,0.0064187633207,-2.40527807903e-16,16.6547020091,-191.926162624,-125.780533421,42,0.798551878757,18
0.797168301267,-0.0204229320612,-258.144163933,-148.074053907,2.80416127936,0.0204229320612,27.4638464326,0.983824730108,0.0,0.00650589160767,-3.57214258173e-17,16.5132201178,-206.222008454,-132.749137342,40,0.855685540336,19
0.773162791098,-0.0210686898593,-251.660884863,-155.358767235,2.80233291386,0.0210686898593,20.8396354546,0.983018312964,0.0,0.00991055128613,9.14546216535e-18,16.4830555001,-204.882769559,-132.821097667,40,0.887376364345,20
0.772486669279,-0.020871640045,-269.69650767,-166.051861729,2.81105361511,0.020871640045,21.9628539811,0.98740345382,0.0,0.00886191160614,3.64153152077e-17,16.6274279022,-205.080164825,-133.574876287,40,0.886214436201,21
0.7382177928,-0.0207793995379,-258.842732461,-111.834971605,2.81345962576,0.0207793995379,30.548214012,0.988661008924,0.0,0.00907440672103,-1.25634816786e-16,16.6674818366,-195.270334753,-126.593652417,41,0.812921244244,22
0.726072853555,-0.0252633018299,-256.104903441,-48.0961320513,2.8161650649,0.0252633018299,33.9391309354,0.989692915746,0.0,0.00948458997322,1.84281775579e-16,16.7126357473,-198.087656957,-129.911751111,41,0.838851963181,23
0.799592283992,-0.0187048020653,-231.583492929,-137.972143902,2.82692217975,0.0187048020653,23.947907026,0.994759261175,0.0,0.00662937664581,-7.54647188139e-17,16.8933859218,-198.317088163,-129.809181191,41,0.866275018618,24
0.702261972513,-0.019016268502,-256.27262025,-44.0743384082,2.83541425098,0.019016268502,33.1420103493,0.998886075462,0.0,0.00980114880892,1.42194692286e-17,17.0374566218,-198.042241708,-128.886459846,41,0.843355509461,25
0.72139576727,-0.0185540635986,-231.72433198,-74.2620367347,2.83772885352,0.0185540635986,27.8439602622,1.00008636018,0.0,0.00966762756849,6.06979701924e-17,17.0769372355,-195.231646674,-127.879521744,42,0.844162995274,26
0.789831336882,-0.0194061044517,-245.968013945,-146.166210219,2.81989799516,0.0194061044517,23.4286425903,0.99112526593,0.0,0.00660656463767,-1.02329603124e-16,16.7751394394,-202.277373116,-130.343406233,40,0.853774867228,27
0.780531345235,-0.0200380441535,-274.092803263,-158.890708105,2.81941815051,0.0200380441535,25.6561764719,0.990888940825,0.0,0.00845793521996,9.37028232784e-17,16.7670919095,-196.448782068,-128.391320025,40,0.853065458045,28
0.74653040448,-0.0253900706471,-271.90680833,-105.943801417,2.81734420887,0.0253900706471,31.3080963675,0.989923093474,0.0,0.00943956895096,-3.66947470863e-17,16.7323539741,-205.126306599,-133.380689085,41,0.820752705491,29
0.761575528702,-0.0237610826703,-253.395148561,-165.99139002,2.82136099737,0.0237610826703,22.8564612331,0.991995120386,0.0,0.00998586344796,-1.72042935453e-16,16.7996994668,-204.825816077,-133.506450069,40,0.883909300119,30
0.673504710352,-0.0179637116106,-249.79439715,-51.9826362361,2.82650048636,0.0179637116106,38.2475944544,0.994541001581,0.0,0.00981813487582,-8.01858510302e-17,16.8862635944,-187.618732017,-123.502180358,42,0.776000640787,31
0.735020751372,-0.0202229158638,-261.701401079,-51.9114628051,2.82252300985,0.0202229158638,35.4680853462,0.992509074285,0.0,0.00968972457318,-4.61216162264e-17,16.8192322737,-193.801893978,-125.215986584,41,0.791420146974,32
