Perplexity,MinReturn,AbsLearnSignal,NumTrajs,ExplainedVariance,LossBefore,AveragePolicyStd,Entropy,dLoss,LossAfter,MaxReturn,StdReturn,Iteration,AverageReturn,MeanKLBefore,MeanKL,AverageDiscountedReturn
4.10412200215,-239.667924674,0.714306630772,42,0.789574653676,6.81342349359e-17,0.993077374375,1.41199183505,0.014502360292,-0.014502360292,-27.0646486503,40.9511109968,25,-183.278169933,0.0,0.00941987866244,-120.967264851
4.07369672134,-238.168346337,0.759384349638,42,0.77774396994,2.18225655946e-17,0.985715347134,1.40455087255,0.0,2.18225655946e-17,-70.1585496783,37.693377705,26,-179.618662962,0.0,0.0,-117.544229067
4.07369672134,-230.072898811,0.743987697854,42,0.750311862639,-8.47384563978e-17,0.985715347134,1.40455087255,0.0,-8.47384563978e-17,-47.3685562395,40.0603829398,27,-169.950416377,0.0,0.0,-111.532279045
4.07369672134,-256.157766754,0.796780087663,40,0.837135359219,-5.55944179581e-17,0.985715347134,1.40455087255,0.014494680674,-0.014494680674,-109.094025864,34.1737575938,28,-186.068968169,0.0,0.00980513723122,-120.280791195
4.01033260943,-256.076179828,0.746225951016,41,0.811922706613,1.29713017913e-16,0.970383087067,1.38887418287,0.0,1.29713017913e-16,-64.9256531745,35.1719727068,29,-184.017540162,0.0,0.0,-119.015390084
4.01033260943,-236.117694496,0.711297214746,43,0.762613236833,-6.77686208729e-17,0.970383087067,1.38887418287,0.0,-6.77686208729e-17,-22.6065575174,46.5578028306,30,-177.312524717,0.0,0.0,-116.388942541
4.01033260943,-240.278265318,0.732280354114,42,0.755980972598,-1.02340071759e-16,0.970383087067,1.38887418287,0.0,-1.02340071759e-16,-16.1898131886,44.6610638024,31,-180.64624883,0.0,0.0,-118.69477891
4.01033260943,-242.605205086,0.771726642368,41,0.799143346955,9.43205663013e-17,0.970383087067,1.38887418287,0.0,9.43205663013e-17,-81.7822007762,30.4317118407,32,-177.735566565,0.0,0.0,-116.709569745
4.01033260943,-235.207371135,0.748201636553,42,0.74028960907,1.2404360521e-16,0.970383087067,1.38887418287,0.0,1.2404360521e-16,-72.7969215683,40.4794983726,33,-171.314807533,0.0,0.0,-111.989797716
4.01033260943,-235.644711656,0.762471095642,41,0.820157478118,2.81677871347e-17,0.970383087067,1.38887418287,0.0,2.81677871347e-17,-63.8239202228,34.26290422,34,-181.487298182,0.0,0.0,-118.710530681
4.01033260943,-249.984971825,0.767424704651,43,0.699445769634,1.87421251448e-16,0.970383087067,1.38887418287,0.0,1.87421251448e-16,-27.2702996834,45.784006228,35,-164.045604134,0.0,0.0,-107.568588
4.01033260943,-217.008593856,0.757719980735,41,0.819157299886,1.62958347099e-17,0.970383087067,1.38887418287,0.0,1.62958347099e-17,-66.57150895,30.7644406836,36,-174.640694971,0.0,0.0,-114.216811875
4.01033260943,-251.559432568,0.774801176383,42,0.737646532956,5.68490983096e-17,0.970383087067,1.38887418287,0.0,5.68490983096e-17,-86.677004248,41.5154362482,37,-183.785804636,0.0,0.0,-120.668216739
4.01033260943,-257.993749859,0.745187863286,43,0.750004178871,2.78483249207e-16,0.970383087067,1.38887418287,0.0,2.78483249207e-16,-16.9584422497,48.97207,38,-174.448003222,0.0,0.0,-116.62969879
4.01033260943,-249.233794644,0.788932471823,41,0.790343965973,3.31692188437e-16,0.970383087067,1.38887418287,0.0,3.31692188437e-16,-109.301000315,32.8517487189,39,-187.131290946,0.0,0.0,-121.655655839
4.01033260943,-250.903971173,0.75776264898,43,0.68962745856,-6.12613103229e-17,0.970383087067,1.38887418287,0.0,-6.12613103229e-17,-44.319645814,50.4471153124,40,-176.42019415,0.0,0.0,-117.056374639
4.01033260943,-221.541063684,0.75839087785,43,0.752526230362,4.90614941369e-17,0.970383087067,1.38887418287,0.0,4.90614941369e-17,-40.9909809003,37.2553470307,41,-167.912366408,0.0,0.0,-112.078581477
4.01033260943,-238.618941372,0.763080391216,42,0.758868844561,6.55582333672e-17,0.970383087067,1.38887418287,0.0,6.55582333672e-17,-79.1001066488,41.0335260111,42,-171.697019169,0.0,0.0,-111.570101482
4.01033260943,-244.932380214,0.772751010224,41,0.742245755214,-4.23772488332e-17,0.970383087067,1.38887418287,0.0,-4.23772488332e-17,-63.5991472956,38.8195748146,43,-182.897317139,0.0,0.0,-120.231264609
4.01033260943,-248.098007322,0.790959860034,41,0.815378155585,-1.68455204726e-16,0.970383087067,1.38887418287,0.0,-1.68455204726e-16,-112.163652297,33.4794549295,44,-183.347720843,0.0,0.0,-120.405985033
4.01033260943,-254.283594131,0.748672786986,42,0.819715214131,-2.49201764875e-16,0.970383087067,1.38887418287,0.0,-2.49201764875e-16,-95.2915416155,32.3984795171,45,-188.405948901,0.0,0.0,-124.371941036
4.01033260943,-265.085450083,0.749845642759,43,0.69393697394,2.2753396475e-16,0.970383087067,1.38887418287,0.0,2.2753396475e-16,-63.857465939,42.7599212554,46,-163.294061417,0.0,0.0,-108.673320707
4.01033260943,-244.520181903,0.791785411341,41,0.755771648052,1.94822657105e-16,0.970383087067,1.38887418287,0.0,1.94822657105e-16,-90.290663582,36.1357197064,47,-178.678015615,0.0,0.0,-117.079982748
4.01033260943,-233.123481178,0.711800209243,43,0.707829022993,3.54909606737e-17,0.970383087067,1.38887418287,0.0,3.54909606737e-17,-29.4272460269,41.6983398394,48,-166.430144465,0.0,0.0,-109.437690727
4.01033260943,-239.767428267,0.787093478101,41,0.771623321568,1.1223115703e-16,0.970383087067,1.38887418287,0.0,1.1223115703e-16,-102.241901882,35.0742021689,49,-176.890559964,0.0,0.0,-115.648394504
4.01033260943,-232.687973278,0.786488610713,41,0.816965089275,-3.10209374528e-17,0.970383087067,1.38887418287,0.0,-3.10209374528e-17,-91.6493827738,32.3451694484,50,-186.504581087,0.0,0.0,-122.192227345
4.01033260943,-259.534819511,0.70871801418,42,0.799999217556,-9.92137402011e-17,0.970383087067,1.38887418287,0.0149909408468,-0.0149909408468,-29.6878632148,42.9153187607,51,-177.073258265,0.0,0.00919096772324,-116.304166348
4.0538566523,-233.669570771,0.751236206145,42,0.725347345002,-1.32736269785e-16,0.980914631255,1.39966868783,0.0,-1.32736269785e-16,-25.2892620769,44.9357247281,52,-163.44689248,0.0,0.0,-107.298308579
4.0538566523,-232.278777053,0.74751624439,42,0.776002841077,-4.43501428638e-17,0.980914631255,1.39966868783,0.0,-4.43501428638e-17,-54.6271531012,40.9365431995,53,-170.004473073,0.0,0.0,-112.203527019
4.0538566523,-246.533345854,0.740410500051,43,0.736595741175,-7.09324264631e-17,0.980914631255,1.39966868783,0.0,-7.09324264631e-17,-65.6580309215,41.1803645558,54,-176.463159484,0.0,0.0,-116.171146589
4.0538566523,-238.320420737,0.754268906715,44,0.61139309627,-6.30021796214e-17,0.980914631255,1.39966868783,0.0,-6.30021796214e-17,-47.5343227451,47.8764345665,55,-155.140268906,0.0,0.0,-103.328969224
4.0538566523,-235.200869539,0.761936795282,42,0.757370186393,-6.41434555306e-17,0.980914631255,1.39966868783,0.0,-6.41434555306e-17,-72.5956966114,39.7837888297,56,-168.429313263,0.0,0.0,-111.887457396
4.0538566523,-262.996196722,0.783584381683,41,0.772099116825,-1.43619047152e-16,0.980914631255,1.39966868783,0.0,-1.43619047152e-16,-88.9630694519,37.7756153123,57,-174.94623982,0.0,0.0,-115.59259462
4.0538566523,-255.56816038,0.762463822824,42,0.758772053133,-1.75745433532e-16,0.980914631255,1.39966868783,0.0,-1.75745433532e-16,-92.1464684038,34.6472046427,58,-164.155837998,0.0,0.0,-108.612422287
4.0538566523,-231.265124294,0.784449209915,41,0.793232506653,-1.1973586272e-16,0.980914631255,1.39966868783,0.0,-1.1973586272e-16,-86.7582757158,35.3106891407,59,-165.388118358,0.0,0.0,-108.916009087
4.0538566523,-232.275848831,0.753964936781,42,0.779519681434,3.67795727867e-17,0.980914631255,1.39966868783,0.0,3.67795727867e-17,-39.9573911009,41.0212816278,60,-165.411533793,0.0,0.0,-109.491831977
4.0538566523,-238.738485042,0.756766811576,43,0.716994383979,-2.94444537396e-16,0.980914631255,1.39966868783,0.0,-2.94444537396e-16,-49.5044566157,44.1020795219,61,-169.106162905,0.0,0.0,-110.752125671
4.0538566523,-238.325330331,0.75724658763,44,0.715665219116,-1.54030208332e-16,0.980914631255,1.39966868783,0.0,-1.54030208332e-16,-43.2537107126,47.3583274216,62,-161.920252471,0.0,0.0,-108.638716386
4.0538566523,-239.52433919,0.779451259879,42,0.736900428068,-9.32380989622e-17,0.980914631255,1.39966868783,0.0,-9.32380989622e-17,-60.0426112261,39.6242104378,63,-167.757295397,0.0,0.0,-111.298122816
4.0538566523,-250.3438265,0.771468717349,41,0.770606051776,4.55999225908e-17,0.980914631255,1.39966868783,0.0102296520266,-0.0102296520266,-112.61310115,33.7366757764,64,-174.985008544,0.0,0.00893212943677,-114.463550893
4.0410229989,-239.904451587,0.787560041763,42,0.732303114318,1.10675612686e-16,0.977809262843,1.39649787747,0.0,1.10675612686e-16,-75.9768055951,41.7170589783,65,-167.729478885,0.0,0.0,-109.705882036
4.0410229989,-236.619396048,0.777294085123,42,0.736420324706,1.78158772398e-16,0.977809262843,1.39649787747,0.0,1.78158772398e-16,-65.4770593737,44.7863440618,66,-166.324897846,0.0,0.0,-109.049530776
4.0410229989,-230.862181181,0.757429946725,43,0.711502494456,1.08731760304e-16,0.977809262843,1.39649787747,0.0,1.08731760304e-16,-69.1033488978,42.9792217448,67,-159.000033531,0.0,0.0,-106.854341287
4.0410229989,-243.647455313,0.752759517942,42,0.756794073202,-3.98678563017e-17,0.977809262843,1.39649787747,0.0,-3.98678563017e-17,-20.7806623694,50.1645412467,68,-166.221885027,0.0,0.0,-109.583490416
4.0410229989,-255.177068059,0.768887120717,43,0.751211697865,1.11049790034e-17,0.977809262843,1.39649787747,0.0,1.11049790034e-17,-18.6141895568,50.157121851,69,-167.842508709,0.0,0.0,-111.650388744
4.0410229989,-246.504297167,0.752376749279,44,0.684297134421,-2.31108771133e-16,0.977809262843,1.39649787747,0.0143790597484,-0.0143790597484,-44.0528449645,50.2126573742,70,-165.504408503,0.0,0.00919033314702,-109.140063566
4.00434111285,-249.224885996,0.769023004957,42,0.763601054185,2.34986696e-17,0.968933320299,1.38737905084,0.0,2.34986696e-17,-94.38184415,40.9789423829,71,-163.542062669,0.0,0.0,-108.967767834
4.00434111285,-219.406016338,0.777400570837,43,0.753258694209,1.15213373836e-16,0.968933320299,1.38737905084,0.0148901102601,-0.0148901102601,-26.1396501635,38.8100774681,72,-152.617363767,0.0,0.00962008039543,-102.559213943
4.05017809047,-224.607389355,0.752371787152,42,0.752473726081,2.26267982827e-16,0.980024526982,1.39876085311,0.0,2.26267982827e-16,-15.9166046126,47.0340950005,73,-165.087676886,0.0,0.0,-109.185425174
4.05017809047,-262.635974668,0.767663638586,42,0.707213709833,-1.46688286276e-16,0.980024526982,1.39876085311,0.0140830464141,-0.0140830464141,-55.3375983223,43.1285265865,74,-154.241276801,0.0,0.00973327948263,-102.56002896
4.0730122867,-255.570419173,0.752948992813,42,0.744146238786,1.81264835593e-16,0.985549733989,1.40438284528,0.0,1.81264835593e-16,-12.920177095,50.6088574639,75,-158.783210326,0.0,0.0,-104.584933813
4.0730122867,-213.045004109,0.737540919806,42,0.701766788496,-8.35208610458e-18,0.985549733989,1.40438284528,0.0,-8.35208610458e-18,-68.5498057519,40.4230712897,76,-152.386504869,0.0,0.0,-100.531567131
4.0730122867,-241.9756398,0.756944869858,43,0.755387048908,-1.00076921906e-16,0.985549733989,1.40438284528,0.0163729537519,-0.0163729537519,-53.5208400819,39.8464784036,77,-151.448577014,0.0,0.0093834994698,-102.030047896
4.01729917192,-226.012004512,0.773824324442,42,0.771168202277,-1.13366872825e-16,0.97206879124,1.39060982906,0.0,-1.13366872825e-16,-61.9681564068,38.7011186557,78,-151.881430277,0.0,0.0,-101.87543848
4.01729917192,-227.353084308,0.739855248477,43,0.73652219355,-9.561081427e-17,0.97206879124,1.39060982906,0.0,-9.561081427e-17,-68.9080536282,35.4097426415,79,-157.504984563,0.0,0.0,-106.137127225
4.01729917192,-237.02168887,0.764339578425,42,0.754157559741,1.68148965309e-16,0.97206879124,1.39060982906,0.0,1.68148965309e-16,-30.2934801111,47.8944520935,80,-153.701652435,0.0,0.0,-102.825170993
4.01729917192,-214.786127705,0.785940697784,43,0.771146460165,1.64465391197e-16,0.97206879124,1.39060982906,0.0156288159727,-0.0156288159727,-54.7220818471,38.5440336793,81,-156.860806255,0.0,0.00851295732355,-106.241536352
3.98508417,-223.077849739,0.710560371785,43,0.720365095225,1.00488351168e-16,0.964273703884,1.38255843373,0.0,1.00488351168e-16,-12.5522938922,45.2453131616,82,-145.152157331,0.0,0.0,-96.6807756684
3.98508417,-228.534007716,0.707940267683,44,0.713647926335,-1.31608669003e-16,0.964273703884,1.38255843373,0.0,-1.31608669003e-16,-18.3122154621,41.5988486082,83,-143.350142457,0.0,0.0,-96.0331957888
3.98508417,-225.370426656,0.768637527102,43,0.724418421559,-5.13858836335e-17,0.964273703884,1.38255843373,0.0,-5.13858836335e-17,-49.696923562,44.7919386094,84,-147.240433418,0.0,0.0,-98.6155454187
3.98508417,-234.480423201,0.759992603014,42,0.777866315189,-2.53193282694e-16,0.964273703884,1.38255843373,0.0,-2.53193282694e-16,-46.7447052247,37.6631682532,85,-157.857457934,0.0,0.0,-105.147784367
3.98508417,-231.925818667,0.745680332998,44,0.694234584663,8.9033849443e-17,0.964273703884,1.38255843373,0.0,8.9033849443e-17,-8.1598892425,47.3769150833,86,-146.61881605,0.0,0.0,-97.6277099656
3.98508417,-233.79961622,0.760272752529,42,0.782243244598,3.41775612909e-17,0.964273703884,1.38255843373,0.0,3.41775612909e-17,-57.9035477943,36.8972192069,87,-156.394000337,0.0,0.0,-105.120074049
3.98508417,-230.196643992,0.709183739381,44,0.748297822545,-1.73315111578e-16,0.964273703884,1.38255843373,0.0,-1.73315111578e-16,-47.6188844793,38.7636164601,88,-145.663367958,0.0,0.0,-98.8272862332
3.98508417,-245.623839035,0.742039085315,43,0.766584401353,-1.40267603507e-16,0.964273703884,1.38255843373,0.0,-1.40267603507e-16,-38.156887859,48.3741413433,89,-163.044761581,0.0,0.0,-107.544120814
3.98508417,-225.126178213,0.776950915134,44,0.74341502148,-2.69563667521e-17,0.964273703884,1.38255843373,0.0,-2.69563667521e-17,-12.2198336699,43.8781086459,90,-155.572160136,0.0,0.0,-104.909785342
3.98508417,-221.231173161,0.728658550296,44,0.683385268862,-8.32325029559e-17,0.964273703884,1.38255843373,0.0,-8.32325029559e-17,-21.2126937769,44.6347394106,91,-145.420118661,0.0,0.0,-98.1854187866
3.98508417,-225.658308691,0.7179259228,44,0.712275063337,-6.50156435454e-17,0.964273703884,1.38255843373,0.0,-6.50156435454e-17,-42.6856734117,46.047529405,92,-145.375715306,0.0,0.0,-98.3761122403
3.98508417,-226.256926726,0.740284132024,43,0.7323831308,-1.70036509297e-16,0.964273703884,1.38255843373,0.0164091303249,-0.0164091303249,-32.6397787414,44.4829550328,93,-157.821147112,0.0,0.00934271287682,-104.777520527
3.95650481412,-241.101673849,0.75392389694,43,0.684881197725,-1.45733720917e-16,0.957358336435,1.37536101283,0.0,-1.45733720917e-16,-33.872560106,45.854054908,94,-144.579738861,0.0,0.0,-97.2266461839
3.95650481412,-216.199601674,0.745313694098,42,0.726637470914,4.48989276758e-17,0.957358336435,1.37536101283,0.0160729056916,-0.0160729056916,-31.2279375998,42.9460917105,95,-154.781025845,0.0,0.00852634338105,-101.929430572
3.98709389069,-228.963896999,0.776934261461,42,0.782544865893,-8.17923180565e-17,0.964759997455,1.38306261733,0.0168519647271,-0.0168519647271,-53.1209554323,38.2202419668,96,-152.518305825,0.0,0.0096372242859,-101.880026499
3.90174545567,-200.688429693,0.727413828492,42,0.769607284102,3.9455112425e-18,0.944108174798,1.36142400575,0.0,3.9455112425e-18,-18.4653188053,41.182837234,97,-139.065393579,0.0,0.0,-93.0265219998
3.90174545567,-209.363526404,0.745420512826,42,0.769957733718,6.13529868104e-17,0.944108174798,1.36142400575,0.0,6.13529868104e-17,-25.1768301621,40.9583955132,98,-143.469920699,0.0,0.0,-95.741261744
3.90174545567,-238.590088605,0.767027571253,43,0.742966846541,-8.03595222864e-18,0.944108174798,1.36142400575,0.0,-8.03595222864e-18,-57.3096594064,45.1294290999,99,-142.481358645,0.0,0.0,-94.993400141
3.90174545567,-206.270333206,0.767750449243,42,0.785226132558,2.52413196184e-16,0.944108174798,1.36142400575,0.0160360807388,-0.0160360807388,-55.408774704,35.2211360483,100,-138.305652201,0.0,0.00998590404433,-93.0497259111
3.94194123165,-235.970495991,0.730020842796,43,0.71218687012,-1.20875050177e-16,0.953834375835,1.37167330036,0.0154613460909,-0.0154613460909,-33.8634690403,43.899321389,101,-143.652248756,0.0,0.00974156657626,-95.6241438509
3.89115877972,-230.241472788,0.758705104062,44,0.724535957585,-3.92067954178e-17,0.941546509148,1.35870700009,0.0,-3.92067954178e-17,-34.8490523783,43.8082665832,102,-140.361376742,0.0,0.0,-93.3963797057
3.89115877972,-201.054668507,0.747264592638,45,0.73196679591,-4.58560773654e-16,0.941546509148,1.35870700009,0.0166677490121,-0.0166677490121,-14.008211454,45.7789778316,103,-138.570321467,0.0,0.00927555615644,-92.1438878648
3.9459377272,-214.243027881,0.750758845858,46,0.654142253966,1.78006841955e-16,0.954801410758,1.37268662623,0.0181797198811,-0.0181797198811,-25.858517723,42.0069632036,104,-118.680450391,0.0,0.00989669866354,-82.2095421479
3.90954304926,-204.171094052,0.735066754159,46,0.671728546944,5.19723153403e-17,0.945994964168,1.36342049997,0.0,5.19723153403e-17,-27.1679120113,44.64501989,105,-121.685956421,0.0,0.0,-83.8218749594
3.90954304926,-191.087736288,0.744291010236,44,0.704406189209,-2.76518810616e-18,0.945994964168,1.36342049997,0.0,-2.76518810616e-18,-12.3436336796,41.2943418872,106,-126.810181713,0.0,0.0,-85.9795809136
3.90954304926,-228.288781145,0.764049347143,43,0.706916222187,1.45339039503e-16,0.945994964168,1.36342049997,0.0,1.45339039503e-16,-31.345097637,50.1121462377,107,-132.740380137,0.0,0.0,-88.3686825755
3.90954304926,-221.63784319,0.75051714246,43,0.725786940741,8.53570470055e-17,0.945994964168,1.36342049997,0.0,8.53570470055e-17,-2.75116220811,44.8664672656,108,-130.668016849,0.0,0.0,-88.184653481
3.90954304926,-212.714678727,0.759376479709,46,0.726612276233,-2.44546052833e-16,0.945994964168,1.36342049997,0.0,-2.44546052833e-16,-8.99897390807,50.7974423077,109,-128.920448975,0.0,0.0,-87.3424571318
3.90954304926,-207.318310342,0.766928942882,45,0.698782185225,-9.54455453502e-17,0.945994964168,1.36342049997,0.0,-9.54455453502e-17,-32.947441485,46.8994350031,110,-127.642773987,0.0,0.0,-85.8284378435
3.90954304926,-208.520409483,0.765072570402,42,0.78622751851,-2.90082668791e-17,0.945994964168,1.36342049997,0.0187909197122,-0.0187909197122,-44.8842408946,35.3825839029,111,-138.329652561,0.0,0.00968882731447,-93.3353774995
3.96689163329,-212.144334715,0.718897617601,44,0.660055940629,6.76026891232e-18,0.959871642597,1.37798282412,0.0,6.76026891232e-18,-30.5580004529,40.1288349943,112,-132.520477844,0.0,0.0,-88.1718581893
3.96689163329,-205.318320955,0.747647161735,45,0.718961023404,-1.04822248341e-16,0.959871642597,1.37798282412,0.0,-1.04822248341e-16,-31.2462980165,43.0144541315,113,-118.393507191,0.0,0.0,-81.5386768729
3.96689163329,-208.568230497,0.717012247894,44,0.62947999377,3.72534215304e-17,0.959871642597,1.37798282412,0.0,3.72534215304e-17,-55.370181525,45.3698857653,114,-123.773491099,0.0,0.0,-82.3249404376
3.96689163329,-203.830085224,0.740708642648,43,0.747744605581,-2.38713971077e-17,0.959871642597,1.37798282412,0.0,-2.38713971077e-17,-45.4572414814,39.4508018424,115,-121.717573133,0.0,0.0,-82.5030309093
3.96689163329,-202.706884845,0.751051977151,43,0.725217807452,-1.72573527144e-18,0.959871642597,1.37798282412,0.0,-1.72573527144e-18,-31.3706017078,39.0438749354,116,-129.772877846,0.0,0.0,-86.8967456082
3.96689163329,-196.489507871,0.722433017627,45,0.694942528392,2.72349873267e-17,0.959871642597,1.37798282412,0.0,2.72349873267e-17,-12.3235517051,42.0343350068,117,-128.106002548,0.0,0.0,-87.0487080542
3.96689163329,-202.077662848,0.775481920414,42,0.760601909668,1.10801801365e-17,0.959871642597,1.37798282412,0.0170542337549,-0.0170542337549,-56.2263020374,33.5445427758,118,-142.608707366,0.0,0.00976123965146,-95.1606613335
3.9682778052,-194.165535504,0.746543570998,47,0.650956142656,-1.551206431e-16,0.960207055618,1.37833219836,0.0149239926328,-0.0149239926328,-9.85229543601,47.7825351039,119,-116.422985933,0.0,0.00994242668522,-79.2589065068
4.00558984055,-201.169148237,0.722005178755,46,0.688482728572,-2.40575674134e-16,0.969235475845,1.38769084572,0.0,-2.40575674134e-16,-20.5223860501,42.1619717435,120,-117.340310138,0.0,0.0,-79.9554356914
4.00558984055,-179.838442453,0.701206052398,45,0.669339323424,1.28243218206e-16,0.969235475845,1.38769084572,0.0177249337141,-0.0177249337141,-19.704918174,36.8887320991,121,-118.144593413,0.0,0.00915511193425,-80.6125658449
3.94895453111,-201.402526357,0.741813007055,44,0.731822164462,-1.52738435992e-16,0.955531388986,1.37345086821,0.0,-1.52738435992e-16,-31.4081381863,40.8274096072,122,-121.881559051,0.0,0.0,-83.2366569647
3.94895453111,-198.062025355,0.754304480614,44,0.722095361133,-1.51226919466e-16,0.955531388986,1.37345086821,0.0,-1.51226919466e-16,-31.6414740565,40.7024290208,123,-125.93845393,0.0,0.0,-85.8279623047
3.94895453111,-215.049953874,0.683054595496,46,0.665297867243,-1.14620498422e-16,0.955531388986,1.37345086821,0.0141470071708,-0.0141470071708,-17.8345101396,41.1977635605,124,-111.52749191,0.0,0.00949984842613,-77.3048595672
3.95185000852,-201.481373223,0.741693176009,45,0.740841028352,7.63883214328e-17,0.956232009752,1.37418382586,0.0,7.63883214328e-17,-39.6928616713,39.3077117778,125,-116.664908179,0.0,0.0,-80.5899623591
