MaxReturn,AverageDiscountedReturn,ExplainedVariance,StdReturn,Perplexity,Entropy,NumTrajs,AbsLearnSignal,MinReturn,AverageReturn,MeanKL,Iteration,LossAfter,dLoss,MeanKLBefore,LossBefore,AveragePolicyStd
-44.9286856825,-83.6598068207,0.763227497344,35.4887769994,3.72641037727,1.31544540494,44,0.757413177291,-184.516505841,-120.978919564,0.00739206566426,21,-0.0141909147946,0.0141909147946,0.0,-3.28577532751e-17,0.901682218843
-31.8002249326,-84.8619691563,0.698195001846,38.3961160139,3.74410692895,1.32018311829,44,0.753603242949,-193.864265149,-123.375015818,0.00641100400825,22,-0.0142657014756,0.0142657014756,0.0,-6.71373805452e-17,0.905964266275
-9.61002607247,-75.7379784287,0.728616090437,38.5977898089,3.68570803801,1.30446264776,45,0.743888970622,-184.723455083,-108.24738514,0.00801765345291,23,-0.0099128336911,0.0099128336911,0.0,-5.71050357716e-17,0.891833444323
-36.1731482771,-86.9815574621,0.674841146036,42.009388202,3.6029817599,1.28176176928,45,0.730814136226,-192.839246127,-125.56883824,0.00933345828699,24,-0.0153187584224,0.0153187584224,0.0,-1.15673163247e-16,0.871816106873
-33.3068333067,-76.7537770673,0.615266465055,35.2895865457,3.60301326849,1.28177051438,44,0.717310744615,-172.515974959,-112.377186198,0.00978794433385,25,-0.0190038031457,0.0190038031457,0.0,-1.7663897499e-16,0.871823731028
-27.883791351,-75.1127892964,0.655549039781,36.3332387317,3.60152584643,1.2813576019,46,0.747738789564,-165.617506938,-108.394112267,0.00811414753868,26,-0.0144886761612,0.0144886761612,0.0,-4.25722557344e-17,0.871463818436
-46.3746776344,-78.7459509592,0.74863004761,33.998521704,3.54950351661,1.26680773923,45,0.736245242588,-203.558832564,-113.058090111,0.00991006427651,27,-0.0098609905782,0.0098609905782,0.0,-1.63498549799e-16,0.858875937598
-26.2909022907,-79.5600107084,0.645861128695,42.4544382802,3.54818724784,1.26643683866,47,0.732349979827,-190.060102817,-113.144045162,0.00847032739553,28,-0.0179141304454,0.0179141304454,0.0,5.0134237151e-17,0.85855743909
-27.6758719201,-75.0917219365,0.639545555678,38.3182701895,3.556816352,1.26886586161,48,0.750238886191,-171.721574246,-108.293795893,0.00651796182619,29,-0.013836949451,0.013836949451,0.0,1.66642299088e-16,0.860645429676
-22.49451166,-70.1054320712,0.594704323778,41.3682763273,3.52418519171,1.25964925826,47,0.697877735135,-195.574316957,-100.028513958,0.00669780357752,30,-0.0134843030565,0.0134843030565,0.0,6.45484804651e-17,0.852749644177
-29.9851534888,-73.8896499703,0.567797590558,45.7184226965,3.51760711812,1.25778096246,46,0.744244972598,-199.538775996,-108.314881642,0.0096617359161,31,-0.0187024483095,0.0187024483095,0.0,-1.81102734629e-16,0.851157942946
-26.0596308888,-77.5847266444,0.717303540481,32.5369873563,3.50273815623,1.25354499299,45,0.766809180369,-163.313595448,-112.019393048,0.0077132602464,32,-0.0125142512609,0.0125142512609,0.0,-7.97237529265e-17,0.847560089464
-10.8396998017,-72.3528376166,0.624803511584,39.9658566445,3.47124454049,1.24451318686,49,0.741705104483,-170.017799179,-101.250783438,0.00651904459704,33,-0.014693800114,0.014693800114,0.0,-1.06448078811e-16,0.839939556446
-23.2913718773,-74.454352982,0.63419398757,44.6094099729,3.47645028623,1.24601174051,46,0.740912596539,-191.834987151,-108.728181524,0.00724389326074,34,-0.0164338284234,0.0164338284234,0.0,6.24465912308e-17,0.841199194514
-27.5220380984,-70.2609017494,0.588865261962,30.4261013264,3.46693067047,1.24326966952,47,0.715910744606,-166.563874918,-96.3880304663,0.00795257989191,35,-0.0126694362795,0.0126694362795,0.0,-1.64098268595e-16,0.83889572619
-11.2515017623,-77.2733329304,0.641345393112,41.1666322187,3.45629981364,1.24019859881,46,0.780123684197,-164.839979193,-111.598955128,0.00693383582685,36,-0.0143774119778,0.0143774119778,0.0,4.66293670343e-17,0.836323370063
-12.1335566862,-73.2987848887,0.67131952849,39.2602718568,3.43425340944,1.233799554,46,0.766738916753,-173.255756008,-104.90078072,0.0088889441379,37,-0.0125334420149,0.0125334420149,0.0,-8.93722604592e-17,0.830988785665
-42.8687135883,-77.8641374216,0.669167472404,29.1055488889,3.39236306069,1.2215267466,43,0.752086467115,-148.623533115,-115.787802746,0.00844521115945,38,-0.0150956083375,0.0150956083375,0.0,-2.10773788278e-16,0.820852547627
-19.9531401547,-77.8557665211,0.668974310812,35.6696521811,3.39287072297,1.22167638398,45,0.742395299711,-181.50168316,-111.332712258,0.00654819978309,39,-0.0124788805896,0.0124788805896,0.0,-5.08440415827e-17,0.820975387036
-39.0349775601,-78.6258124975,0.646595776606,39.450432177,3.41165798878,1.22719838685,45,0.79053655308,-209.30157233,-114.394470576,0.00901080834476,40,-0.0183884997768,0.0183884997768,0.0,-2.51750792004e-16,0.825521355356
-17.5146267735,-73.1914348007,0.575764074721,37.0565425313,3.39399470507,1.22200760673,48,0.726591093074,-166.779159691,-101.442031028,0.00681324639388,41,-0.0129962775623,0.0129962775623,0.0,-7.70641699989e-18,0.8212473578
-8.02809560887,-68.2896501656,0.522383372053,45.4172240318,3.4217439609,1.23015035119,49,0.712017964989,-224.7863399,-96.2297998536,0.00725978103724,42,-0.0138092217167,0.0138092217167,0.0,1.29380105556e-16,0.827961865338
-16.8619620943,-72.3469649373,0.577437649229,38.780538383,3.39912858651,1.22351910069,48,0.772139052089,-160.916729714,-101.449032184,0.00653409562297,43,-0.0136518477991,0.0136518477991,0.0,2.51900040569e-16,0.822489606813
-8.66842340242,-69.3452695603,0.563676879615,43.4258840656,3.44631634088,1.23730593334,50,0.744619856942,-167.861295897,-97.8657204788,0.00637958120619,44,-0.0124899335972,0.0124899335972,0.0,4.17470310823e-17,0.833907661926
-38.3432772292,-74.5217417891,0.617124439611,33.8418692617,3.38590512782,1.21962126436,46,0.757037930651,-183.730625327,-105.697008355,0.00971046800976,45,-0.0164150949489,0.0164150949489,0.0,7.20248286819e-17,0.819289916931
-26.9908173361,-64.7290741936,0.531877443617,36.2118966975,3.38417961337,1.21911151757,49,0.737721953881,-167.641594496,-89.4863978124,0.00670030005802,46,-0.0161669002344,0.0161669002344,0.0,1.33694514911e-16,0.818872392949
-32.7108678973,-71.9711440405,0.605702087291,36.3849787365,3.35206517579,1.20957662628,47,0.78506409471,-156.160684717,-101.464197621,0.00910364551119,47,-0.0159784036192,0.0159784036192,0.0,1.60905086472e-16,0.811101639222
-39.9749882103,-70.314631898,0.689722382033,33.6061635259,3.35691006728,1.21102092803,48,0.751202567392,-162.709637818,-97.3006562257,0.00930345760745,48,-0.0167162575441,0.0167162575441,0.0,1.07165241717e-16,0.812273961126
-21.8642953693,-72.8312594991,0.659401619832,32.6308407757,3.36397274961,1.21312264149,46,0.757935507667,-177.568601507,-102.948295494,0.00521767889982,49,-0.00978919049721,0.00978919049721,0.0,1.40563889031e-16,0.813982923487
-8.47762265736,-65.8385448716,0.558965144915,41.2096352288,3.37144001601,1.21533995755,53,0.76770817435,-181.844024555,-91.4170822142,0.00669178379712,50,-0.0136684896415,0.0136684896415,0.0,-6.01822445647e-17,0.815789783346
-22.1906715261,-66.8669432234,0.602701600134,35.6994494602,3.34126582249,1.20634972396,50,0.779713695186,-143.661689329,-93.4069587971,0.00716550299615,51,-0.013789251012,0.013789251012,0.0,-4.16643945018e-17,0.808488511879
-24.2640061019,-71.3298900198,0.610589230599,36.5282523697,3.3485848674,1.20853782895,46,0.744110955175,-188.501451983,-101.832439124,0.00811119669713,52,-0.0156695258485,0.0156695258485,0.0,-2.62766642957e-16,0.810259506478
-9.60857162918,-70.2782106296,0.611452039484,36.5238406863,3.32769769829,1.20228068298,49,0.775230021022,-155.120634772,-99.872010751,0.00944368616965,53,-0.0144986291532,0.0144986291532,0.0,1.94143421743e-18,0.805205423036
-13.7755178699,-66.351820829,0.622723525349,35.2852576831,3.35078349635,1.209194198,48,0.753003860734,-154.390002232,-93.6332114156,0.0096461746249,54,-0.0120171852218,0.0120171852218,0.0,-1.020264242e-17,0.810791510318
-19.1651091722,-66.9725980047,0.635663963659,35.3439383741,3.33001560862,1.20297699125,48,0.728448983243,-177.508961023,-93.4521924119,0.00667599350227,55,-0.0148270840117,0.0148270840117,0.0,-2.11843177387e-16,0.805766289478
-8.94641819534,-67.9087607735,0.536378743326,41.9453454882,3.31908762421,1.19968993318,53,0.776150216717,-177.258833406,-94.039695162,0.00816879111373,56,-0.0167210792392,0.0167210792392,0.0,1.80311450813e-17,0.803122037174
-26.2827097206,-71.7704046059,0.57644004474,39.0387417595,3.33350695965,1.20402489087,46,0.751322115499,-222.290312497,-102.342052404,0.00969338615997,57,-0.0158503140439,0.0158503140439,0.0,4.62706335343e-17,0.806611094217
-21.319209935,-67.8092199457,0.505208031049,36.0534043481,3.25093842936,1.17894370216,48,0.787955874738,-156.319262303,-97.5661291409,0.00652676823629,58,-0.0145015805407,0.0145015805407,0.0,5.05868855302e-17,0.78663192712
-15.5445415568,-65.269212564,0.466577227355,37.9845537792,3.24574197021,1.17734397431,53,0.77381270231,-174.064156852,-91.2018763329,0.00624799689747,59,-0.0111724419751,0.0111724419751,0.0,5.48854435722e-18,0.785374536134
-22.1091040348,-65.7738432827,0.531865270721,35.8790410676,3.23409054563,1.17374775879,50,0.797568158621,-160.976607559,-92.7065268154,0.00997211862998,60,-0.0169018962718,0.0169018962718,0.0,-1.11605402791e-16,0.782555232486
-27.8327831251,-69.8273753137,0.581471129893,35.2664158514,3.19904607823,1.16285266481,49,0.779398089753,-181.303894654,-96.7568856363,0.00652487007147,61,-0.0126554349796,0.0126554349796,0.0,4.83795102745e-17,0.77407549732
-15.4339626948,-72.111441605,0.636135944651,38.5535785376,3.16251308103,1.15136699034,48,0.754677091378,-177.888072639,-101.445160354,0.006688606777,62,-0.0152741814559,0.0152741814559,0.0,1.16502091174e-16,0.765235581518
-11.4537867475,-66.5385715352,0.52516730909,38.4673126081,3.14755189859,1.14662497563,50,0.76680856299,-149.051760744,-94.2148395396,0.00971321448113,63,-0.0176091006699,0.0176091006699,0.0,2.00981961422e-16,0.761615413364
-11.4463564677,-70.1102934017,0.588133118008,38.5774327934,3.14866404481,1.14697825012,49,0.762312737901,-191.356251411,-98.2241096902,0.00687036715258,64,-0.0141096878256,0.0141096878256,0.0,-1.27426470594e-17,0.761884520189
-32.4945978172,-71.3089090916,0.602670022627,36.373659753,3.1050492247,1.13302956862,50,0.790901180589,-187.751340167,-100.047735108,0.00656445961523,65,-0.0129951669314,0.0129951669314,0.0,-1.44825864841e-16,0.751331010568
-15.9251737392,-68.4656032033,0.671609703735,37.4499896836,3.04017503019,1.11191508948,50,0.764724320034,-148.380401669,-94.8466741041,0.00663454719631,66,-0.0183833210158,0.0183833210158,0.0,5.87506743991e-17,0.73563335472
-11.4431776309,-65.0223318579,0.526773223898,34.8974777143,3.02483615657,1.1068569269,55,0.771149369193,-155.565336226,-88.0817975544,0.00654346804908,67,-0.0152713773761,0.0152713773761,0.0,-1.04148707709e-16,0.731921796358
-6.68138495439,-65.1666643879,0.603548038855,34.93069493,3.06803265165,1.1210365261,52,0.772469007094,-146.585015812,-90.032768718,0.00963431199048,68,-0.018640724222,0.018640724222,0.0,-8.53681814412e-17,0.742374083568
-16.0819402624,-68.8434801129,0.591896582666,42.8746725245,3.09831957418,1.13085989167,49,0.789834302271,-174.391542895,-99.6373204486,0.00874063186173,69,-0.019863272996,0.019863272996,0.0,-2.14596170386e-16,0.749702632156
-51.3073153766,-72.0682819508,0.649927880883,33.2526658228,3.06049363572,1.11857622182,47,0.772825110504,-160.179823645,-101.820596775,0.00689866751497,70,-0.0128519925625,0.0128519925625,0.0,-1.1860891834e-16,0.740549862422
-3.02545960169,-61.2012662274,0.467155169211,40.1745044002,3.08106170607,1.12527424735,57,0.749213018327,-186.714654283,-82.9094136058,0.00643281191105,71,-0.012805892991,0.012805892991,0.0,-2.22971380836e-17,0.745526733306
-34.8789707738,-62.9207897105,0.523349453,30.4847402021,3.03888147292,1.11148951117,50,0.772918499785,-142.571395724,-86.7651945301,0.00703309283908,72,-0.0150200824492,0.0150200824492,0.0,-2.2441616926e-16,0.735320351731
-18.8636509612,-59.8516841258,0.533510086286,37.7030303955,3.06060096437,1.11861129027,53,0.769031275481,-159.90306666,-83.3408473607,0.00662247152138,73,-0.014113857815,0.014113857815,0.0,1.63405111187e-16,0.740575832814
-18.8478211999,-61.5510803686,0.497621429316,34.8298652846,3.00838832618,1.10140449555,53,0.76334410305,-153.068415191,-83.9698438755,0.00697120920772,74,-0.0150109478542,0.0150109478542,0.0,8.76289070502e-17,0.727941902921
-15.5486946965,-63.4135837274,0.547918226525,39.1752422164,2.98200906078,1.09259725483,53,0.770884718603,-193.240014318,-86.6781230639,0.00686749905808,75,-0.0161595303637,0.0161595303637,0.0,3.13497686503e-16,0.72155889296
-18.2514088875,-67.2781822677,0.546033444376,43.8941619748,2.97608848941,1.09060985087,54,0.779891873464,-192.582856841,-93.4931740634,0.00686830027604,76,-0.013778812871,0.013778812871,0.0,2.03742413479e-16,0.720126288015
-10.006651357,-57.5222145859,0.468278143366,39.0819324417,2.92385962397,1.07290453252,58,0.787573472271,-161.000267043,-78.4618764526,0.00999932940178,77,-0.0163959827186,0.0163959827186,0.0,-1.88787306214e-17,0.707488431603
-18.9819919989,-65.3972320663,0.56420465822,38.7150269383,2.88077948457,1.05806091189,53,0.762767805876,-177.529047656,-89.755585971,0.00667617677258,78,-0.0173932346745,0.0173932346745,0.0,-1.32515823416e-16,0.697064299062
-15.831530911,-56.3025764596,0.469455046563,38.1696792955,2.83477403713,1.04196222929,58,0.766138991233,-146.529868106,-76.6857485507,0.00706444820596,79,-0.0174438373153,0.0174438373153,0.0,4.40872779509e-17,0.685932327612
-24.4546766283,-63.4662336489,0.570451277189,36.3384202288,2.82229163586,1.03754919177,52,0.780099465009,-172.924092774,-87.7688642756,0.00650936868502,80,-0.015368049288,0.015368049288,0.0,5.70144074192e-17,0.682911951933
-10.1199808181,-58.8268751385,0.536326062974,36.4889235546,2.79948922728,1.02943698171,56,0.777768431185,-143.060915503,-81.2120825142,0.00991046071089,81,-0.0191474684381,0.0191474684381,0.0,-6.89467966268e-17,0.677394436607
-20.8766166149,-61.583662415,0.442003990581,36.5441223825,2.80528979295,1.03150684663,55,0.711958901475,-223.587167619,-83.6755801725,0.00645621229295,82,-0.0195434823043,0.0195434823043,0.0,2.58001925977e-17,0.678798003686
-24.4852175108,-65.4721954515,0.632797912516,33.8706690178,2.7667176848,1.01766166625,52,0.800769026414,-146.930939174,-89.6913418136,0.00959767171275,83,-0.0149538228475,0.0149538228475,0.0,-6.46113399577e-17,0.669464682731
-12.0179668425,-57.199590973,0.540888807116,36.1821409324,2.70991186597,0.996916112581,58,0.78917802988,-151.266597115,-76.3211763191,0.00679241532547,84,-0.0147838497125,0.0147838497125,0.0,6.19247902181e-18,0.655719337592
-13.9660710301,-59.0072898381,0.54180037387,34.2264215316,2.66661105814,0.980808399596,57,0.770147343799,-157.528381296,-79.3806099729,0.00718334719589,85,-0.0140328917442,0.0140328917442,0.0,1.425823593e-18,0.645241809748
-26.5848594226,-63.1932660088,0.53556722641,35.3097718435,2.64478318014,0.972589088468,54,0.792239652081,-156.765193236,-85.925066001,0.00983484023347,86,-0.0183028255705,0.0183028255705,0.0,-1.06236620605e-16,0.639960102295
-10.8121525807,-58.0330783207,0.531757763706,41.6207895887,2.56365455071,0.941433799368,56,0.788059687227,-147.67481604,-80.3444829872,0.00637308493207,87,-0.0151580248136,0.0151580248136,0.0,-1.37571113921e-16,0.620329349051
-16.1054780024,-58.5673880757,0.543496305361,34.7195848878,2.53442311102,0.929966041529,57,0.764687040945,-150.63092044,-77.9545434224,0.00664437454008,88,-0.0141632864721,0.0141632864721,0.0,-3.44699657347e-16,0.613256196412
-10.0670309804,-52.5895597303,0.535805621642,34.6301421633,2.48688137536,0.911029465799,61,0.774054446327,-152.215719117,-69.1054847019,0.00677796280726,89,-0.0119692725516,0.0119692725516,0.0,-1.12657837006e-16,0.601752488189
-10.0180122883,-55.6205042855,0.517052237573,33.480264664,2.46344358556,0.901560202621,58,0.773673412508,-137.506022286,-73.9001628546,0.0085454034852,90,-0.0168281031756,0.0168281031756,0.0,6.4506268403e-17,0.59608122921
-18.0202776044,-59.8120363428,0.483608892526,41.0254610064,2.45570244651,0.898412849245,58,0.79951680964,-163.761115889,-80.8278079165,0.00638854760398,91,-0.0153184897361,0.0153184897361,0.0,2.81133596654e-16,0.594208100186
-11.9866043058,-59.6019486485,0.562467823515,37.6606160983,2.39973566586,0.875358592065,56,0.747742463943,-166.114260412,-80.1830622086,0.00647863499136,92,-0.0134061983921,0.0134061983921,0.0,2.90895505963e-16,0.580665777724
-22.4196896081,-57.0186565347,0.47876662049,35.1511653586,2.35483276481,0.856469712129,60,0.781026880622,-160.210163232,-75.8484690169,0.00659653524308,93,-0.010943496363,0.010943496363,0.0,1.7534474754e-16,0.569800590224
-21.9581568886,-62.1627259767,0.511931888975,34.6503137333,2.29409850315,0.830339957256,57,0.800707601917,-143.943947239,-85.0254677571,0.00682859646894,94,-0.0153466575197,0.0153466575197,0.0,-1.61654995116e-16,0.555104676924
-11.8774431275,-53.1221788455,0.19870503906,35.3722629931,2.22329322098,0.798989529557,64,0.702067839093,-198.293831989,-68.3749823143,0.00965712254704,95,-0.0196226707319,0.0196226707319,0.0,-9.41139685085e-17,0.537971871498
-17.4419771567,-58.9055262757,0.580857030488,31.8389547145,2.21877621776,0.796955790629,56,0.746134349322,-151.912033415,-77.5464096402,0.00982713803558,96,-0.0214564553421,0.0214564553421,0.0,-1.68262645797e-16,0.536878888958
-10.820049615,-60.1369475051,0.455422468479,36.7581377582,2.22135360655,0.798116742751,59,0.804980406148,-137.579539555,-80.583726877,0.00909833811169,97,-0.0181703277207,0.0181703277207,0.0,3.10319387966e-17,0.537502541589
-3.83027225982,-58.6339898807,0.475771496916,36.8063449616,2.22352392349,0.799093290297,60,0.724756660407,-193.843711494,-76.4980484351,0.00814179358466,98,-0.018203226603,0.018203226603,0.0,2.94051671627e-17,0.538027694754
-12.1387680895,-59.1642665982,0.511958210289,44.5033300367,2.18748255069,0.782751362392,59,0.718607080184,-215.458644883,-79.1413805753,0.00679761994826,99,-0.0164500534149,0.0164500534149,0.0,-1.25296986182e-16,0.529306737665
-24.2303001226,-58.6499866065,0.456069235627,38.7251792095,2.14579072751,0.763508121984,59,0.766698686196,-218.327259468,-78.501641239,0.00689961981817,100,-0.0175788880115,0.0175788880115,0.0,-4.3198268864e-18,0.519218537002
-12.7951347064,-60.1297867462,0.626145231829,36.725562576,2.096643455,0.740337711236,60,0.723347315316,-222.924133067,-78.2881255153,0.00651460164127,101,-0.0162771852063,0.0162771852063,0.0,9.33080164716e-17,0.507326335865
-23.1983272596,-57.84740135,0.44243869907,34.8466361393,2.07868008015,0.731733115434,63,0.757876478781,-183.98204526,-74.7080928697,0.00665013619216,102,-0.016985615397,0.016985615397,0.0,-7.32039484364e-17,0.502979725038
-10.9468274524,-54.5563674045,0.439466367048,35.8462935961,2.01737853807,0.701798915172,65,0.761184105074,-141.336078049,-71.0520755182,0.00691058548197,103,-0.0158952589147,0.0158952589147,0.0,-1.30368352929e-16,0.488146546486
-11.1387137006,-52.771744909,0.436266476515,34.7652598849,1.96731036159,0.676667311194,63,0.793194655935,-133.892265336,-70.0529906086,0.0084600982268,104,-0.017963963124,0.017963963124,0.0,4.02217579072e-17,0.476031513547
-24.6014170074,-56.5470692535,0.493560942989,34.5748167538,2.0227409262,0.70445348582,60,0.7914578833,-147.298137029,-74.7288363424,0.00675457178096,105,-0.0132690481086,0.0132690481086,0.0,4.66958094849e-17,0.489444087426
-5.78410467721,-56.3494765896,0.488001787645,34.8741703927,1.99443904732,0.690362831518,65,0.744992695427,-191.602390074,-71.7089625593,0.00711157013808,106,-0.0173451936635,0.0173451936635,0.0,1.06368673018e-17,0.48259586129
-8.80072454133,-56.7459040882,0.501675431998,31.9530251322,2.01797527757,0.702094670902,60,0.751150229849,-170.707052053,-74.4338739615,0.00675674746008,107,-0.0177513066034,0.0177513066034,0.0,2.98314012313e-17,0.488290939976
-13.342100046,-57.7262810524,0.479437147975,35.4704073365,1.97080897524,0.678444105786,58,0.744032025001,-191.697751519,-77.1736993323,0.00832445491143,108,-0.0222984378432,0.0222984378432,0.0,3.90492236247e-17,0.476878075627
-16.020024469,-51.6000701802,0.447802423254,28.8107243725,1.98718478155,0.686718954488,66,0.793935130049,-156.245223835,-66.1287520925,0.00686246097158,109,-0.0134401962007,0.0134401962007,0.0,-6.01189039612e-17,0.480840541344
-12.8396323423,-50.7500275191,0.522005568067,26.116699016,1.91454306038,0.649478983393,63,0.769192710255,-129.205414752,-64.9555145889,0.00703913440722,110,-0.0169961500905,0.0169961500905,0.0,-1.42675705235e-16,0.463263371443
-16.0870717113,-54.6895836126,0.455375645564,34.5419614987,1.88391899172,0.633354177202,60,0.77555098033,-172.946691205,-72.113660613,0.00925635407876,111,-0.0172583325036,0.0172583325036,0.0,1.13458094688e-16,0.455853243361
-2.93138224863,-51.6467789992,0.546454864478,29.4258096317,1.86073241382,0.620970181091,68,0.770564163859,-125.438098472,-64.8786116791,0.00641607848149,112,-0.0178877550708,0.0178877550708,0.0,-6.70142038356e-17,0.450242770309
-7.64152895884,-53.3604282368,0.508641833411,30.2738921162,1.83425917851,0.606640682556,66,0.768053426863,-157.579313273,-68.7855480355,0.00665255055698,113,-0.0137770696466,0.0137770696466,0.0,-3.17206578464e-17,0.44383702238
-14.8782001653,-57.0210159603,0.485219918177,30.2798945668,1.81276497776,0.594853291685,64,0.75940694416,-141.976258396,-72.6172298636,0.00680053294071,114,-0.0191254563338,0.0191254563338,0.0,2.10149358233e-16,0.438636055051
-15.5529769052,-51.0208263516,0.510063660219,29.6646468397,1.78548315823,0.579689055486,69,0.794062851365,-133.561606993,-65.1376017582,0.00662928813345,115,-0.0133021128894,0.0133021128894,0.0,2.12723265572e-17,0.432034653414
-9.83464868057,-57.4222448821,0.505180838964,32.1918315467,1.75583619099,0.562945205549,59,0.770812070143,-175.790896324,-75.7001121316,0.00679785851726,116,-0.0140471017352,0.0140471017352,0.0,1.11244180659e-16,0.424860955271
-11.2902518744,-52.1597719584,0.458301180056,31.0583308651,1.70377447219,0.532846067648,74,0.784232048256,-145.804154716,-65.5654724364,0.00995569922834,117,-0.0217507797281,0.0217507797281,0.0,8.77172491327e-17,0.412263543454
-12.1982001669,-51.493615008,0.55547522514,29.2917514406,1.70509797612,0.533622573085,65,0.744098657324,-133.009366925,-65.5243813784,0.00646829342567,118,-0.0125773670369,0.0125773670369,0.0,8.43039307189e-17,0.412583792658
